number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_lstm,params_dropout_path,params_dropout_reg,params_lr,params_lstm_hidden_dim,params_lstm_layers,params_path_aggregation,params_path_dim,params_regressor_dim,params_weight_decay,user_attrs_val_metrics,state
0,0.373575191254969,2026-02-01 18:13:15.141017,2026-02-01 18:13:58.965662,0 days 00:00:43.824645,16,False,0.12090754676988918,0.2867290561422264,0.37008546289147487,0.0003149025626110718,16,2,static,8,128,1.49492337944244e-05,"{'val_rmse_mean': 0.9412840008735657, 'val_mae_mean': 0.72417151927948, 'val_r2_mean': -16.11726188659668, 'val_rmse_target_0': 1.0227367877960205, 'val_mae_target_0': 0.649289071559906, 'val_r2_target_0': -39.80606460571289, 'val_rmse_target_1': 0.9665604829788208, 'val_mae_target_1': 0.6726572513580322, 'val_r2_target_1': -12.676756858825684, 'val_rmse_target_2': 0.9227039813995361, 'val_mae_target_2': 0.7728641629219055, 'val_r2_target_2': -4.850175857543945, 'val_rmse_target_3': 0.9379158020019531, 'val_mae_target_3': 0.6845710277557373, 'val_r2_target_3': -6.7394843101501465, 'val_rmse_target_4': 0.890127956867218, 'val_mae_target_4': 0.7289955615997314, 'val_r2_target_4': -3.7121639251708984, 'val_rmse_target_5': 0.7898637652397156, 'val_mae_target_5': 0.6143208146095276, 'val_r2_target_5': -1.7183988094329834, 'val_rmse_target_6': 0.7905952334403992, 'val_mae_target_6': 0.7120851874351501, 'val_r2_target_6': -1.6967735290527344, 'val_rmse_target_7': 0.9152913689613342, 'val_mae_target_7': 0.7459965348243713, 'val_r2_target_7': -5.126522064208984, 'val_rmse_target_8': 1.1079131364822388, 'val_mae_target_8': 0.9365430474281311, 'val_r2_target_8': -38.9818000793457, 'val_rmse_target_9': 0.8753930926322937, 'val_mae_target_9': 0.6717168092727661, 'val_r2_target_9': -8.44118881225586, 'val_rmse_target_10': 0.9909576177597046, 'val_mae_target_10': 0.780764102935791, 'val_r2_target_10': -11.360337257385254, 'val_rmse_target_11': 1.0536091327667236, 'val_mae_target_11': 0.7573114037513733, 'val_r2_target_11': -51.738224029541016, 'val_rmse_target_12': 1.0211557149887085, 'val_mae_target_12': 0.7148292660713196, 'val_r2_target_12': -33.531436920166016, 'val_rmse_target_13': 0.8931532502174377, 'val_mae_target_13': 0.696456789970398, 'val_r2_target_13': -5.262331962585449}",COMPLETE
1,0.3668638473307645,2026-02-01 18:13:59.042705,2026-02-01 18:14:42.527663,0 days 00:00:43.484958,16,False,0.19618067930098046,0.3205981295972909,0.38810039637676047,0.00020615875986791597,32,2,static,16,512,0.000513350576368737,"{'val_rmse_mean': 0.9237361550331116, 'val_mae_mean': 0.717535138130188, 'val_r2_mean': -8.34055233001709, 'val_rmse_target_0': 1.014803409576416, 'val_mae_target_0': 0.6494125723838806, 'val_r2_target_0': -14.720922470092773, 'val_rmse_target_1': 0.9642703533172607, 'val_mae_target_1': 0.6955333352088928, 'val_r2_target_1': -5.557548522949219, 'val_rmse_target_2': 0.9063735604286194, 'val_mae_target_2': 0.7639552354812622, 'val_r2_target_2': -2.7275211811065674, 'val_rmse_target_3': 0.923555850982666, 'val_mae_target_3': 0.6997039914131165, 'val_r2_target_3': -3.3751730918884277, 'val_rmse_target_4': 0.8452538847923279, 'val_mae_target_4': 0.6871175169944763, 'val_r2_target_4': -1.2951936721801758, 'val_rmse_target_5': 0.7359357476234436, 'val_mae_target_5': 0.5834466218948364, 'val_r2_target_5': -0.17578506469726562, 'val_rmse_target_6': 0.7456868290901184, 'val_mae_target_6': 0.649886965751648, 'val_r2_target_6': -0.24629449844360352, 'val_rmse_target_7': 0.9319568872451782, 'val_mae_target_7': 0.7514609098434448, 'val_r2_target_7': -2.291076421737671, 'val_rmse_target_8': 1.1246217489242554, 'val_mae_target_8': 0.948781430721283, 'val_r2_target_8': -37.353759765625, 'val_rmse_target_9': 0.8060022592544556, 'val_mae_target_9': 0.6047943830490112, 'val_r2_target_9': -1.7729966640472412, 'val_rmse_target_10': 1.0014046430587769, 'val_mae_target_10': 0.8259559273719788, 'val_r2_target_10': -5.621922969818115, 'val_rmse_target_11': 1.0642086267471313, 'val_mae_target_11': 0.7869238257408142, 'val_r2_target_11': -26.113933563232422, 'val_rmse_target_12': 1.0094623565673828, 'val_mae_target_12': 0.7275766730308533, 'val_r2_target_12': -13.897530555725098, 'val_rmse_target_13': 0.8587693572044373, 'val_mae_target_13': 0.6709434986114502, 'val_r2_target_13': -1.6180708408355713}",COMPLETE
2,0.4019086040832378,2026-02-01 18:14:42.606415,2026-02-01 18:15:24.838710,0 days 00:00:42.232295,16,False,0.29263113946090946,0.3346659627816111,0.26277738636139086,5.521233769981352e-05,16,2,static,8,256,2.3579264565291765e-05,"{'val_rmse_mean': 0.984978199005127, 'val_mae_mean': 0.7611938118934631, 'val_r2_mean': -46.04081344604492, 'val_rmse_target_0': 1.0495084524154663, 'val_mae_target_0': 0.6783203482627869, 'val_r2_target_0': -83.81607055664062, 'val_rmse_target_1': 0.979727029800415, 'val_mae_target_1': 0.6690931916236877, 'val_r2_target_1': -64.43548583984375, 'val_rmse_target_2': 0.9811363220214844, 'val_mae_target_2': 0.8104456663131714, 'val_r2_target_2': -44.457183837890625, 'val_rmse_target_3': 0.9946843981742859, 'val_mae_target_3': 0.746816873550415, 'val_r2_target_3': -25.78754234313965, 'val_rmse_target_4': 0.9317237734794617, 'val_mae_target_4': 0.7757948637008667, 'val_r2_target_4': -37.877967834472656, 'val_rmse_target_5': 0.9534759521484375, 'val_mae_target_5': 0.7727581262588501, 'val_r2_target_5': -22.708316802978516, 'val_rmse_target_6': 0.9333491325378418, 'val_mae_target_6': 0.8132976293563843, 'val_r2_target_6': -24.26113510131836, 'val_rmse_target_7': 0.9701551198959351, 'val_mae_target_7': 0.8062968254089355, 'val_r2_target_7': -55.61161804199219, 'val_rmse_target_8': 1.051011323928833, 'val_mae_target_8': 0.8620479702949524, 'val_r2_target_8': -49.52750015258789, 'val_rmse_target_9': 0.9341934323310852, 'val_mae_target_9': 0.7174222469329834, 'val_r2_target_9': -29.94269371032715, 'val_rmse_target_10': 0.9999644756317139, 'val_mae_target_10': 0.777299165725708, 'val_r2_target_10': -52.39662551879883, 'val_rmse_target_11': 1.016526460647583, 'val_mae_target_11': 0.7033841013908386, 'val_r2_target_11': -57.78860092163086, 'val_rmse_target_12': 0.9933981895446777, 'val_mae_target_12': 0.7226446866989136, 'val_r2_target_12': -38.054996490478516, 'val_rmse_target_13': 1.0008403062820435, 'val_mae_target_13': 0.8010914325714111, 'val_r2_target_13': -57.90570831298828}",COMPLETE
3,0.37475862712771807,2026-02-01 18:15:24.912797,2026-02-01 18:16:08.800964,0 days 00:00:43.888167,16,False,0.1405344336685298,0.3219904391531263,0.3288519733844885,0.0001591241601896739,32,2,static,8,512,0.00042081616388832567,"{'val_rmse_mean': 0.9392074346542358, 'val_mae_mean': 0.7297636866569519, 'val_r2_mean': -11.542057991027832, 'val_rmse_target_0': 1.0292882919311523, 'val_mae_target_0': 0.6758540272712708, 'val_r2_target_0': -21.057592391967773, 'val_rmse_target_1': 0.9561111330986023, 'val_mae_target_1': 0.6963910460472107, 'val_r2_target_1': -6.717266082763672, 'val_rmse_target_2': 0.9467212557792664, 'val_mae_target_2': 0.7970511317253113, 'val_r2_target_2': -3.025942325592041, 'val_rmse_target_3': 0.9471569061279297, 'val_mae_target_3': 0.731024980545044, 'val_r2_target_3': -4.633818626403809, 'val_rmse_target_4': 0.876994252204895, 'val_mae_target_4': 0.6975134611129761, 'val_r2_target_4': -1.8669350147247314, 'val_rmse_target_5': 0.7581243515014648, 'val_mae_target_5': 0.5971167087554932, 'val_r2_target_5': -0.40133392810821533, 'val_rmse_target_6': 0.7539312839508057, 'val_mae_target_6': 0.6620134711265564, 'val_r2_target_6': -0.43501174449920654, 'val_rmse_target_7': 0.9242779612541199, 'val_mae_target_7': 0.7518694400787354, 'val_r2_target_7': -2.5162951946258545, 'val_rmse_target_8': 1.0976653099060059, 'val_mae_target_8': 0.922831118106842, 'val_r2_target_8': -58.822845458984375, 'val_rmse_target_9': 0.8350356221199036, 'val_mae_target_9': 0.6324523687362671, 'val_r2_target_9': -2.37784481048584, 'val_rmse_target_10': 1.008861780166626, 'val_mae_target_10': 0.8056262731552124, 'val_r2_target_10': -8.764280319213867, 'val_rmse_target_11': 1.0798989534378052, 'val_mae_target_11': 0.7941214442253113, 'val_r2_target_11': -28.505895614624023, 'val_rmse_target_12': 1.028254747390747, 'val_mae_target_12': 0.7399806380271912, 'val_r2_target_12': -20.110315322875977, 'val_rmse_target_13': 0.9065824151039124, 'val_mae_target_13': 0.712846040725708, 'val_r2_target_13': -2.353419542312622}",COMPLETE
4,0.36680696683901326,2026-02-01 18:16:08.874921,2026-02-01 18:16:52.135037,0 days 00:00:43.260116,16,False,0.17164307924959915,0.23747864289394616,0.26979036602224626,0.00029760890767285874,32,2,static,8,512,0.000549528882425187,"{'val_rmse_mean': 0.9207614660263062, 'val_mae_mean': 0.7174306511878967, 'val_r2_mean': -5.6019287109375, 'val_rmse_target_0': 1.0080643892288208, 'val_mae_target_0': 0.6605475544929504, 'val_r2_target_0': -8.018954277038574, 'val_rmse_target_1': 0.9881176948547363, 'val_mae_target_1': 0.7296729683876038, 'val_r2_target_1': -3.9511823654174805, 'val_rmse_target_2': 0.8442723751068115, 'val_mae_target_2': 0.7295594811439514, 'val_r2_target_2': -1.070859670639038, 'val_rmse_target_3': 0.8871899843215942, 'val_mae_target_3': 0.7018008828163147, 'val_r2_target_3': -1.7959034442901611, 'val_rmse_target_4': 0.7863402962684631, 'val_mae_target_4': 0.6113238334655762, 'val_r2_target_4': -0.3866429328918457, 'val_rmse_target_5': 0.7428115010261536, 'val_mae_target_5': 0.6033610105514526, 'val_r2_target_5': -0.019724607467651367, 'val_rmse_target_6': 0.7455922961235046, 'val_mae_target_6': 0.62422776222229, 'val_r2_target_6': 0.00021642446517944336, 'val_rmse_target_7': 0.9226219654083252, 'val_mae_target_7': 0.7201628684997559, 'val_r2_target_7': -1.2959880828857422, 'val_rmse_target_8': 1.1458953619003296, 'val_mae_target_8': 0.9595494866371155, 'val_r2_target_8': -24.260906219482422, 'val_rmse_target_9': 0.8261798620223999, 'val_mae_target_9': 0.6573822498321533, 'val_r2_target_9': -0.8417307138442993, 'val_rmse_target_10': 0.984622061252594, 'val_mae_target_10': 0.8107231259346008, 'val_r2_target_10': -3.508699417114258, 'val_rmse_target_11': 1.092856764793396, 'val_mae_target_11': 0.8059017062187195, 'val_r2_target_11': -17.567039489746094, 'val_rmse_target_12': 1.028918743133545, 'val_mae_target_12': 0.7340726256370544, 'val_r2_target_12': -14.728070259094238, 'val_rmse_target_13': 0.887177586555481, 'val_mae_target_13': 0.6957436203956604, 'val_r2_target_13': -0.981514573097229}",COMPLETE
5,0.38763488994704354,2026-02-01 18:16:52.209789,2026-02-01 18:17:36.082993,0 days 00:00:43.873204,16,False,0.24723107967796454,0.33333453961191106,0.2021273442119883,6.278830851861164e-05,16,2,static,16,512,0.0016331531430670118,"{'val_rmse_mean': 0.9633101224899292, 'val_mae_mean': 0.7371751070022583, 'val_r2_mean': -42.4072265625, 'val_rmse_target_0': 1.0290582180023193, 'val_mae_target_0': 0.6411815881729126, 'val_r2_target_0': -116.64408874511719, 'val_rmse_target_1': 0.9810648560523987, 'val_mae_target_1': 0.666658878326416, 'val_r2_target_1': -43.846134185791016, 'val_rmse_target_2': 0.9598606824874878, 'val_mae_target_2': 0.8037323355674744, 'val_r2_target_2': -18.428325653076172, 'val_rmse_target_3': 0.9605374336242676, 'val_mae_target_3': 0.7169620990753174, 'val_r2_target_3': -22.251075744628906, 'val_rmse_target_4': 0.9252338409423828, 'val_mae_target_4': 0.7565343379974365, 'val_r2_target_4': -14.446683883666992, 'val_rmse_target_5': 0.8650290369987488, 'val_mae_target_5': 0.6818604469299316, 'val_r2_target_5': -8.843833923339844, 'val_rmse_target_6': 0.8407473564147949, 'val_mae_target_6': 0.7334414124488831, 'val_r2_target_6': -7.944033622741699, 'val_rmse_target_7': 0.9367325305938721, 'val_mae_target_7': 0.7611415386199951, 'val_r2_target_7': -21.642919540405273, 'val_rmse_target_8': 1.0866107940673828, 'val_mae_target_8': 0.9142693877220154, 'val_r2_target_8': -101.09614562988281, 'val_rmse_target_9': 0.9136623740196228, 'val_mae_target_9': 0.6852982640266418, 'val_r2_target_9': -21.425928115844727, 'val_rmse_target_10': 1.0046814680099487, 'val_mae_target_10': 0.786212682723999, 'val_r2_target_10': -32.872108459472656, 'val_rmse_target_11': 1.0422371625900269, 'val_mae_target_11': 0.7354084253311157, 'val_r2_target_11': -94.63584899902344, 'val_rmse_target_12': 1.0135490894317627, 'val_mae_target_12': 0.7075515985488892, 'val_r2_target_12': -64.92366790771484, 'val_rmse_target_13': 0.9273362755775452, 'val_mae_target_13': 0.7301982641220093, 'val_r2_target_13': -24.70040512084961}",COMPLETE
6,0.3868507367593271,2026-02-01 18:17:36.159892,2026-02-01 18:18:20.030269,0 days 00:00:43.870377,16,False,0.27022117071129126,0.32290642187089674,0.393350628298296,5.388125131322094e-05,8,2,static,8,512,0.00037923425391289087,"{'val_rmse_mean': 0.9631968140602112, 'val_mae_mean': 0.7434564232826233, 'val_r2_mean': -38.852176666259766, 'val_rmse_target_0': 1.0355674028396606, 'val_mae_target_0': 0.6468258500099182, 'val_r2_target_0': -104.3621597290039, 'val_rmse_target_1': 0.9488641619682312, 'val_mae_target_1': 0.6629399061203003, 'val_r2_target_1': -29.638811111450195, 'val_rmse_target_2': 0.9561198949813843, 'val_mae_target_2': 0.7962338328361511, 'val_r2_target_2': -26.11166763305664, 'val_rmse_target_3': 0.9616797566413879, 'val_mae_target_3': 0.7247859239578247, 'val_r2_target_3': -24.47372055053711, 'val_rmse_target_4': 0.9264761805534363, 'val_mae_target_4': 0.7682380676269531, 'val_r2_target_4': -13.272480964660645, 'val_rmse_target_5': 0.8960791230201721, 'val_mae_target_5': 0.7171775102615356, 'val_r2_target_5': -13.561635971069336, 'val_rmse_target_6': 0.8336449861526489, 'val_mae_target_6': 0.7308758497238159, 'val_r2_target_6': -6.504638195037842, 'val_rmse_target_7': 0.9255930781364441, 'val_mae_target_7': 0.7707898020744324, 'val_r2_target_7': -20.76443099975586, 'val_rmse_target_8': 1.0818333625793457, 'val_mae_target_8': 0.9043927788734436, 'val_r2_target_8': -99.5752182006836, 'val_rmse_target_9': 0.9203998446464539, 'val_mae_target_9': 0.7073047161102295, 'val_r2_target_9': -20.42479705810547, 'val_rmse_target_10': 0.9982323050498962, 'val_mae_target_10': 0.7822429537773132, 'val_r2_target_10': -29.11774444580078, 'val_rmse_target_11': 1.0591102838516235, 'val_mae_target_11': 0.7639304399490356, 'val_r2_target_11': -69.67562103271484, 'val_rmse_target_12': 1.0033479928970337, 'val_mae_target_12': 0.7042861580848694, 'val_r2_target_12': -69.52786254882812, 'val_rmse_target_13': 0.9378074407577515, 'val_mae_target_13': 0.7283665537834167, 'val_r2_target_13': -16.9196834564209}",COMPLETE
7,0.37765923032054194,2026-02-01 18:18:20.104984,2026-02-01 18:19:05.111488,0 days 00:00:45.006504,16,False,0.17643795805718193,0.20214487529100789,0.20253130952662834,9.68808305789358e-05,16,2,static,8,512,0.00027817603346240503,"{'val_rmse_mean': 0.9466261267662048, 'val_mae_mean': 0.728571891784668, 'val_r2_mean': -16.015981674194336, 'val_rmse_target_0': 1.0541162490844727, 'val_mae_target_0': 0.6893032789230347, 'val_r2_target_0': -25.552263259887695, 'val_rmse_target_1': 0.9410711526870728, 'val_mae_target_1': 0.6538979411125183, 'val_r2_target_1': -12.021462440490723, 'val_rmse_target_2': 0.9581277966499329, 'val_mae_target_2': 0.8138911724090576, 'val_r2_target_2': -6.523216247558594, 'val_rmse_target_3': 0.9549176692962646, 'val_mae_target_3': 0.7062351107597351, 'val_r2_target_3': -8.36821174621582, 'val_rmse_target_4': 0.8961454033851624, 'val_mae_target_4': 0.7290584444999695, 'val_r2_target_4': -4.463864326477051, 'val_rmse_target_5': 0.7859756350517273, 'val_mae_target_5': 0.5923678278923035, 'val_r2_target_5': -1.7953286170959473, 'val_rmse_target_6': 0.7510807514190674, 'val_mae_target_6': 0.6626852750778198, 'val_r2_target_6': -1.4304144382476807, 'val_rmse_target_7': 0.9092506170272827, 'val_mae_target_7': 0.7496517300605774, 'val_r2_target_7': -5.105735778808594, 'val_rmse_target_8': 1.0965466499328613, 'val_mae_target_8': 0.9105467796325684, 'val_r2_target_8': -68.85404968261719, 'val_rmse_target_9': 0.8775138854980469, 'val_mae_target_9': 0.6647659540176392, 'val_r2_target_9': -6.694041728973389, 'val_rmse_target_10': 1.0045183897018433, 'val_mae_target_10': 0.799848198890686, 'val_r2_target_10': -11.997638702392578, 'val_rmse_target_11': 1.053075909614563, 'val_mae_target_11': 0.7626623511314392, 'val_r2_target_11': -41.17802810668945, 'val_rmse_target_12': 1.0543861389160156, 'val_mae_target_12': 0.7409665584564209, 'val_r2_target_12': -24.6575870513916, 'val_rmse_target_13': 0.9160391688346863, 'val_mae_target_13': 0.7241261005401611, 'val_r2_target_13': -5.58186149597168}",COMPLETE
8,0.3757273218146077,2026-02-01 18:19:05.183059,2026-02-01 18:19:49.025248,0 days 00:00:43.842189,16,False,0.13308221318653624,0.21204596214223315,0.2972420982585898,0.00029871541314226813,32,2,static,16,128,0.00015238527899665702,"{'val_rmse_mean': 0.9442300796508789, 'val_mae_mean': 0.7228534817695618, 'val_r2_mean': -13.23210334777832, 'val_rmse_target_0': 0.9868461489677429, 'val_mae_target_0': 0.6191065907478333, 'val_r2_target_0': -23.810955047607422, 'val_rmse_target_1': 0.9451649188995361, 'val_mae_target_1': 0.6469399929046631, 'val_r2_target_1': -12.265469551086426, 'val_rmse_target_2': 0.906218409538269, 'val_mae_target_2': 0.760365903377533, 'val_r2_target_2': -3.60858154296875, 'val_rmse_target_3': 0.9332465529441833, 'val_mae_target_3': 0.6827097535133362, 'val_r2_target_3': -4.779667377471924, 'val_rmse_target_4': 0.8673557639122009, 'val_mae_target_4': 0.7055955529212952, 'val_r2_target_4': -2.648480176925659, 'val_rmse_target_5': 0.8070055842399597, 'val_mae_target_5': 0.6080144047737122, 'val_r2_target_5': -1.540400743484497, 'val_rmse_target_6': 0.8322328329086304, 'val_mae_target_6': 0.7326442003250122, 'val_r2_target_6': -1.6729753017425537, 'val_rmse_target_7': 0.9344587326049805, 'val_mae_target_7': 0.7686641216278076, 'val_r2_target_7': -6.409341335296631, 'val_rmse_target_8': 1.1025640964508057, 'val_mae_target_8': 0.9162757396697998, 'val_r2_target_8': -43.97512435913086, 'val_rmse_target_9': 0.8773586750030518, 'val_mae_target_9': 0.6779244542121887, 'val_r2_target_9': -5.323045253753662, 'val_rmse_target_10': 0.9980925917625427, 'val_mae_target_10': 0.7976020574569702, 'val_r2_target_10': -9.844202041625977, 'val_rmse_target_11': 1.0769233703613281, 'val_mae_target_11': 0.7775943875312805, 'val_r2_target_11': -42.88098907470703, 'val_rmse_target_12': 1.041881799697876, 'val_mae_target_12': 0.7238647937774658, 'val_r2_target_12': -20.976961135864258, 'val_rmse_target_13': 0.9098720550537109, 'val_mae_target_13': 0.7026458382606506, 'val_r2_target_13': -5.513269424438477}",COMPLETE
9,0.36323346804689477,2026-02-01 18:19:49.097264,2026-02-01 18:20:32.477597,0 days 00:00:43.380333,16,False,0.2792831819133802,0.28771580553913206,0.22014854363509384,0.00036400937627884304,8,2,static,16,512,1.766298686588784e-05,"{'val_rmse_mean': 0.9158994555473328, 'val_mae_mean': 0.7112245559692383, 'val_r2_mean': -3.9350600242614746, 'val_rmse_target_0': 0.9785902500152588, 'val_mae_target_0': 0.6324776411056519, 'val_r2_target_0': -5.853636264801025, 'val_rmse_target_1': 1.0203897953033447, 'val_mae_target_1': 0.7679517269134521, 'val_r2_target_1': -2.635110378265381, 'val_rmse_target_2': 0.8149731755256653, 'val_mae_target_2': 0.686438798904419, 'val_r2_target_2': -0.6722657680511475, 'val_rmse_target_3': 0.8994605541229248, 'val_mae_target_3': 0.7071665525436401, 'val_r2_target_3': -1.3929479122161865, 'val_rmse_target_4': 0.7748507261276245, 'val_mae_target_4': 0.6137025356292725, 'val_r2_target_4': -0.19895219802856445, 'val_rmse_target_5': 0.7366755604743958, 'val_mae_target_5': 0.5856550931930542, 'val_r2_target_5': 0.05588054656982422, 'val_rmse_target_6': 0.7724247574806213, 'val_mae_target_6': 0.6416192054748535, 'val_r2_target_6': 0.05039477348327637, 'val_rmse_target_7': 0.8905438780784607, 'val_mae_target_7': 0.6806029677391052, 'val_r2_target_7': -0.8816771507263184, 'val_rmse_target_8': 1.1689079999923706, 'val_mae_target_8': 0.9788388609886169, 'val_r2_target_8': -18.679908752441406, 'val_rmse_target_9': 0.8035579919815063, 'val_mae_target_9': 0.6256073713302612, 'val_r2_target_9': -0.5588825941085815, 'val_rmse_target_10': 0.9646360278129578, 'val_mae_target_10': 0.7910066246986389, 'val_r2_target_10': -2.640981674194336, 'val_rmse_target_11': 1.1316354274749756, 'val_mae_target_11': 0.8398939967155457, 'val_r2_target_11': -11.685318946838379, 'val_rmse_target_12': 1.015249490737915, 'val_mae_target_12': 0.7351764440536499, 'val_r2_target_12': -9.346750259399414, 'val_rmse_target_13': 0.850696325302124, 'val_mae_target_13': 0.6710063815116882, 'val_r2_target_13': -0.6506843566894531}",COMPLETE
