number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.5330937784855012,2026-01-31 05:37:24.225390,2026-01-31 05:37:57.674405,0 days 00:00:33.449015,mean,0.0032484783301394526,5.488408196513526e-06,"{'val_rmse_mean': 1.1690497398376465, 'val_mae_mean': 0.904562771320343, 'val_r2_mean': -1.4997644424438477, 'val_rmse_target_0': 1.0706313848495483, 'val_mae_target_0': 0.7333901524543762, 'val_r2_target_0': -1.8741521835327148, 'val_rmse_target_1': 1.2304303646087646, 'val_mae_target_1': 0.9079750776290894, 'val_r2_target_1': -1.6121480464935303, 'val_rmse_target_2': 1.1957672834396362, 'val_mae_target_2': 0.9591267704963684, 'val_r2_target_2': -1.0247364044189453, 'val_rmse_target_3': 1.1793701648712158, 'val_mae_target_3': 1.017759084701538, 'val_r2_target_3': -1.4880197048187256}",COMPLETE
1,0.6323449579929864,2026-01-31 05:37:57.804004,2026-01-31 05:38:30.521901,0 days 00:00:32.717897,mean,0.0077136660989384764,2.9797490140994956e-06,"{'val_rmse_mean': 1.3093712329864502, 'val_mae_mean': 1.017716407775879, 'val_r2_mean': -1.0362880229949951, 'val_rmse_target_0': 1.1180970668792725, 'val_mae_target_0': 0.8193408846855164, 'val_r2_target_0': -1.4099624156951904, 'val_rmse_target_1': 1.359893798828125, 'val_mae_target_1': 0.9927122592926025, 'val_r2_target_1': -1.4350459575653076, 'val_rmse_target_2': 1.515293836593628, 'val_mae_target_2': 1.170432209968567, 'val_r2_target_2': -0.4458655118942261, 'val_rmse_target_3': 1.2442001104354858, 'val_mae_target_3': 1.0883805751800537, 'val_r2_target_3': -0.8542783260345459}",COMPLETE
2,0.40716681056828413,2026-01-31 05:38:30.653021,2026-01-31 05:39:02.721992,0 days 00:00:32.068971,mean,0.0010324047602833053,2.9259675184607124e-06,"{'val_rmse_mean': 0.9909342527389526, 'val_mae_mean': 0.7612966299057007, 'val_r2_mean': -3.894404411315918, 'val_rmse_target_0': 0.9061176776885986, 'val_mae_target_0': 0.595447838306427, 'val_r2_target_0': -2.9437389373779297, 'val_rmse_target_1': 1.0550917387008667, 'val_mae_target_1': 0.7822884917259216, 'val_r2_target_1': -3.239379405975342, 'val_rmse_target_2': 1.0011682510375977, 'val_mae_target_2': 0.8868720531463623, 'val_r2_target_2': -2.966031789779663, 'val_rmse_target_3': 1.001359462738037, 'val_mae_target_3': 0.780578076839447, 'val_r2_target_3': -6.428470611572266}",COMPLETE
3,0.5471673977595789,2026-01-31 05:39:02.852738,2026-01-31 05:39:35.513326,0 days 00:00:32.660588,mean,0.004498571129691542,2.0261039578227958e-06,"{'val_rmse_mean': 1.1940760612487793, 'val_mae_mean': 0.9206199645996094, 'val_r2_mean': -1.1895164251327515, 'val_rmse_target_0': 1.050580620765686, 'val_mae_target_0': 0.7418461441993713, 'val_r2_target_0': -1.5869574546813965, 'val_rmse_target_1': 1.2733571529388428, 'val_mae_target_1': 0.9472605586051941, 'val_r2_target_1': -1.4917306900024414, 'val_rmse_target_2': 1.2798004150390625, 'val_mae_target_2': 0.9735668897628784, 'val_r2_target_2': -0.5548059940338135, 'val_rmse_target_3': 1.1725661754608154, 'val_mae_target_3': 1.0198065042495728, 'val_r2_target_3': -1.1245713233947754}",COMPLETE
4,0.5307220035681018,2026-01-31 05:39:35.643351,2026-01-31 05:40:06.823188,0 days 00:00:31.179837,mean,0.003908288550361885,0.00040920766012130584,"{'val_rmse_mean': 1.1608335971832275, 'val_mae_mean': 0.9052176475524902, 'val_r2_mean': -1.3632686138153076, 'val_rmse_target_0': 1.041911244392395, 'val_mae_target_0': 0.7340391874313354, 'val_r2_target_0': -1.8670220375061035, 'val_rmse_target_1': 1.2397356033325195, 'val_mae_target_1': 0.9329597353935242, 'val_r2_target_1': -1.6413896083831787, 'val_rmse_target_2': 1.2212554216384888, 'val_mae_target_2': 0.9681740999221802, 'val_r2_target_2': -0.651107668876648, 'val_rmse_target_3': 1.140432357788086, 'val_mae_target_3': 0.9856978058815002, 'val_r2_target_3': -1.2935550212860107}",COMPLETE
5,0.3975335058790666,2026-01-31 05:40:06.954659,2026-01-31 05:40:39.728002,0 days 00:00:32.773343,mean,0.0005639751803908411,2.238907469907432e-06,"{'val_rmse_mean': 0.9899499416351318, 'val_mae_mean': 0.7567697763442993, 'val_r2_mean': -8.42348575592041, 'val_rmse_target_0': 0.9013153910636902, 'val_mae_target_0': 0.6068877577781677, 'val_r2_target_0': -4.755483627319336, 'val_rmse_target_1': 1.0247715711593628, 'val_mae_target_1': 0.7557465434074402, 'val_r2_target_1': -10.37997055053711, 'val_rmse_target_2': 0.980492889881134, 'val_mae_target_2': 0.8797580599784851, 'val_r2_target_2': -4.418179035186768, 'val_rmse_target_3': 1.0532200336456299, 'val_mae_target_3': 0.7846866846084595, 'val_r2_target_3': -14.140305519104004}",COMPLETE
6,0.42337392850054634,2026-01-31 05:40:39.856457,2026-01-31 05:41:14.462419,0 days 00:00:34.605962,attention,0.0004873557742944156,1.6712754930496167e-05,"{'val_rmse_mean': 1.0254288911819458, 'val_mae_mean': 0.7969381809234619, 'val_r2_mean': -6.547360897064209, 'val_rmse_target_0': 0.9959730505943298, 'val_mae_target_0': 0.6872695684432983, 'val_r2_target_0': -6.175760269165039, 'val_rmse_target_1': 1.0348701477050781, 'val_mae_target_1': 0.7890564799308777, 'val_r2_target_1': -5.075222969055176, 'val_rmse_target_2': 0.9643889665603638, 'val_mae_target_2': 0.858282744884491, 'val_r2_target_2': -4.724069595336914, 'val_rmse_target_3': 1.1064833402633667, 'val_mae_target_3': 0.8531438112258911, 'val_r2_target_3': -10.214391708374023}",COMPLETE
7,0.3889347512137007,2026-01-31 05:41:14.592880,2026-01-31 05:41:45.692862,0 days 00:00:31.099982,attention,0.0005621263551643731,0.003956291229042638,"{'val_rmse_mean': 0.9739189147949219, 'val_mae_mean': 0.7452981472015381, 'val_r2_mean': -5.869279861450195, 'val_rmse_target_0': 0.9395751953125, 'val_mae_target_0': 0.6046536564826965, 'val_r2_target_0': -4.010035991668701, 'val_rmse_target_1': 0.9548521637916565, 'val_mae_target_1': 0.727642834186554, 'val_r2_target_1': -4.371676921844482, 'val_rmse_target_2': 0.9212658405303955, 'val_mae_target_2': 0.8442448973655701, 'val_r2_target_2': -4.818165302276611, 'val_rmse_target_3': 1.0799826383590698, 'val_mae_target_3': 0.8046513199806213, 'val_r2_target_3': -10.277240753173828}",COMPLETE
8,0.5071966471495452,2026-01-31 05:41:45.822803,2026-01-31 05:42:20.964212,0 days 00:00:35.141409,attention,0.001568696263375411,0.002760013884680452,"{'val_rmse_mean': 1.131760835647583, 'val_mae_mean': 0.8917266130447388, 'val_r2_mean': -1.9182648658752441, 'val_rmse_target_0': 1.0871483087539673, 'val_mae_target_0': 0.7798087000846863, 'val_r2_target_0': -2.082378625869751, 'val_rmse_target_1': 1.2290630340576172, 'val_mae_target_1': 0.9494810700416565, 'val_r2_target_1': -2.1672651767730713, 'val_rmse_target_2': 1.1019335985183716, 'val_mae_target_2': 0.9321615695953369, 'val_r2_target_2': -1.2775113582611084, 'val_rmse_target_3': 1.108898639678955, 'val_mae_target_3': 0.9054551124572754, 'val_r2_target_3': -2.1459035873413086}",COMPLETE
9,0.5260882443851895,2026-01-31 05:42:21.093165,2026-01-31 05:42:53.328393,0 days 00:00:32.235228,mean,0.00285466538362947,0.00059097425813742,"{'val_rmse_mean': 1.154799461364746, 'val_mae_mean': 0.9020888805389404, 'val_r2_mean': -1.4750902652740479, 'val_rmse_target_0': 1.0402218103408813, 'val_mae_target_0': 0.746319055557251, 'val_r2_target_0': -1.5332605838775635, 'val_rmse_target_1': 1.2400075197219849, 'val_mae_target_1': 0.9494476914405823, 'val_r2_target_1': -1.8264920711517334, 'val_rmse_target_2': 1.1431336402893066, 'val_mae_target_2': 0.9078826308250427, 'val_r2_target_2': -0.8431512117385864, 'val_rmse_target_3': 1.1958348751068115, 'val_mae_target_3': 1.0047062635421753, 'val_r2_target_3': -1.6974573135375977}",COMPLETE
