number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.32523144919061314,2026-02-02 17:26:04.797570,2026-02-02 17:26:42.493650,0 days 00:00:37.696080,16,0.4942921615110548,0.000449652172155384,2,mean,8,32,16,0.001946131713499405,"{'val_rmse_mean': 0.9256491661071777, 'val_mae_mean': 0.6676613092422485, 'val_r2_mean': -19.985963821411133, 'val_rmse_target_0': 0.9256491661071777, 'val_mae_target_0': 0.6676613092422485, 'val_r2_target_0': -19.985963821411133}",COMPLETE
1,0.31854123808443546,2026-02-02 17:26:42.592100,2026-02-02 17:27:21.661595,0 days 00:00:39.069495,16,0.45737164771089434,0.00047199162441596306,2,mean,8,64,16,0.004461924964289208,"{'val_rmse_mean': 0.9068023562431335, 'val_mae_mean': 0.6660458445549011, 'val_r2_mean': -5.323792934417725, 'val_rmse_target_0': 0.9068023562431335, 'val_mae_target_0': 0.6660458445549011, 'val_r2_target_0': -5.323792934417725}",COMPLETE
2,0.3401942027868009,2026-02-02 17:27:21.755890,2026-02-02 17:27:58.351674,0 days 00:00:36.595784,16,0.3372429183513346,0.0002199850134852664,2,mean,8,64,16,0.0015354781000220807,"{'val_rmse_mean': 0.954838752746582, 'val_mae_mean': 0.6819325089454651, 'val_r2_mean': -12.046114921569824, 'val_rmse_target_0': 0.954838752746582, 'val_mae_target_0': 0.6819325089454651, 'val_r2_target_0': -12.046114921569824}",COMPLETE
3,0.34693840160616674,2026-02-02 17:27:58.446108,2026-02-02 17:28:37.174866,0 days 00:00:38.728758,16,0.3579178221382848,0.00023126561787345585,2,mean,4,128,16,0.0037284346190417017,"{'val_rmse_mean': 0.9606469869613647, 'val_mae_mean': 0.6841378211975098, 'val_r2_mean': -12.322643280029297, 'val_rmse_target_0': 0.9606469869613647, 'val_mae_target_0': 0.6841378211975098, 'val_r2_target_0': -12.322643280029297}",COMPLETE
4,0.3496689213760773,2026-02-02 17:28:37.268609,2026-02-02 17:29:13.833793,0 days 00:00:36.565184,16,0.34412637048704253,0.00017133700696465742,2,mean,4,128,16,0.0030761828916748973,"{'val_rmse_mean': 0.9614822268486023, 'val_mae_mean': 0.692091703414917, 'val_r2_mean': -11.68064022064209, 'val_rmse_target_0': 0.9614822268486023, 'val_mae_target_0': 0.692091703414917, 'val_r2_target_0': -11.68064022064209}",COMPLETE
5,0.32326691200163354,2026-02-02 17:29:13.928711,2026-02-02 17:29:50.081045,0 days 00:00:36.152334,16,0.3267089349841961,0.0001434426327046751,2,mean,16,256,16,0.0015408649201002157,"{'val_rmse_mean': 0.9113543629646301, 'val_mae_mean': 0.6558216214179993, 'val_r2_mean': -11.931312561035156, 'val_rmse_target_0': 0.9113543629646301, 'val_mae_target_0': 0.6558216214179993, 'val_r2_target_0': -11.931312561035156}",COMPLETE
6,0.3328668900923933,2026-02-02 17:29:50.175525,2026-02-02 17:30:27.116539,0 days 00:00:36.941014,16,0.3073051727821477,7.936255667353121e-05,2,mean,4,256,16,0.003137915580823442,"{'val_rmse_mean': 0.9597848653793335, 'val_mae_mean': 0.6586045622825623, 'val_r2_mean': -31.230663299560547, 'val_rmse_target_0': 0.9597848653793335, 'val_mae_target_0': 0.6586045622825623, 'val_r2_target_0': -31.230663299560547}",COMPLETE
7,0.34557898527496206,2026-02-02 17:30:27.210748,2026-02-02 17:31:04.495801,0 days 00:00:37.285053,16,0.2608349709051404,0.00024177505717040384,2,mean,4,256,16,0.0019765401738308513,"{'val_rmse_mean': 0.9201335310935974, 'val_mae_mean': 0.697617769241333, 'val_r2_mean': -4.395253658294678, 'val_rmse_target_0': 0.9201335310935974, 'val_mae_target_0': 0.697617769241333, 'val_r2_target_0': -4.395253658294678}",COMPLETE
8,0.34634309681671394,2026-02-02 17:31:04.591652,2026-02-02 17:31:43.018164,0 days 00:00:38.426512,16,0.25806420623446863,0.00012497545015139109,2,mean,16,256,16,0.0032574197828993613,"{'val_rmse_mean': 0.9594767093658447, 'val_mae_mean': 0.6835179924964905, 'val_r2_mean': -12.853611946105957, 'val_rmse_target_0': 0.9594767093658447, 'val_mae_target_0': 0.6835179924964905, 'val_r2_target_0': -12.853611946105957}",COMPLETE
9,0.33345750098534926,2026-02-02 17:31:43.111565,2026-02-02 17:32:22.114911,0 days 00:00:39.003346,16,0.3534344119635733,0.00021884101721650806,2,mean,16,32,16,0.0013268210000975228,"{'val_rmse_mean': 0.9535261392593384, 'val_mae_mean': 0.6529614925384521, 'val_r2_mean': -25.603443145751953, 'val_rmse_target_0': 0.9535261392593384, 'val_mae_target_0': 0.6529614925384521, 'val_r2_target_0': -25.603443145751953}",COMPLETE
10,0.35149617463833205,2026-02-02 17:32:22.209397,2026-02-02 17:33:00.081781,0 days 00:00:37.872384,16,0.4764124943051259,0.0004981110332349569,2,mean,8,64,16,0.00909190876670011,"{'val_rmse_mean': 0.9464004039764404, 'val_mae_mean': 0.7179118990898132, 'val_r2_mean': -7.043035507202148, 'val_rmse_target_0': 0.9464004039764404, 'val_mae_target_0': 0.7179118990898132, 'val_r2_target_0': -7.043035507202148}",COMPLETE
11,0.3510065169399173,2026-02-02 17:33:00.175987,2026-02-02 17:33:34.498754,0 days 00:00:34.322767,16,0.4233566653732904,5.217706425023797e-05,2,mean,16,64,16,0.006520735495775289,"{'val_rmse_mean': 0.9888162612915039, 'val_mae_mean': 0.6920086741447449, 'val_r2_mean': -91.00995635986328, 'val_rmse_target_0': 0.9888162612915039, 'val_mae_target_0': 0.6920086741447449, 'val_r2_target_0': -91.00995635986328}",COMPLETE
12,0.3407201133064788,2026-02-02 17:33:34.593632,2026-02-02 17:34:10.508717,0 days 00:00:35.915085,16,0.42314428450162495,0.00011380264084880583,2,mean,16,64,16,0.00536749726397664,"{'val_rmse_mean': 0.9764647483825684, 'val_mae_mean': 0.675377607345581, 'val_r2_mean': -94.94583129882812, 'val_rmse_target_0': 0.9764647483825684, 'val_mae_target_0': 0.675377607345581, 'val_r2_target_0': -94.94583129882812}",COMPLETE
13,0.3627816593627139,2026-02-02 17:34:10.605021,2026-02-02 17:34:48.450633,0 days 00:00:37.845612,16,0.21221949019509326,0.000315982338640211,2,mean,8,256,16,0.0010576523945609675,"{'val_rmse_mean': 0.9353063106536865, 'val_mae_mean': 0.7106170654296875, 'val_r2_mean': -2.1507320404052734, 'val_rmse_target_0': 0.9353063106536865, 'val_mae_target_0': 0.7106170654296875, 'val_r2_target_0': -2.1507320404052734}",COMPLETE
14,0.3513031951324255,2026-02-02 17:34:48.546044,2026-02-02 17:35:26.440099,0 days 00:00:37.894055,16,0.4107736947688319,9.242185133344447e-05,2,mean,16,64,16,0.004569812456414877,"{'val_rmse_mean': 0.9796022772789001, 'val_mae_mean': 0.6845980882644653, 'val_r2_mean': -116.02424621582031, 'val_rmse_target_0': 0.9796022772789001, 'val_mae_target_0': 0.6845980882644653, 'val_r2_target_0': -116.02424621582031}",COMPLETE
15,0.3317481982877426,2026-02-02 17:35:26.533928,2026-02-02 17:36:03.371983,0 days 00:00:36.838055,16,0.3912293382527057,0.00015070365818863502,2,mean,8,256,16,0.002160034128254374,"{'val_rmse_mean': 0.9222021102905273, 'val_mae_mean': 0.6675406098365784, 'val_r2_mean': -9.537010192871094, 'val_rmse_target_0': 0.9222021102905273, 'val_mae_target_0': 0.6675406098365784, 'val_r2_target_0': -9.537010192871094}",COMPLETE
16,0.31351707677391394,2026-02-02 17:36:03.467497,2026-02-02 17:36:41.154380,0 days 00:00:37.686883,16,0.44945395042284103,0.0003498698522070333,2,mean,8,32,16,0.007933381754208754,"{'val_rmse_mean': 0.9132631421089172, 'val_mae_mean': 0.6473832130432129, 'val_r2_mean': -22.597665786743164, 'val_rmse_target_0': 0.9132631421089172, 'val_mae_target_0': 0.6473832130432129, 'val_r2_target_0': -22.597665786743164}",COMPLETE
17,0.3420628671129062,2026-02-02 17:36:41.253255,2026-02-02 17:37:18.327187,0 days 00:00:37.073932,16,0.4598486804903963,0.0003584553669402289,2,mean,8,32,16,0.009635789787094966,"{'val_rmse_mean': 0.960279107093811, 'val_mae_mean': 0.6868583559989929, 'val_r2_mean': -33.68119812011719, 'val_rmse_target_0': 0.960279107093811, 'val_mae_target_0': 0.6868583559989929, 'val_r2_target_0': -33.68119812011719}",COMPLETE
18,0.3274191741667757,2026-02-02 17:37:18.422020,2026-02-02 17:37:56.501543,0 days 00:00:38.079523,16,0.4553799745722753,0.0003638711717727971,2,mean,8,32,16,0.00673182771142186,"{'val_rmse_mean': 0.92580246925354, 'val_mae_mean': 0.6799456477165222, 'val_r2_mean': -18.179773330688477, 'val_rmse_target_0': 0.92580246925354, 'val_mae_target_0': 0.6799456477165222, 'val_r2_target_0': -18.179773330688477}",COMPLETE
19,0.3622962020885165,2026-02-02 17:37:56.597343,2026-02-02 17:38:36.805135,0 days 00:00:40.207792,16,0.38395546928121416,0.0002838103574988684,2,mean,8,32,16,0.007696775655156843,"{'val_rmse_mean': 0.9823442697525024, 'val_mae_mean': 0.7027652263641357, 'val_r2_mean': -26.270122528076172, 'val_rmse_target_0': 0.9823442697525024, 'val_mae_target_0': 0.7027652263641357, 'val_r2_target_0': -26.270122528076172}",COMPLETE
20,0.3419569723591849,2026-02-02 17:38:36.899490,2026-02-02 17:39:16.977108,0 days 00:00:40.077618,16,0.49822759453946364,0.0003951610344146013,2,mean,8,128,16,0.004910713691210052,"{'val_rmse_mean': 0.9216420650482178, 'val_mae_mean': 0.6969900727272034, 'val_r2_mean': -7.16326904296875, 'val_rmse_target_0': 0.9216420650482178, 'val_mae_target_0': 0.6969900727272034, 'val_r2_target_0': -7.16326904296875}",COMPLETE
21,0.34631903630172556,2026-02-02 17:39:17.071054,2026-02-02 17:39:56.345458,0 days 00:00:39.274404,16,0.3044068638666834,0.00017988766492554713,2,mean,16,256,16,0.002546022352695564,"{'val_rmse_mean': 0.9397851228713989, 'val_mae_mean': 0.6927790641784668, 'val_r2_mean': -7.107588768005371, 'val_rmse_target_0': 0.9397851228713989, 'val_mae_target_0': 0.6927790641784668, 'val_r2_target_0': -7.107588768005371}",COMPLETE
22,0.32670539221510775,2026-02-02 17:39:56.440190,2026-02-02 17:40:36.522792,0 days 00:00:40.082602,16,0.4507847321322946,0.00029424444744347684,2,mean,8,64,16,0.005817160021597278,"{'val_rmse_mean': 0.9257684350013733, 'val_mae_mean': 0.6535736322402954, 'val_r2_mean': -17.79808235168457, 'val_rmse_target_0': 0.9257684350013733, 'val_mae_target_0': 0.6535736322402954, 'val_r2_target_0': -17.79808235168457}",COMPLETE
23,0.34836281858453594,2026-02-02 17:40:36.618862,2026-02-02 17:41:16.488525,0 days 00:00:39.869663,16,0.3107305731184649,0.00043505543500101595,2,mean,16,32,16,0.0038313604831876455,"{'val_rmse_mean': 0.9599989652633667, 'val_mae_mean': 0.7011363506317139, 'val_r2_mean': -6.312736988067627, 'val_rmse_target_0': 0.9599989652633667, 'val_mae_target_0': 0.7011363506317139, 'val_r2_target_0': -6.312736988067627}",COMPLETE
24,0.34498681109889057,2026-02-02 17:41:16.583105,2026-02-02 17:41:53.373073,0 days 00:00:36.789968,16,0.3829337255386059,0.00012315747924527903,2,mean,8,64,16,0.004252242581975966,"{'val_rmse_mean': 0.9822733402252197, 'val_mae_mean': 0.6853801608085632, 'val_r2_mean': -167.3531951904297, 'val_rmse_target_0': 0.9822733402252197, 'val_mae_target_0': 0.6853801608085632, 'val_r2_target_0': -167.3531951904297}",COMPLETE
25,0.3876905222897659,2026-02-02 17:41:53.467838,2026-02-02 17:42:32.215849,0 days 00:00:38.748011,16,0.43699904710425214,0.0004986802232600909,2,mean,16,256,16,0.007953947049266432,"{'val_rmse_mean': 0.9532837271690369, 'val_mae_mean': 0.7665631175041199, 'val_r2_mean': -2.243281364440918, 'val_rmse_target_0': 0.9532837271690369, 'val_mae_target_0': 0.7665631175041199, 'val_r2_target_0': -2.243281364440918}",COMPLETE
26,0.35144548997602587,2026-02-02 17:42:32.309960,2026-02-02 17:43:11.376949,0 days 00:00:39.066989,16,0.40258121444305606,9.752903142906761e-05,2,mean,8,32,16,0.0010280718549229011,"{'val_rmse_mean': 0.9862853288650513, 'val_mae_mean': 0.7019248008728027, 'val_r2_mean': -93.73116302490234, 'val_rmse_target_0': 0.9862853288650513, 'val_mae_target_0': 0.7019248008728027, 'val_r2_target_0': -93.73116302490234}",COMPLETE
