number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.3535458865203677,2026-02-03 10:39:24.688760,2026-02-03 10:40:04.272577,0 days 00:00:39.583817,16,0.33545227873416406,5.8936882430716795e-05,2,mean,4,256,16,0.0019389419485923622,"{'val_rmse_mean': 0.8818013668060303, 'val_mae_mean': 0.6976222991943359, 'val_r2_mean': -11.797127723693848, 'val_rmse_target_0': 0.8818013668060303, 'val_mae_target_0': 0.6976222991943359, 'val_r2_target_0': -11.797127723693848}",COMPLETE
1,0.27523474083527283,2026-02-03 10:40:04.428021,2026-02-03 10:40:43.138987,0 days 00:00:38.710966,16,0.2260124498586908,0.00011574229112391875,2,mean,4,256,16,0.008361906612859401,"{'val_rmse_mean': 0.762397825717926, 'val_mae_mean': 0.5690193772315979, 'val_r2_mean': -1.6839570999145508, 'val_rmse_target_0': 0.762397825717926, 'val_mae_target_0': 0.5690193772315979, 'val_r2_target_0': -1.6839570999145508}",COMPLETE
2,0.4254180159593859,2026-02-03 10:40:43.298715,2026-02-03 10:41:23.549737,0 days 00:00:40.251022,16,0.37786405305080084,9.306799520549476e-05,2,mean,16,32,16,0.007778144666979464,"{'val_rmse_mean': 0.9768490195274353, 'val_mae_mean': 0.8011845350265503, 'val_r2_mean': -57.90540313720703, 'val_rmse_target_0': 0.9768490195274353, 'val_mae_target_0': 0.8011845350265503, 'val_r2_target_0': -57.90540313720703}",COMPLETE
3,0.2534960260204655,2026-02-03 10:41:23.704811,2026-02-03 10:42:03.513825,0 days 00:00:39.809014,16,0.4420477043708603,0.00023455807208250156,2,mean,4,256,16,0.0062452698752651185,"{'val_rmse_mean': 0.7312324047088623, 'val_mae_mean': 0.5690017342567444, 'val_r2_mean': -0.4648447036743164, 'val_rmse_target_0': 0.7312324047088623, 'val_mae_target_0': 0.5690017342567444, 'val_r2_target_0': -0.4648447036743164}",COMPLETE
4,0.2430370069765448,2026-02-03 10:42:03.668101,2026-02-03 10:42:42.651289,0 days 00:00:38.983188,16,0.22717570789434854,0.0004637733905761663,2,mean,4,256,16,0.0014968516472218816,"{'val_rmse_mean': 0.7135282158851624, 'val_mae_mean': 0.5838434100151062, 'val_r2_mean': 0.17473983764648438, 'val_rmse_target_0': 0.7135282158851624, 'val_mae_target_0': 0.5838434100151062, 'val_r2_target_0': 0.17473983764648438}",COMPLETE
5,0.3189623333617217,2026-02-03 10:42:42.805806,2026-02-03 10:43:20.201812,0 days 00:00:37.396006,16,0.21242256699423462,0.00014077131349936824,2,mean,4,128,16,0.00824255445257561,"{'val_rmse_mean': 0.8287630677223206, 'val_mae_mean': 0.6458500623703003, 'val_r2_mean': -5.092287540435791, 'val_rmse_target_0': 0.8287630677223206, 'val_mae_target_0': 0.6458500623703003, 'val_r2_target_0': -5.092287540435791}",COMPLETE
6,0.22554969991486157,2026-02-03 10:43:20.358931,2026-02-03 10:44:00.728431,0 days 00:00:40.369500,16,0.49696349061684986,0.0004065859973452868,2,mean,16,128,16,0.0018058446923268545,"{'val_rmse_mean': 0.6803117990493774, 'val_mae_mean': 0.5386416912078857, 'val_r2_mean': -0.5297791957855225, 'val_rmse_target_0': 0.6803117990493774, 'val_mae_target_0': 0.5386416912078857, 'val_r2_target_0': -0.5297791957855225}",COMPLETE
7,0.283794597614798,2026-02-03 10:44:00.883151,2026-02-03 10:44:42.903557,0 days 00:00:42.020406,16,0.35538771786378687,0.0001911842319980051,2,mean,16,128,16,0.006022598406484896,"{'val_rmse_mean': 0.7760719656944275, 'val_mae_mean': 0.6156715154647827, 'val_r2_mean': -2.7511210441589355, 'val_rmse_target_0': 0.7760719656944275, 'val_mae_target_0': 0.6156715154647827, 'val_r2_target_0': -2.7511210441589355}",COMPLETE
8,0.2755415120166878,2026-02-03 10:44:43.058819,2026-02-03 10:45:22.599596,0 days 00:00:39.540777,16,0.36484665403921357,0.0002178422718388509,2,mean,16,128,16,0.00878478272694319,"{'val_rmse_mean': 0.7594459056854248, 'val_mae_mean': 0.6006278395652771, 'val_r2_mean': -2.174699544906616, 'val_rmse_target_0': 0.7594459056854248, 'val_mae_target_0': 0.6006278395652771, 'val_r2_target_0': -2.174699544906616}",COMPLETE
9,0.3817319655801704,2026-02-03 10:45:22.754135,2026-02-03 10:46:04.672440,0 days 00:00:41.918305,16,0.20190229092909961,0.00018485111736579396,2,mean,4,32,16,0.0013197253687027386,"{'val_rmse_mean': 0.9108926057815552, 'val_mae_mean': 0.7334557175636292, 'val_r2_mean': -8.551706314086914, 'val_rmse_target_0': 0.9108926057815552, 'val_mae_target_0': 0.7334557175636292, 'val_r2_target_0': -8.551706314086914}",COMPLETE
10,0.2885011244651213,2026-02-03 10:46:04.827245,2026-02-03 10:46:43.111072,0 days 00:00:38.283827,16,0.49972863696434255,0.00038447094463272614,2,mean,8,64,16,0.0028668647166309397,"{'val_rmse_mean': 0.7810074090957642, 'val_mae_mean': 0.6198362708091736, 'val_r2_mean': -4.000986099243164, 'val_rmse_target_0': 0.7810074090957642, 'val_mae_target_0': 0.6198362708091736, 'val_r2_target_0': -4.000986099243164}",COMPLETE
11,0.24902200568127833,2026-02-03 10:46:43.266316,2026-02-03 10:47:20.078888,0 days 00:00:36.812572,16,0.2826902251723526,0.0004716705074398191,2,mean,8,64,16,0.0010511123014721052,"{'val_rmse_mean': 0.7296578884124756, 'val_mae_mean': 0.5787398815155029, 'val_r2_mean': -0.5124212503433228, 'val_rmse_target_0': 0.7296578884124756, 'val_mae_target_0': 0.5787398815155029, 'val_r2_target_0': -0.5124212503433228}",COMPLETE
12,0.2420395251322555,2026-02-03 10:47:20.232818,2026-02-03 10:48:00.898752,0 days 00:00:40.665934,16,0.2767712282195597,0.00032870048342656117,2,mean,16,128,16,0.0018993708468241612,"{'val_rmse_mean': 0.7117154598236084, 'val_mae_mean': 0.5747671127319336, 'val_r2_mean': -0.3620051145553589, 'val_rmse_target_0': 0.7117154598236084, 'val_mae_target_0': 0.5747671127319336, 'val_r2_target_0': -0.3620051145553589}",COMPLETE
13,0.23806373602430406,2026-02-03 10:48:01.053748,2026-02-03 10:48:42.173275,0 days 00:00:41.119527,16,0.2868346762767861,0.0003172340269805063,2,mean,16,128,16,0.0025248073532003336,"{'val_rmse_mean': 0.7037410736083984, 'val_mae_mean': 0.5522035956382751, 'val_r2_mean': -0.3845090866088867, 'val_rmse_target_0': 0.7037410736083984, 'val_mae_target_0': 0.5522035956382751, 'val_r2_target_0': -0.3845090866088867}",COMPLETE
