number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.3877539890063754,2026-02-03 08:42:32.925841,2026-02-03 08:42:59.457169,0 days 00:00:26.531328,mean,0.009693048678830156,3.2408091826349955e-05,"{'val_rmse_mean': 0.9403082728385925, 'val_mae_mean': 0.7477355003356934, 'val_r2_mean': -0.2030048370361328, 'val_rmse_target_0': 0.9403082728385925, 'val_mae_target_0': 0.7477355003356934, 'val_r2_target_0': -0.2030048370361328}",COMPLETE
1,0.33213754916451527,2026-02-03 08:42:59.603373,2026-02-03 08:43:29.085942,0 days 00:00:29.482569,attention,0.008251805363045825,0.003662037948348118,"{'val_rmse_mean': 0.8586370348930359, 'val_mae_mean': 0.6794594526290894, 'val_r2_mean': -0.18145263195037842, 'val_rmse_target_0': 0.8586370348930359, 'val_mae_target_0': 0.6794594526290894, 'val_r2_target_0': -0.18145263195037842}",COMPLETE
2,0.35609115939951574,2026-02-03 08:43:29.233701,2026-02-03 08:43:58.801445,0 days 00:00:29.567744,attention,0.008678765715123262,1.8173530212825668e-05,"{'val_rmse_mean': 0.9140520095825195, 'val_mae_mean': 0.6978763937950134, 'val_r2_mean': -0.04654884338378906, 'val_rmse_target_0': 0.9140520095825195, 'val_mae_target_0': 0.6978763937950134, 'val_r2_target_0': -0.04654884338378906}",COMPLETE
3,0.3697852425767636,2026-02-03 08:43:58.947796,2026-02-03 08:44:25.423396,0 days 00:00:26.475600,mean,0.004761708303335682,5.105534066461486e-05,"{'val_rmse_mean': 0.9102869629859924, 'val_mae_mean': 0.7195873856544495, 'val_r2_mean': -0.21711301803588867, 'val_rmse_target_0': 0.9102869629859924, 'val_mae_target_0': 0.7195873856544495, 'val_r2_target_0': -0.21711301803588867}",COMPLETE
4,0.2582507475313765,2026-02-03 08:44:25.569613,2026-02-03 08:44:54.246633,0 days 00:00:28.677020,attention,0.0012896746547816258,0.0001574055693851568,"{'val_rmse_mean': 0.7325232028961182, 'val_mae_mean': 0.6183692216873169, 'val_r2_mean': 0.03144484758377075, 'val_rmse_target_0': 0.7325232028961182, 'val_mae_target_0': 0.6183692216873169, 'val_r2_target_0': 0.03144484758377075}",COMPLETE
5,0.35600326467002325,2026-02-03 08:44:54.392962,2026-02-03 08:45:20.521349,0 days 00:00:26.128387,mean,0.004323747551024373,1.2072370523896928e-06,"{'val_rmse_mean': 0.8797368407249451, 'val_mae_mean': 0.7020995020866394, 'val_r2_mean': -0.26848888397216797, 'val_rmse_target_0': 0.8797368407249451, 'val_mae_target_0': 0.7020995020866394, 'val_r2_target_0': -0.26848888397216797}",COMPLETE
6,0.3218611021606598,2026-02-03 08:45:20.669284,2026-02-03 08:45:47.588380,0 days 00:00:26.919096,mean,0.0029467211579484683,0.0006710832147143848,"{'val_rmse_mean': 0.8509851098060608, 'val_mae_mean': 0.6608185768127441, 'val_r2_mean': -0.18816769123077393, 'val_rmse_target_0': 0.8509851098060608, 'val_mae_target_0': 0.6608185768127441, 'val_r2_target_0': -0.18816769123077393}",COMPLETE
7,0.30081874324457236,2026-02-03 08:45:47.735207,2026-02-03 08:46:17.444492,0 days 00:00:29.709285,attention,0.000673152202117075,0.006024924090055743,"{'val_rmse_mean': 0.7912911772727966, 'val_mae_mean': 0.668929934501648, 'val_r2_mean': -0.5539225339889526, 'val_rmse_target_0': 0.7912911772727966, 'val_mae_target_0': 0.668929934501648, 'val_r2_target_0': -0.5539225339889526}",COMPLETE
8,0.3514437282822285,2026-02-03 08:46:17.591909,2026-02-03 08:46:43.660335,0 days 00:00:26.068426,mean,0.00013232861323817386,0.0003677326823159319,"{'val_rmse_mean': 0.8666780591011047, 'val_mae_mean': 0.7448185086250305, 'val_r2_mean': -4.270112037658691, 'val_rmse_target_0': 0.8666780591011047, 'val_mae_target_0': 0.7448185086250305, 'val_r2_target_0': -4.270112037658691}",COMPLETE
9,0.35426953961427055,2026-02-03 08:46:43.807193,2026-02-03 08:47:09.623223,0 days 00:00:25.816030,mean,0.004625497593529679,3.848219740519207e-06,"{'val_rmse_mean': 0.8800769448280334, 'val_mae_mean': 0.723739743232727, 'val_r2_mean': -0.17435383796691895, 'val_rmse_target_0': 0.8800769448280334, 'val_mae_target_0': 0.723739743232727, 'val_r2_target_0': -0.17435383796691895}",COMPLETE
10,0.3360995278481924,2026-02-03 08:47:09.770327,2026-02-03 08:47:38.748558,0 days 00:00:28.978231,attention,0.0004462734364216243,0.0002551221652018291,"{'val_rmse_mean': 0.8524287939071655, 'val_mae_mean': 0.7042794823646545, 'val_r2_mean': -1.2186946868896484, 'val_rmse_target_0': 0.8524287939071655, 'val_mae_target_0': 0.7042794823646545, 'val_r2_target_0': -1.2186946868896484}",COMPLETE
11,0.30850941674024973,2026-02-03 08:47:38.897371,2026-02-03 08:48:08.075136,0 days 00:00:29.177765,attention,0.0011057480869683385,0.007877894946358294,"{'val_rmse_mean': 0.8166036605834961, 'val_mae_mean': 0.6557917594909668, 'val_r2_mean': -0.41847705841064453, 'val_rmse_target_0': 0.8166036605834961, 'val_mae_target_0': 0.6557917594909668, 'val_r2_target_0': -0.41847705841064453}",COMPLETE
12,0.26371246158076384,2026-02-03 08:48:08.221204,2026-02-03 08:48:38.054157,0 days 00:00:29.832953,attention,0.0008867151746407441,0.0016905819289023821,"{'val_rmse_mean': 0.740048885345459, 'val_mae_mean': 0.5982458591461182, 'val_r2_mean': -0.15787720680236816, 'val_rmse_target_0': 0.740048885345459, 'val_mae_target_0': 0.5982458591461182, 'val_r2_target_0': -0.15787720680236816}",COMPLETE
13,0.3291841443086043,2026-02-03 08:48:38.200978,2026-02-03 08:49:07.763148,0 days 00:00:29.562170,attention,0.0013513267536557965,0.0013482080492588457,"{'val_rmse_mean': 0.8469138741493225, 'val_mae_mean': 0.6788001656532288, 'val_r2_mean': -0.47112715244293213, 'val_rmse_target_0': 0.8469138741493225, 'val_mae_target_0': 0.6788001656532288, 'val_r2_target_0': -0.47112715244293213}",COMPLETE
14,0.34213386200954793,2026-02-03 08:49:07.911125,2026-02-03 08:49:35.796875,0 days 00:00:27.885750,attention,0.0002926293023698435,0.0001366826749459356,"{'val_rmse_mean': 0.8575307726860046, 'val_mae_mean': 0.733038067817688, 'val_r2_mean': -2.0392820835113525, 'val_rmse_target_0': 0.8575307726860046, 'val_mae_target_0': 0.733038067817688, 'val_r2_target_0': -2.0392820835113525}",COMPLETE
15,0.2781067310144728,2026-02-03 08:49:35.944475,2026-02-03 08:50:04.605593,0 days 00:00:28.661118,attention,0.0018738955780822554,0.0015789929835347953,"{'val_rmse_mean': 0.7674583792686462, 'val_mae_mean': 0.6253352761268616, 'val_r2_mean': 0.11985278129577637, 'val_rmse_target_0': 0.7674583792686462, 'val_mae_target_0': 0.6253352761268616, 'val_r2_target_0': 0.11985278129577637}",COMPLETE
16,0.29267754063874707,2026-02-03 08:50:04.753578,2026-02-03 08:50:33.192857,0 days 00:00:28.439279,attention,0.0006640439519793818,1.033088503880049e-05,"{'val_rmse_mean': 0.7908895015716553, 'val_mae_mean': 0.6258189678192139, 'val_r2_mean': -0.32618188858032227, 'val_rmse_target_0': 0.7908895015716553, 'val_mae_target_0': 0.6258189678192139, 'val_r2_target_0': -0.32618188858032227}",COMPLETE
