number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.3382369735605877,2026-02-02 16:49:21.304610,2026-02-02 16:49:49.284170,0 days 00:00:27.979560,mean,3,0.4574514107621807,32,0.004570091145068347,8.118890599799783e-05,"{'val_rmse_mean': 0.9183928966522217, 'val_mae_mean': 0.6638729572296143, 'val_r2_mean': -2.2565083503723145, 'val_rmse_target_0': 0.9183928966522217, 'val_mae_target_0': 0.6638729572296143, 'val_r2_target_0': -2.2565083503723145}",COMPLETE
1,0.3354114150052838,2026-02-02 16:49:49.375675,2026-02-02 16:50:14.658059,0 days 00:00:25.282384,attention,1,0.09495125609403954,128,0.001186263289297923,0.0009276128689378159,"{'val_rmse_mean': 0.9185699224472046, 'val_mae_mean': 0.6641331315040588, 'val_r2_mean': -1.2658939361572266, 'val_rmse_target_0': 0.9185699224472046, 'val_mae_target_0': 0.6641331315040588, 'val_r2_target_0': -1.2658939361572266}",COMPLETE
2,0.31482973184500274,2026-02-02 16:50:14.751391,2026-02-02 16:50:38.516970,0 days 00:00:23.765579,mean,2,0.3947688997659207,32,0.0003136233647602702,0.00045992018473274744,"{'val_rmse_mean': 0.9637736678123474, 'val_mae_mean': 0.6005531549453735, 'val_r2_mean': -29.974769592285156, 'val_rmse_target_0': 0.9637736678123474, 'val_mae_target_0': 0.6005531549453735, 'val_r2_target_0': -29.974769592285156}",COMPLETE
3,0.3733415496621833,2026-02-02 16:50:38.609636,2026-02-02 16:51:04.698301,0 days 00:00:26.088665,mean,2,0.19952830633324364,128,0.003400505559694639,0.005081091867797625,"{'val_rmse_mean': 0.9661262631416321, 'val_mae_mean': 0.7090611457824707, 'val_r2_mean': -1.206366777420044, 'val_rmse_target_0': 0.9661262631416321, 'val_mae_target_0': 0.7090611457824707, 'val_r2_target_0': -1.206366777420044}",COMPLETE
4,0.3168026756970061,2026-02-02 16:51:04.789596,2026-02-02 16:51:29.247837,0 days 00:00:24.458241,mean,1,0.3697342115596284,32,0.00018094800980036576,0.0015249420699677268,"{'val_rmse_mean': 0.9670585989952087, 'val_mae_mean': 0.6011775135993958, 'val_r2_mean': -22.50626564025879, 'val_rmse_target_0': 0.9670585989952087, 'val_mae_target_0': 0.6011775135993958, 'val_r2_target_0': -22.50626564025879}",COMPLETE
5,0.3294516772288329,2026-02-02 16:51:29.338475,2026-02-02 16:51:56.166610,0 days 00:00:26.828135,attention,1,0.17110805979145532,64,0.0026550532460493507,0.0016778126943825054,"{'val_rmse_mean': 0.9473473429679871, 'val_mae_mean': 0.6472132802009583, 'val_r2_mean': -1.1177971363067627, 'val_rmse_target_0': 0.9473473429679871, 'val_mae_target_0': 0.6472132802009583, 'val_r2_target_0': -1.1177971363067627}",COMPLETE
6,0.3219001284731483,2026-02-02 16:51:56.258365,2026-02-02 16:52:24.966048,0 days 00:00:28.707683,attention,2,0.3881174003329492,64,0.0006805494658564777,0.0010603015486926996,"{'val_rmse_mean': 0.9020892977714539, 'val_mae_mean': 0.6308621168136597, 'val_r2_mean': -1.1770832538604736, 'val_rmse_target_0': 0.9020892977714539, 'val_mae_target_0': 0.6308621168136597, 'val_r2_target_0': -1.1770832538604736}",COMPLETE
7,0.3479668979104005,2026-02-02 16:52:25.058624,2026-02-02 16:52:53.641495,0 days 00:00:28.582871,attention,2,0.1996958618572574,128,0.0024186599877118325,0.0002543164438526589,"{'val_rmse_mean': 0.971464991569519, 'val_mae_mean': 0.6680511236190796, 'val_r2_mean': -1.3079915046691895, 'val_rmse_target_0': 0.971464991569519, 'val_mae_target_0': 0.6680511236190796, 'val_r2_target_0': -1.3079915046691895}",COMPLETE
8,0.3590654361070375,2026-02-02 16:52:53.732866,2026-02-02 16:53:20.870266,0 days 00:00:27.137400,mean,2,0.30416916083437917,64,0.002698573341120298,1.2480591758993279e-05,"{'val_rmse_mean': 0.9525070786476135, 'val_mae_mean': 0.6908954977989197, 'val_r2_mean': -1.2857413291931152, 'val_rmse_target_0': 0.9525070786476135, 'val_mae_target_0': 0.6908954977989197, 'val_r2_target_0': -1.2857413291931152}",COMPLETE
9,0.32821301248407475,2026-02-02 16:53:20.962045,2026-02-02 16:53:47.726258,0 days 00:00:26.764213,mean,2,0.10038532457077942,128,0.00014042616559100995,0.008132975360616062,"{'val_rmse_mean': 0.9621867537498474, 'val_mae_mean': 0.6435067653656006, 'val_r2_mean': -5.285255432128906, 'val_rmse_target_0': 0.9621867537498474, 'val_mae_target_0': 0.6435067653656006, 'val_r2_target_0': -5.285255432128906}",COMPLETE
