,mean_weight
0,0.050277267
1,0.048048466
2,0.063318364
3,0.055834267
4,0.03425942
5,0.04153181
6,0.07677044
7,0.082903124
8,0.039126642
9,0.1561172
10,0.02255784
11,0.037852123
12,0.022171095
13,0.023422161
14,0.049001522
15,0.06395212
16,0.051131614
17,0.029989582
18,0.024890484
19,0.026844498
