number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.3272403747820742,2026-02-02 19:49:23.955633,2026-02-02 19:49:52.005996,0 days 00:00:28.050363,attention,0.004951594556036359,6.158988678980394e-06,"{'val_rmse_mean': 0.8682841658592224, 'val_mae_mean': 0.671987771987915, 'val_r2_mean': -0.9282382726669312, 'val_rmse_target_0': 0.8682841658592224, 'val_mae_target_0': 0.671987771987915, 'val_r2_target_0': -0.9282382726669312}",COMPLETE
1,0.32286004361554255,2026-02-02 19:49:52.108355,2026-02-02 19:50:20.440359,0 days 00:00:28.332004,attention,0.0050000580403807985,0.0008386150403628718,"{'val_rmse_mean': 0.8465651273727417, 'val_mae_mean': 0.6456560492515564, 'val_r2_mean': -0.09127593040466309, 'val_rmse_target_0': 0.8465651273727417, 'val_mae_target_0': 0.6456560492515564, 'val_r2_target_0': -0.09127593040466309}",COMPLETE
2,0.3226903548784321,2026-02-02 19:50:20.541145,2026-02-02 19:50:48.832115,0 days 00:00:28.290970,attention,0.007995649652482293,0.008225987279511786,"{'val_rmse_mean': 0.8705313801765442, 'val_mae_mean': 0.6465194821357727, 'val_r2_mean': -0.714423656463623, 'val_rmse_target_0': 0.8705313801765442, 'val_mae_target_0': 0.6465194821357727, 'val_r2_target_0': -0.714423656463623}",COMPLETE
3,0.34481332836272754,2026-02-02 19:50:48.934091,2026-02-02 19:51:16.977521,0 days 00:00:28.043430,attention,0.0029939325833302837,4.35437046130345e-06,"{'val_rmse_mean': 0.9122499823570251, 'val_mae_mean': 0.6701955199241638, 'val_r2_mean': -1.100412368774414, 'val_rmse_target_0': 0.9122499823570251, 'val_mae_target_0': 0.6701955199241638, 'val_r2_target_0': -1.100412368774414}",COMPLETE
4,0.283998674379998,2026-02-02 19:51:17.078630,2026-02-02 19:51:41.854480,0 days 00:00:24.775850,mean,0.0005512835062445351,0.005508815515324822,"{'val_rmse_mean': 0.8566803336143494, 'val_mae_mean': 0.6044071912765503, 'val_r2_mean': -4.750822067260742, 'val_rmse_target_0': 0.8566803336143494, 'val_mae_target_0': 0.6044071912765503, 'val_r2_target_0': -4.750822067260742}",COMPLETE
5,0.27360755361668354,2026-02-02 19:51:41.955103,2026-02-02 19:52:08.619388,0 days 00:00:26.664285,attention,0.0011088106133738925,0.000125023481277878,"{'val_rmse_mean': 0.8193050026893616, 'val_mae_mean': 0.5875239968299866, 'val_r2_mean': -1.3646714687347412, 'val_rmse_target_0': 0.8193050026893616, 'val_mae_target_0': 0.5875239968299866, 'val_r2_target_0': -1.3646714687347412}",COMPLETE
6,0.37462721159843365,2026-02-02 19:52:08.721028,2026-02-02 19:52:37.641984,0 days 00:00:28.920956,attention,0.009120960776157466,4.488392952756506e-06,"{'val_rmse_mean': 0.9438560009002686, 'val_mae_mean': 0.7060520648956299, 'val_r2_mean': 0.013090074062347412, 'val_rmse_target_0': 0.9438560009002686, 'val_mae_target_0': 0.7060520648956299, 'val_r2_target_0': 0.013090074062347412}",COMPLETE
7,0.367541259965273,2026-02-02 19:52:37.743384,2026-02-02 19:53:05.481132,0 days 00:00:27.737748,attention,0.00010774783733470835,1.5254473157535821e-05,"{'val_rmse_mean': 1.013277292251587, 'val_mae_mean': 0.72188401222229, 'val_r2_mean': -25.891639709472656, 'val_rmse_target_0': 1.013277292251587, 'val_mae_target_0': 0.72188401222229, 'val_r2_target_0': -25.891639709472656}",COMPLETE
8,0.43571816950680775,2026-02-02 19:53:05.583369,2026-02-02 19:53:33.987176,0 days 00:00:28.403807,attention,0.0041855040459159165,0.001011308086856522,"{'val_rmse_mean': 1.0406382083892822, 'val_mae_mean': 0.7905910611152649, 'val_r2_mean': -1.5682170391082764, 'val_rmse_target_0': 1.0406382083892822, 'val_mae_target_0': 0.7905910611152649, 'val_r2_target_0': -1.5682170391082764}",COMPLETE
9,0.42153966321428826,2026-02-02 19:53:34.089746,2026-02-02 19:54:00.045736,0 days 00:00:25.955990,mean,0.008644555885388875,3.466473435766333e-06,"{'val_rmse_mean': 1.013080358505249, 'val_mae_mean': 0.7875900268554688, 'val_r2_mean': -0.4757699966430664, 'val_rmse_target_0': 1.013080358505249, 'val_mae_target_0': 0.7875900268554688, 'val_r2_target_0': -0.4757699966430664}",COMPLETE
10,0.26529032018259857,2026-02-02 19:54:00.148104,2026-02-02 19:54:26.383890,0 days 00:00:26.235786,mean,0.0006404687188429913,5.84144487898023e-05,"{'val_rmse_mean': 0.8175475597381592, 'val_mae_mean': 0.5733627080917358, 'val_r2_mean': -3.2812438011169434, 'val_rmse_target_0': 0.8175475597381592, 'val_mae_target_0': 0.5733627080917358, 'val_r2_target_0': -3.2812438011169434}",COMPLETE
