number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.2898981455989458,2026-02-05 04:46:28.107417,2026-02-05 04:47:02.374760,0 days 00:00:34.267343,mean,0.4771867526053401,0.16498077974480935,0.0019399454963744298,"{'val_rmse_mean': 0.7794229388237, 'val_mae_mean': 0.6665067076683044, 'val_r2_mean': -0.028218388557434082, 'val_rmse_target_0': 0.7794229388237, 'val_mae_target_0': 0.6665067076683044, 'val_r2_target_0': -0.028218388557434082}",COMPLETE
1,0.3364058410817826,2026-02-05 04:47:02.650898,2026-02-05 04:47:36.148940,0 days 00:00:33.498042,mean,0.0004933283575487183,0.811836426391261,0.004352973329720753,"{'val_rmse_mean': 0.8455184698104858, 'val_mae_mean': 0.7316147089004517, 'val_r2_mean': 0.13447898626327515, 'val_rmse_target_0': 0.8455184698104858, 'val_mae_target_0': 0.7316147089004517, 'val_r2_target_0': 0.13447898626327515}",COMPLETE
2,0.34552944352240217,2026-02-05 04:47:36.426044,2026-02-05 04:48:11.147412,0 days 00:00:34.721368,mean,0.08758432335435375,0.6962788563766812,0.0004786009093048377,"{'val_rmse_mean': 0.8547500371932983, 'val_mae_mean': 0.736849308013916, 'val_r2_mean': -2.263287305831909, 'val_rmse_target_0': 0.8547500371932983, 'val_mae_target_0': 0.736849308013916, 'val_r2_target_0': -2.263287305831909}",COMPLETE
3,0.3216659092275357,2026-02-05 04:48:11.422826,2026-02-05 04:48:45.458096,0 days 00:00:34.035270,mean,0.4538221045060421,0.6635915521854565,0.0005353741965884527,"{'val_rmse_mean': 0.8329477310180664, 'val_mae_mean': 0.6901169419288635, 'val_r2_mean': -1.984025239944458, 'val_rmse_target_0': 0.8329477310180664, 'val_mae_target_0': 0.6901169419288635, 'val_r2_target_0': -1.984025239944458}",COMPLETE
4,0.29603024688980506,2026-02-05 04:48:45.733436,2026-02-05 04:49:19.962237,0 days 00:00:34.228801,mean,0.0009271140905391167,0.11682021069846771,0.0007316273430904292,"{'val_rmse_mean': 0.791978657245636, 'val_mae_mean': 0.641265332698822, 'val_r2_mean': -1.100475788116455, 'val_rmse_target_0': 0.791978657245636, 'val_mae_target_0': 0.641265332698822, 'val_r2_target_0': -1.100475788116455}",COMPLETE
5,0.3462534614674816,2026-02-05 04:49:20.239579,2026-02-05 04:49:53.743183,0 days 00:00:33.503604,mean,0.011389134812025808,0.23172789900920565,0.00016294732417188143,"{'val_rmse_mean': 0.8880419135093689, 'val_mae_mean': 0.7074260115623474, 'val_r2_mean': -6.644808292388916, 'val_rmse_target_0': 0.8880419135093689, 'val_mae_target_0': 0.7074260115623474, 'val_r2_target_0': -6.644808292388916}",COMPLETE
6,0.2732440139796516,2026-02-05 04:49:54.019026,2026-02-05 04:50:28.379332,0 days 00:00:34.360306,mean,0.0018678806806256196,0.47907422944725286,0.0025671740520027517,"{'val_rmse_mean': 0.7622185349464417, 'val_mae_mean': 0.6372690796852112, 'val_r2_mean': 0.032341182231903076, 'val_rmse_target_0': 0.7622185349464417, 'val_mae_target_0': 0.6372690796852112, 'val_r2_target_0': 0.032341182231903076}",COMPLETE
7,0.3193311717891279,2026-02-05 04:50:28.655148,2026-02-05 04:51:04.886374,0 days 00:00:36.231226,attention,0.0006883535638173913,0.6976016360738462,0.0005449693347987324,"{'val_rmse_mean': 0.8542299270629883, 'val_mae_mean': 0.6656063199043274, 'val_r2_mean': -1.375828504562378, 'val_rmse_target_0': 0.8542299270629883, 'val_mae_target_0': 0.6656063199043274, 'val_r2_target_0': -1.375828504562378}",COMPLETE
8,0.29345084223206397,2026-02-05 04:51:05.162894,2026-02-05 04:51:37.650938,0 days 00:00:32.488044,mean,0.0018118842264790737,0.35115142068421246,0.0013832014177398073,"{'val_rmse_mean': 0.7925917506217957, 'val_mae_mean': 0.6628192067146301, 'val_r2_mean': -0.1677243709564209, 'val_rmse_target_0': 0.7925917506217957, 'val_mae_target_0': 0.6628192067146301, 'val_r2_target_0': -0.1677243709564209}",COMPLETE
9,0.2987106335268537,2026-02-05 04:51:37.927193,2026-02-05 04:52:12.731775,0 days 00:00:34.804582,mean,0.0030848872398769995,0.7443851321014482,0.0011915183686513188,"{'val_rmse_mean': 0.7872979044914246, 'val_mae_mean': 0.6607687473297119, 'val_r2_mean': -0.21137011051177979, 'val_rmse_target_0': 0.7872979044914246, 'val_mae_target_0': 0.6607687473297119, 'val_r2_target_0': -0.21137011051177979}",COMPLETE
10,0.33436706393991633,2026-02-05 04:52:13.009022,2026-02-05 04:52:50.614327,0 days 00:00:37.605305,attention,0.023645513147923895,0.49722730511800706,0.004583074532456945,"{'val_rmse_mean': 0.8655836582183838, 'val_mae_mean': 0.6740477085113525, 'val_r2_mean': -0.22426700592041016, 'val_rmse_target_0': 0.8655836582183838, 'val_mae_target_0': 0.6740477085113525, 'val_r2_target_0': -0.22426700592041016}",COMPLETE
11,0.32124085739013497,2026-02-05 04:52:50.891145,2026-02-05 04:53:26.701640,0 days 00:00:35.810495,attention,0.9844282549143392,0.4574731403965101,0.0022763690795656885,"{'val_rmse_mean': 0.8178668022155762, 'val_mae_mean': 0.7069416642189026, 'val_r2_mean': -0.0500638484954834, 'val_rmse_target_0': 0.8178668022155762, 'val_mae_target_0': 0.7069416642189026, 'val_r2_target_0': -0.0500638484954834}",COMPLETE
12,0.30562567964403164,2026-02-05 04:53:26.977547,2026-02-05 04:54:01.498515,0 days 00:00:34.520968,mean,0.00010114503684454842,0.26844449525723707,0.0023146526445153117,"{'val_rmse_mean': 0.8008403778076172, 'val_mae_mean': 0.6729570031166077, 'val_r2_mean': -0.04982328414916992, 'val_rmse_target_0': 0.8008403778076172, 'val_mae_target_0': 0.6729570031166077, 'val_r2_target_0': -0.04982328414916992}",COMPLETE
13,0.31399385249069717,2026-02-05 04:54:01.775246,2026-02-05 04:54:35.355903,0 days 00:00:33.580657,mean,0.08291981060284709,0.3923972118149288,0.0019908430341745143,"{'val_rmse_mean': 0.8148146867752075, 'val_mae_mean': 0.6801251769065857, 'val_r2_mean': -0.2562757730484009, 'val_rmse_target_0': 0.8148146867752075, 'val_mae_target_0': 0.6801251769065857, 'val_r2_target_0': -0.2562757730484009}",COMPLETE
14,0.39587672863369033,2026-02-05 04:54:35.633600,2026-02-05 04:55:12.596827,0 days 00:00:36.963227,attention,0.0058155614655504805,0.1048582066080112,0.00023820088582360163,"{'val_rmse_mean': 0.9510738849639893, 'val_mae_mean': 0.7524710893630981, 'val_r2_mean': -8.179113388061523, 'val_rmse_target_0': 0.9510738849639893, 'val_mae_target_0': 0.7524710893630981, 'val_r2_target_0': -8.179113388061523}",COMPLETE
15,0.3369008595020407,2026-02-05 04:55:12.871841,2026-02-05 04:55:47.473006,0 days 00:00:34.601165,mean,0.06160328024446012,0.588350891086886,0.0030447626480597286,"{'val_rmse_mean': 0.8456476330757141, 'val_mae_mean': 0.7259830832481384, 'val_r2_mean': -0.012683629989624023, 'val_rmse_target_0': 0.8456476330757141, 'val_mae_target_0': 0.7259830832481384, 'val_r2_target_0': -0.012683629989624023}",COMPLETE
16,0.2893898519368021,2026-02-05 04:55:47.748973,2026-02-05 04:56:22.314873,0 days 00:00:34.565900,mean,0.00021965359831562975,0.24506486194005445,0.0011819629251844526,"{'val_rmse_mean': 0.7839328646659851, 'val_mae_mean': 0.6242489814758301, 'val_r2_mean': -0.7451871633529663, 'val_rmse_target_0': 0.7839328646659851, 'val_mae_target_0': 0.6242489814758301, 'val_r2_target_0': -0.7451871633529663}",COMPLETE
17,0.2685611805544694,2026-02-05 04:56:22.591618,2026-02-05 04:56:56.793828,0 days 00:00:34.202210,mean,0.00010787715963841694,0.5763485269391945,0.0009900285921582428,"{'val_rmse_mean': 0.746963381767273, 'val_mae_mean': 0.6106129288673401, 'val_r2_mean': -0.21773195266723633, 'val_rmse_target_0': 0.746963381767273, 'val_mae_target_0': 0.6106129288673401, 'val_r2_target_0': -0.21773195266723633}",COMPLETE
18,0.33250401907221033,2026-02-05 04:56:57.071185,2026-02-05 04:57:34.566860,0 days 00:00:37.495675,attention,0.00010313401093567304,0.5766680677331932,0.0007209389979738523,"{'val_rmse_mean': 0.8699760437011719, 'val_mae_mean': 0.6716053485870361, 'val_r2_mean': -1.195268154144287, 'val_rmse_target_0': 0.8699760437011719, 'val_mae_target_0': 0.6716053485870361, 'val_r2_target_0': -1.195268154144287}",COMPLETE
19,0.3692155352608232,2026-02-05 04:57:34.843020,2026-02-05 04:58:09.360106,0 days 00:00:34.517086,mean,0.0002995605422643523,0.8675435558868059,0.00035409401506098046,"{'val_rmse_mean': 0.9262186884880066, 'val_mae_mean': 0.7243465185165405, 'val_r2_mean': -7.6907453536987305, 'val_rmse_target_0': 0.9262186884880066, 'val_mae_target_0': 0.7243465185165405, 'val_r2_target_0': -7.6907453536987305}",COMPLETE
20,0.2671775904029211,2026-02-05 04:58:09.637012,2026-02-05 04:58:43.660570,0 days 00:00:34.023558,mean,0.002442314558889744,0.5733093432538662,0.0009610344943386451,"{'val_rmse_mean': 0.7491214871406555, 'val_mae_mean': 0.6172565221786499, 'val_r2_mean': -0.6294255256652832, 'val_rmse_target_0': 0.7491214871406555, 'val_mae_target_0': 0.6172565221786499, 'val_r2_target_0': -0.6294255256652832}",COMPLETE
21,0.3237971462033413,2026-02-05 04:58:43.935431,2026-02-05 04:59:18.517459,0 days 00:00:34.582028,mean,0.0017112290471558173,0.5805323499531936,0.0009376585583083484,"{'val_rmse_mean': 0.8306628465652466, 'val_mae_mean': 0.6622509956359863, 'val_r2_mean': -1.0513536930084229, 'val_rmse_target_0': 0.8306628465652466, 'val_mae_target_0': 0.6622509956359863, 'val_r2_target_0': -1.0513536930084229}",COMPLETE
22,0.3735599184701978,2026-02-05 04:59:18.813963,2026-02-05 04:59:53.589223,0 days 00:00:34.775260,mean,0.0038826685264982588,0.4219790403506295,0.00010255109610581706,"{'val_rmse_mean': 0.9287570118904114, 'val_mae_mean': 0.7344449162483215, 'val_r2_mean': -7.438983917236328, 'val_rmse_target_0': 0.9287570118904114, 'val_mae_target_0': 0.7344449162483215, 'val_r2_target_0': -7.438983917236328}",COMPLETE
