number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.32502748559582634,2026-02-04 13:40:27.340047,2026-02-04 13:41:00.419729,0 days 00:00:33.079682,mean,0.000603688803518776,1.4473639140198804e-06,"{'val_rmse_mean': 0.8259935975074768, 'val_mae_mean': 0.683294951915741, 'val_r2_mean': -2.0502285957336426, 'val_rmse_target_0': 0.8259935975074768, 'val_mae_target_0': 0.683294951915741, 'val_r2_target_0': -2.0502285957336426}",COMPLETE
1,0.3679621749410958,2026-02-04 13:41:00.654296,2026-02-04 13:41:35.399607,0 days 00:00:34.745311,attention,0.00012814718484680996,0.000997410964926325,"{'val_rmse_mean': 0.9121798276901245, 'val_mae_mean': 0.7271242737770081, 'val_r2_mean': -16.683229446411133, 'val_rmse_target_0': 0.9121798276901245, 'val_mae_target_0': 0.7271242737770081, 'val_r2_target_0': -16.683229446411133}",COMPLETE
2,0.3810670321701629,2026-02-04 13:41:35.634153,2026-02-04 13:42:10.514430,0 days 00:00:34.880277,attention,0.004699559457925638,0.005565082645444785,"{'val_rmse_mean': 0.9430822730064392, 'val_mae_mean': 0.7563731074333191, 'val_r2_mean': -0.4548901319503784, 'val_rmse_target_0': 0.9430822730064392, 'val_mae_target_0': 0.7563731074333191, 'val_r2_target_0': -0.4548901319503784}",COMPLETE
3,0.41217450537132444,2026-02-04 13:42:10.751925,2026-02-04 13:42:46.328404,0 days 00:00:35.576479,attention,0.00020940590893125477,4.994823614442463e-05,"{'val_rmse_mean': 0.951367199420929, 'val_mae_mean': 0.8124520778656006, 'val_r2_mean': -9.827474594116211, 'val_rmse_target_0': 0.951367199420929, 'val_mae_target_0': 0.8124520778656006, 'val_r2_target_0': -9.827474594116211}",COMPLETE
4,0.32282345267702584,2026-02-04 13:42:46.563644,2026-02-04 13:43:19.962244,0 days 00:00:33.398600,attention,0.00021704359608742485,2.6536946610874033e-06,"{'val_rmse_mean': 0.8431943655014038, 'val_mae_mean': 0.6659923195838928, 'val_r2_mean': -5.450467586517334, 'val_rmse_target_0': 0.8431943655014038, 'val_mae_target_0': 0.6659923195838928, 'val_r2_target_0': -5.450467586517334}",COMPLETE
5,0.3341896440014588,2026-02-04 13:43:20.195683,2026-02-04 13:43:55.254537,0 days 00:00:35.058854,attention,0.007118556616779698,6.3561780397677726e-06,"{'val_rmse_mean': 0.8618708848953247, 'val_mae_mean': 0.7038808465003967, 'val_r2_mean': -0.022800445556640625, 'val_rmse_target_0': 0.8618708848953247, 'val_mae_target_0': 0.7038808465003967, 'val_r2_target_0': -0.022800445556640625}",COMPLETE
6,0.39816254088216535,2026-02-04 13:43:55.489169,2026-02-04 13:44:30.891636,0 days 00:00:35.402467,attention,0.006560552744266749,3.099334254109057e-05,"{'val_rmse_mean': 0.9516627788543701, 'val_mae_mean': 0.7847234010696411, 'val_r2_mean': -0.26056408882141113, 'val_rmse_target_0': 0.9516627788543701, 'val_mae_target_0': 0.7847234010696411, 'val_r2_target_0': -0.26056408882141113}",COMPLETE
7,0.40096299055181184,2026-02-04 13:44:31.126834,2026-02-04 13:45:03.794081,0 days 00:00:32.667247,mean,0.00871923051182067,0.0007622148722415288,"{'val_rmse_mean': 0.968674898147583, 'val_mae_mean': 0.8005467653274536, 'val_r2_mean': -0.3756824731826782, 'val_rmse_target_0': 0.968674898147583, 'val_mae_target_0': 0.8005467653274536, 'val_r2_target_0': -0.3756824731826782}",COMPLETE
8,0.37878109376011976,2026-02-04 13:45:04.030178,2026-02-04 13:45:38.476053,0 days 00:00:34.445875,attention,0.0010322876701761346,0.0047797351468680666,"{'val_rmse_mean': 0.9122400879859924, 'val_mae_mean': 0.7434090971946716, 'val_r2_mean': -1.0528337955474854, 'val_rmse_target_0': 0.9122400879859924, 'val_mae_target_0': 0.7434090971946716, 'val_r2_target_0': -1.0528337955474854}",COMPLETE
9,0.3216682169701707,2026-02-04 13:45:38.712030,2026-02-04 13:46:14.012835,0 days 00:00:35.300805,attention,0.0020227663419816527,7.963077788313453e-06,"{'val_rmse_mean': 0.8294208645820618, 'val_mae_mean': 0.7089110612869263, 'val_r2_mean': -0.013517260551452637, 'val_rmse_target_0': 0.8294208645820618, 'val_mae_target_0': 0.7089110612869263, 'val_r2_target_0': -0.013517260551452637}",COMPLETE
