epoch,train_loss,val_loss
1,0.43351564556360245,0.6570923924446106
2,0.4219278246164322,0.6473002433776855
3,0.40716296434402466,0.63343346118927
4,0.39711249619722366,0.6133822202682495
5,0.38503343239426613,0.5942601561546326
6,0.36235834658145905,0.5744693875312805
7,0.3475513607263565,0.5544020533561707
8,0.3209738954901695,0.5387061238288879
9,0.30380935221910477,0.5327304601669312
10,0.2647835910320282,0.5400208830833435
11,0.23899011313915253,0.5570997595787048
