parameter,importance
lr,0.3174153722716371
hidden_dim,0.236505025132817
dropout,0.1845092115227008
n_path_features,0.09750826629815905
weight_decay,0.09488284453576319
shrink_factor,0.05871029780882815
n_layers,0.01046898243009496
batch_size,0.0
