number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden_dim,params_lr,params_n_layers,params_n_path_features,params_shrink_factor,params_weight_decay,user_attrs_val_metrics,state
20,0.3651511806249619,2026-03-01 15:25:10.627328,2026-03-01 15:26:53.629313,0 days 00:01:43.001985,6,0.10659335929693173,384,0.0001673926108150746,3,40,0.75,0.004460022599651014,"{'val_rmse_mean': 0.9099897146224976, 'val_mae_mean': 0.7326062321662903, 'val_r2_mean': -5.927628517150879, 'val_rmse_target_0': 0.8638855218887329, 'val_mae_target_0': 0.68131422996521, 'val_r2_target_0': -2.6520097255706787, 'val_rmse_target_1': 0.8399025201797485, 'val_mae_target_1': 0.6205916404724121, 'val_r2_target_1': -2.2051703929901123, 'val_rmse_target_2': 0.8004805445671082, 'val_mae_target_2': 0.6612493395805359, 'val_r2_target_2': -1.5860035419464111, 'val_rmse_target_3': 0.811497688293457, 'val_mae_target_3': 0.6768837571144104, 'val_r2_target_3': -2.184344530105591, 'val_rmse_target_4': 0.9009203314781189, 'val_mae_target_4': 0.7461636066436768, 'val_r2_target_4': -4.882527828216553, 'val_rmse_target_5': 1.036267876625061, 'val_mae_target_5': 0.8499121069908142, 'val_r2_target_5': -17.864118576049805, 'val_rmse_target_6': 1.0795307159423828, 'val_mae_target_6': 0.7986757755279541, 'val_r2_target_6': -10.09092903137207, 'val_rmse_target_7': 0.9474322199821472, 'val_mae_target_7': 0.8260594010353088, 'val_r2_target_7': -5.955924034118652}",COMPLETE
21,0.34804690539836886,2026-03-01 15:26:53.696878,2026-03-01 15:28:44.759903,0 days 00:01:51.063025,6,0.11464010415756672,384,0.00017271619603150752,3,40,0.75,0.004212801460325797,"{'val_rmse_mean': 0.8912596106529236, 'val_mae_mean': 0.7061280012130737, 'val_r2_mean': -5.725140571594238, 'val_rmse_target_0': 0.8594918251037598, 'val_mae_target_0': 0.6835718750953674, 'val_r2_target_0': -1.822875738143921, 'val_rmse_target_1': 0.7878883481025696, 'val_mae_target_1': 0.5774321556091309, 'val_r2_target_1': -1.2789132595062256, 'val_rmse_target_2': 0.7448246479034424, 'val_mae_target_2': 0.5874397158622742, 'val_r2_target_2': -0.9285800457000732, 'val_rmse_target_3': 0.8360376954078674, 'val_mae_target_3': 0.6668734550476074, 'val_r2_target_3': -1.940244197845459, 'val_rmse_target_4': 0.8898162841796875, 'val_mae_target_4': 0.7274949550628662, 'val_r2_target_4': -3.00181245803833, 'val_rmse_target_5': 1.0375422239303589, 'val_mae_target_5': 0.848924994468689, 'val_r2_target_5': -21.8625431060791, 'val_rmse_target_6': 1.1045410633087158, 'val_mae_target_6': 0.7945171594619751, 'val_r2_target_6': -11.555185317993164, 'val_rmse_target_7': 0.8699347972869873, 'val_mae_target_7': 0.7627695202827454, 'val_r2_target_7': -3.410970687866211}",COMPLETE
22,0.3902459490299225,2026-03-01 15:28:44.827045,2026-03-01 15:29:58.418110,0 days 00:01:13.591065,6,0.17030987002307793,384,0.00048173785677616123,2,40,0.75,0.0021979722490598035,"{'val_rmse_mean': 0.943812370300293, 'val_mae_mean': 0.7602736949920654, 'val_r2_mean': -3.675778388977051, 'val_rmse_target_0': 0.8497758507728577, 'val_mae_target_0': 0.6977384090423584, 'val_r2_target_0': -1.3309450149536133, 'val_rmse_target_1': 0.8675652742385864, 'val_mae_target_1': 0.6527860164642334, 'val_r2_target_1': -1.100524663925171, 'val_rmse_target_2': 0.8471403121948242, 'val_mae_target_2': 0.6755074262619019, 'val_r2_target_2': -0.8671376705169678, 'val_rmse_target_3': 0.8962754607200623, 'val_mae_target_3': 0.7446689605712891, 'val_r2_target_3': -1.8365278244018555, 'val_rmse_target_4': 0.9768062233924866, 'val_mae_target_4': 0.8316001892089844, 'val_r2_target_4': -4.02235221862793, 'val_rmse_target_5': 1.1245925426483154, 'val_mae_target_5': 0.9199588894844055, 'val_r2_target_5': -12.539511680603027, 'val_rmse_target_6': 1.0181118249893188, 'val_mae_target_6': 0.7563498020172119, 'val_r2_target_6': -4.273315906524658, 'val_rmse_target_7': 0.9702317714691162, 'val_mae_target_7': 0.8035795092582703, 'val_r2_target_7': -3.435913562774658}",COMPLETE
23,0.3576418858766556,2026-03-01 15:29:58.483479,2026-03-01 15:31:39.624193,0 days 00:01:41.140714,6,0.22787035657718446,384,0.0002292271359558182,3,50,0.75,0.0017575295096910193,"{'val_rmse_mean': 0.9020032286643982, 'val_mae_mean': 0.7163510322570801, 'val_r2_mean': -5.298547744750977, 'val_rmse_target_0': 0.8425583243370056, 'val_mae_target_0': 0.688913106918335, 'val_r2_target_0': -1.8733162879943848, 'val_rmse_target_1': 0.807177722454071, 'val_mae_target_1': 0.6151251792907715, 'val_r2_target_1': -1.6076900959014893, 'val_rmse_target_2': 0.7803979516029358, 'val_mae_target_2': 0.6203000545501709, 'val_r2_target_2': -1.331944465637207, 'val_rmse_target_3': 0.8420233130455017, 'val_mae_target_3': 0.6570622324943542, 'val_r2_target_3': -2.208066463470459, 'val_rmse_target_4': 0.9207984805107117, 'val_mae_target_4': 0.7366117238998413, 'val_r2_target_4': -3.623690605163574, 'val_rmse_target_5': 1.0531010627746582, 'val_mae_target_5': 0.8656697273254395, 'val_r2_target_5': -18.528989791870117, 'val_rmse_target_6': 1.0641382932662964, 'val_mae_target_6': 0.7709652781486511, 'val_r2_target_6': -9.003344535827637, 'val_rmse_target_7': 0.9058306217193604, 'val_mae_target_7': 0.7761608958244324, 'val_r2_target_7': -4.211341381072998}",COMPLETE
24,0.35799952149391173,2026-03-01 15:31:39.689815,2026-03-01 15:33:48.143935,0 days 00:02:08.454120,6,0.1452771820828779,384,0.00013145645316708175,3,55,0.75,0.004742191467708519,"{'val_rmse_mean': 0.909088134765625, 'val_mae_mean': 0.7167568206787109, 'val_r2_mean': -6.585369110107422, 'val_rmse_target_0': 0.8678279519081116, 'val_mae_target_0': 0.6856855750083923, 'val_r2_target_0': -2.6093246936798096, 'val_rmse_target_1': 0.8225162625312805, 'val_mae_target_1': 0.599500298500061, 'val_r2_target_1': -2.565645694732666, 'val_rmse_target_2': 0.7442520260810852, 'val_mae_target_2': 0.5962452292442322, 'val_r2_target_2': -1.3147189617156982, 'val_rmse_target_3': 0.8438020944595337, 'val_mae_target_3': 0.6837080121040344, 'val_r2_target_3': -2.620906352996826, 'val_rmse_target_4': 0.9050759077072144, 'val_mae_target_4': 0.7399733662605286, 'val_r2_target_4': -3.7205557823181152, 'val_rmse_target_5': 1.0335625410079956, 'val_mae_target_5': 0.8476347923278809, 'val_r2_target_5': -19.114015579223633, 'val_rmse_target_6': 1.118904948234558, 'val_mae_target_6': 0.7768494486808777, 'val_r2_target_6': -14.178011894226074, 'val_rmse_target_7': 0.936762809753418, 'val_mae_target_7': 0.8044582605361938, 'val_r2_target_7': -6.55977725982666}",COMPLETE
25,0.37210812777280805,2026-03-01 15:33:48.210055,2026-03-01 15:35:11.213683,0 days 00:01:23.003628,6,0.2264911542744447,384,0.0003212899401274083,2,35,0.5,0.0008209208246642918,"{'val_rmse_mean': 0.9255834817886353, 'val_mae_mean': 0.7368345260620117, 'val_r2_mean': -7.936572551727295, 'val_rmse_target_0': 0.8504195809364319, 'val_mae_target_0': 0.6700583696365356, 'val_r2_target_0': -1.7859432697296143, 'val_rmse_target_1': 0.8703646659851074, 'val_mae_target_1': 0.6632343530654907, 'val_r2_target_1': -2.354295015335083, 'val_rmse_target_2': 0.8120817542076111, 'val_mae_target_2': 0.645296573638916, 'val_r2_target_2': -1.776954174041748, 'val_rmse_target_3': 0.8895723819732666, 'val_mae_target_3': 0.7343797087669373, 'val_r2_target_3': -4.307260990142822, 'val_rmse_target_4': 0.920500636100769, 'val_mae_target_4': 0.778312087059021, 'val_r2_target_4': -5.301543712615967, 'val_rmse_target_5': 1.0450506210327148, 'val_mae_target_5': 0.8496443033218384, 'val_r2_target_5': -25.302818298339844, 'val_rmse_target_6': 1.0739836692810059, 'val_mae_target_6': 0.751666784286499, 'val_r2_target_6': -12.619531631469727, 'val_rmse_target_7': 0.9426941275596619, 'val_mae_target_7': 0.8020840287208557, 'val_r2_target_7': -10.044238090515137}",COMPLETE
26,0.4268042770028114,2026-03-01 15:35:11.279854,2026-03-01 15:37:28.430245,0 days 00:02:17.150391,6,0.34444601100220384,384,0.0001974641013782158,4,45,0.75,0.009923447709564999,"{'val_rmse_mean': 1.0149041414260864, 'val_mae_mean': 0.797706127166748, 'val_r2_mean': -30.840028762817383, 'val_rmse_target_0': 1.0190422534942627, 'val_mae_target_0': 0.7796973586082458, 'val_r2_target_0': -19.2994441986084, 'val_rmse_target_1': 0.9616522192955017, 'val_mae_target_1': 0.7028600573539734, 'val_r2_target_1': -18.26229476928711, 'val_rmse_target_2': 0.9335559010505676, 'val_mae_target_2': 0.7534852623939514, 'val_r2_target_2': -15.960702896118164, 'val_rmse_target_3': 0.9841902256011963, 'val_mae_target_3': 0.8206997513771057, 'val_r2_target_3': -24.102983474731445, 'val_rmse_target_4': 0.985181450843811, 'val_mae_target_4': 0.7999943494796753, 'val_r2_target_4': -23.196460723876953, 'val_rmse_target_5': 1.0529425144195557, 'val_mae_target_5': 0.8578502535820007, 'val_r2_target_5': -55.63688278198242, 'val_rmse_target_6': 1.1371906995773315, 'val_mae_target_6': 0.7880344390869141, 'val_r2_target_6': -46.08770751953125, 'val_rmse_target_7': 1.0454776287078857, 'val_mae_target_7': 0.8790275454521179, 'val_r2_target_7': -44.173763275146484}",COMPLETE
27,0.3926390543580055,2026-03-01 15:37:28.496437,2026-03-01 15:38:44.257094,0 days 00:01:15.760657,6,0.14168273156351083,512,0.000535083063837534,3,55,0.75,0.0006330086277490666,"{'val_rmse_mean': 0.9566506743431091, 'val_mae_mean': 0.7641662359237671, 'val_r2_mean': -3.2502694129943848, 'val_rmse_target_0': 0.8526367545127869, 'val_mae_target_0': 0.6907653212547302, 'val_r2_target_0': -0.8945084810256958, 'val_rmse_target_1': 0.9329617619514465, 'val_mae_target_1': 0.7221530079841614, 'val_r2_target_1': -1.1648790836334229, 'val_rmse_target_2': 0.8486319184303284, 'val_mae_target_2': 0.6653344631195068, 'val_r2_target_2': -0.5391038656234741, 'val_rmse_target_3': 0.9570148587226868, 'val_mae_target_3': 0.7663741111755371, 'val_r2_target_3': -1.2597055435180664, 'val_rmse_target_4': 0.9958427548408508, 'val_mae_target_4': 0.8163765072822571, 'val_r2_target_4': -2.692587375640869, 'val_rmse_target_5': 1.050293207168579, 'val_mae_target_5': 0.8408631086349487, 'val_r2_target_5': -9.432332038879395, 'val_rmse_target_6': 1.072955846786499, 'val_mae_target_6': 0.789806604385376, 'val_r2_target_6': -7.483260154724121, 'val_rmse_target_7': 0.9428686499595642, 'val_mae_target_7': 0.8216570019721985, 'val_r2_target_7': -2.5357818603515625}",COMPLETE
28,0.443714924454689,2026-03-01 15:38:44.323004,2026-03-01 15:40:41.111996,0 days 00:01:56.788992,6,0.23951737165618653,128,0.00012868830940745946,2,40,0.75,0.0017006539840959689,"{'val_rmse_mean': 1.0349432229995728, 'val_mae_mean': 0.8180845975875854, 'val_r2_mean': -44.048648834228516, 'val_rmse_target_0': 1.0239125490188599, 'val_mae_target_0': 0.8158429861068726, 'val_r2_target_0': -30.228076934814453, 'val_rmse_target_1': 1.0218462944030762, 'val_mae_target_1': 0.7707902789115906, 'val_r2_target_1': -20.963884353637695, 'val_rmse_target_2': 0.9985983967781067, 'val_mae_target_2': 0.8435444831848145, 'val_r2_target_2': -19.191482543945312, 'val_rmse_target_3': 0.9826863408088684, 'val_mae_target_3': 0.7909082174301147, 'val_r2_target_3': -26.239606857299805, 'val_rmse_target_4': 0.9882950782775879, 'val_mae_target_4': 0.7911046743392944, 'val_r2_target_4': -21.893617630004883, 'val_rmse_target_5': 1.05729079246521, 'val_mae_target_5': 0.8766857981681824, 'val_r2_target_5': -127.69955444335938, 'val_rmse_target_6': 1.1812608242034912, 'val_mae_target_6': 0.8017802238464355, 'val_r2_target_6': -62.689491271972656, 'val_rmse_target_7': 1.0256555080413818, 'val_mae_target_7': 0.8540201783180237, 'val_r2_target_7': -43.4835090637207}",COMPLETE
29,0.3731382855772972,2026-03-01 15:40:41.180420,2026-03-01 15:42:03.046605,0 days 00:01:21.866185,6,0.3143578381292386,1024,0.00033580993087176136,3,45,0.5,0.0039529834900361455,"{'val_rmse_mean': 0.9265432953834534, 'val_mae_mean': 0.7397851943969727, 'val_r2_mean': -4.5544352531433105, 'val_rmse_target_0': 0.861179530620575, 'val_mae_target_0': 0.7106761336326599, 'val_r2_target_0': -1.3825263977050781, 'val_rmse_target_1': 0.8182675242424011, 'val_mae_target_1': 0.6315580606460571, 'val_r2_target_1': -1.3050868511199951, 'val_rmse_target_2': 0.8277257084846497, 'val_mae_target_2': 0.653014063835144, 'val_r2_target_2': -1.2279982566833496, 'val_rmse_target_3': 0.8995088338851929, 'val_mae_target_3': 0.7262929677963257, 'val_r2_target_3': -2.5471994876861572, 'val_rmse_target_4': 0.9528148174285889, 'val_mae_target_4': 0.7839401364326477, 'val_r2_target_4': -4.585357666015625, 'val_rmse_target_5': 1.0639255046844482, 'val_mae_target_5': 0.8932170271873474, 'val_r2_target_5': -15.322700500488281, 'val_rmse_target_6': 1.0835185050964355, 'val_mae_target_6': 0.7583827972412109, 'val_r2_target_6': -5.826912879943848, 'val_rmse_target_7': 0.9054062962532043, 'val_mae_target_7': 0.761200487613678, 'val_r2_target_7': -4.2377028465271}",COMPLETE
