number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.2760047936527472,2026-02-03 15:18:39.860132,2026-02-03 15:19:22.360788,0 days 00:00:42.500656,16,0.22013998907965546,0.000386247991709674,2,mean,8,256,16,0.001781153293749357,"{'val_rmse_mean': 0.7679482698440552, 'val_mae_mean': 0.6200549602508545, 'val_r2_mean': -0.09053051471710205, 'val_rmse_target_0': 0.7679482698440552, 'val_mae_target_0': 0.6200549602508545, 'val_r2_target_0': -0.09053051471710205}",COMPLETE
1,0.33244576011094507,2026-02-03 15:19:22.535736,2026-02-03 15:20:06.597607,0 days 00:00:44.061871,16,0.24201551773303648,0.0002327883148112811,2,mean,4,32,16,0.0026504648181340175,"{'val_rmse_mean': 0.8437045216560364, 'val_mae_mean': 0.7223708629608154, 'val_r2_mean': -12.423016548156738, 'val_rmse_target_0': 0.8437045216560364, 'val_mae_target_0': 0.7223708629608154, 'val_r2_target_0': -12.423016548156738}",COMPLETE
2,0.37758132974030795,2026-02-03 15:20:06.771203,2026-02-03 15:20:48.303018,0 days 00:00:41.531815,16,0.459032714135468,6.441507839872145e-05,2,mean,16,256,16,0.004795768099623939,"{'val_rmse_mean': 0.9061284065246582, 'val_mae_mean': 0.782357931137085, 'val_r2_mean': -18.788803100585938, 'val_rmse_target_0': 0.9061284065246582, 'val_mae_target_0': 0.782357931137085, 'val_r2_target_0': -18.788803100585938}",COMPLETE
3,0.24005154809155674,2026-02-03 15:20:48.480417,2026-02-03 15:21:31.709385,0 days 00:00:43.228968,16,0.3940554787662472,0.00032573280343431725,2,mean,8,256,16,0.00538104654865456,"{'val_rmse_mean': 0.7050907015800476, 'val_mae_mean': 0.5914475917816162, 'val_r2_mean': -0.11361384391784668, 'val_rmse_target_0': 0.7050907015800476, 'val_mae_target_0': 0.5914475917816162, 'val_r2_target_0': -0.11361384391784668}",COMPLETE
4,0.40834208812857803,2026-02-03 15:21:31.890983,2026-02-03 15:22:15.297902,0 days 00:00:43.406919,16,0.4710047149679907,0.0001063412400249659,2,mean,8,64,16,0.009739803451670087,"{'val_rmse_mean': 0.9444653391838074, 'val_mae_mean': 0.8219703435897827, 'val_r2_mean': -61.21931457519531, 'val_rmse_target_0': 0.9444653391838074, 'val_mae_target_0': 0.8219703435897827, 'val_r2_target_0': -61.21931457519531}",COMPLETE
5,0.29053192896147567,2026-02-03 15:22:15.474337,2026-02-03 15:22:58.530881,0 days 00:00:43.056544,16,0.2783354531358445,0.00019808700550248955,2,mean,4,128,16,0.004286194548533548,"{'val_rmse_mean': 0.7810943126678467, 'val_mae_mean': 0.6758854985237122, 'val_r2_mean': -2.876038074493408, 'val_rmse_target_0': 0.7810943126678467, 'val_mae_target_0': 0.6758854985237122, 'val_r2_target_0': -2.876038074493408}",COMPLETE
6,0.39273638546863504,2026-02-03 15:22:58.703389,2026-02-03 15:23:41.093423,0 days 00:00:42.390034,16,0.2952108620740852,0.00010857958660875329,2,mean,8,64,16,0.001716750548095393,"{'val_rmse_mean': 0.9215835928916931, 'val_mae_mean': 0.7880799174308777, 'val_r2_mean': -29.97489356994629, 'val_rmse_target_0': 0.9215835928916931, 'val_mae_target_0': 0.7880799174308777, 'val_r2_target_0': -29.97489356994629}",COMPLETE
7,0.3579594814563515,2026-02-03 15:23:41.266356,2026-02-03 15:24:23.269378,0 days 00:00:42.003022,16,0.3656100200513497,0.0001521011421356124,2,mean,4,64,16,0.001312249511746811,"{'val_rmse_mean': 0.8748601675033569, 'val_mae_mean': 0.7706045508384705, 'val_r2_mean': -9.361205101013184, 'val_rmse_target_0': 0.8748601675033569, 'val_mae_target_0': 0.7706045508384705, 'val_r2_target_0': -9.361205101013184}",COMPLETE
8,0.3020995706109615,2026-02-03 15:24:23.442288,2026-02-03 15:25:06.272475,0 days 00:00:42.830187,16,0.3634648244350477,0.00018776817770049548,2,mean,8,128,16,0.0062373323291017605,"{'val_rmse_mean': 0.7982161045074463, 'val_mae_mean': 0.6987731456756592, 'val_r2_mean': -4.239694118499756, 'val_rmse_target_0': 0.7982161045074463, 'val_mae_target_0': 0.6987731456756592, 'val_r2_target_0': -4.239694118499756}",COMPLETE
9,0.40078812575881817,2026-02-03 15:25:06.447302,2026-02-03 15:25:48.410411,0 days 00:00:41.963109,16,0.33014163908330885,6.679046280602957e-05,2,mean,8,32,16,0.006643963474768239,"{'val_rmse_mean': 0.9409382939338684, 'val_mae_mean': 0.801965594291687, 'val_r2_mean': -40.84617233276367, 'val_rmse_target_0': 0.9409382939338684, 'val_mae_target_0': 0.801965594291687, 'val_r2_target_0': -40.84617233276367}",COMPLETE
10,0.2784957283842636,2026-02-03 15:25:48.582876,2026-02-03 15:26:29.451074,0 days 00:00:40.868198,16,0.4245176655686583,0.00047583698694342904,2,mean,16,256,16,0.0029319543645484167,"{'val_rmse_mean': 0.7630687952041626, 'val_mae_mean': 0.6314266920089722, 'val_r2_mean': -0.35873520374298096, 'val_rmse_target_0': 0.7630687952041626, 'val_mae_target_0': 0.6314266920089722, 'val_r2_target_0': -0.35873520374298096}",COMPLETE
11,0.2852235682065064,2026-02-03 15:26:29.624245,2026-02-03 15:27:10.021429,0 days 00:00:40.397184,16,0.20444136470091948,0.00038884035099172543,2,mean,8,256,16,0.0019541730166483086,"{'val_rmse_mean': 0.7847282886505127, 'val_mae_mean': 0.6320980787277222, 'val_r2_mean': 0.04833704233169556, 'val_rmse_target_0': 0.7847282886505127, 'val_mae_target_0': 0.6320980787277222, 'val_r2_target_0': 0.04833704233169556}",COMPLETE
12,0.2783330410172682,2026-02-03 15:27:10.195836,2026-02-03 15:27:52.715534,0 days 00:00:42.519698,16,0.4120979103708375,0.00031188168013918696,2,mean,8,256,16,0.0010145380352285793,"{'val_rmse_mean': 0.7604147791862488, 'val_mae_mean': 0.6460963487625122, 'val_r2_mean': -0.4647817611694336, 'val_rmse_target_0': 0.7604147791862488, 'val_mae_target_0': 0.6460963487625122, 'val_r2_target_0': -0.4647817611694336}",COMPLETE
13,0.24864557286491618,2026-02-03 15:27:52.889631,2026-02-03 15:28:34.656020,0 days 00:00:41.766389,16,0.4000105824689138,0.0003107407427404558,2,mean,8,256,16,0.002228872418727408,"{'val_rmse_mean': 0.7137840390205383, 'val_mae_mean': 0.6135547161102295, 'val_r2_mean': -0.17274999618530273, 'val_rmse_target_0': 0.7137840390205383, 'val_mae_target_0': 0.6135547161102295, 'val_r2_target_0': -0.17274999618530273}",COMPLETE
14,0.2476807374224774,2026-02-03 15:28:34.830656,2026-02-03 15:29:17.318337,0 days 00:00:42.487681,16,0.40693450739810827,0.00028087186998649623,2,mean,8,256,16,0.003885059685593085,"{'val_rmse_mean': 0.7192543745040894, 'val_mae_mean': 0.5954121351242065, 'val_r2_mean': -0.3597007989883423, 'val_rmse_target_0': 0.7192543745040894, 'val_mae_target_0': 0.5954121351242065, 'val_r2_target_0': -0.3597007989883423}",COMPLETE
15,0.24571035330235544,2026-02-03 15:29:17.492456,2026-02-03 15:30:01.440684,0 days 00:00:43.948228,16,0.4344574148073652,0.00026330449719075684,2,mean,16,256,16,0.004023882248340239,"{'val_rmse_mean': 0.7164468169212341, 'val_mae_mean': 0.6134598255157471, 'val_r2_mean': -0.5630249977111816, 'val_rmse_target_0': 0.7164468169212341, 'val_mae_target_0': 0.6134598255157471, 'val_r2_target_0': -0.5630249977111816}",COMPLETE
16,0.3087802688489858,2026-02-03 15:30:01.614832,2026-02-03 15:30:44.313009,0 days 00:00:42.698177,16,0.44742023975224504,0.00013482813186661117,2,mean,16,256,16,0.00649504455037708,"{'val_rmse_mean': 0.8105180263519287, 'val_mae_mean': 0.6884270906448364, 'val_r2_mean': -4.661619186401367, 'val_rmse_target_0': 0.8105180263519287, 'val_mae_target_0': 0.6884270906448364, 'val_r2_target_0': -4.661619186401367}",COMPLETE
17,0.2901785343505994,2026-02-03 15:30:44.484843,2026-02-03 15:31:26.091797,0 days 00:00:41.606954,16,0.49818035817883777,0.0002516680557989107,2,mean,16,128,16,0.009896669785337433,"{'val_rmse_mean': 0.7811293601989746, 'val_mae_mean': 0.6850860118865967, 'val_r2_mean': -2.5978033542633057, 'val_rmse_target_0': 0.7811293601989746, 'val_mae_target_0': 0.6850860118865967, 'val_r2_target_0': -2.5978033542633057}",COMPLETE
18,0.34339900740693946,2026-02-03 15:31:26.266078,2026-02-03 15:32:07.888397,0 days 00:00:41.622319,16,0.37870203207861275,0.000444228195220696,2,mean,16,32,16,0.0035568581283108845,"{'val_rmse_mean': 0.8555891513824463, 'val_mae_mean': 0.7571076154708862, 'val_r2_mean': -5.589809417724609, 'val_rmse_target_0': 0.8555891513824463, 'val_mae_target_0': 0.7571076154708862, 'val_r2_target_0': -5.589809417724609}",COMPLETE
19,0.25462406853006947,2026-02-03 15:32:08.062575,2026-02-03 15:32:48.574349,0 days 00:00:40.511774,16,0.33130377128252436,0.00022541917471900037,2,mean,16,256,16,0.004896378019286878,"{'val_rmse_mean': 0.7231916189193726, 'val_mae_mean': 0.6303751468658447, 'val_r2_mean': -0.5231963396072388, 'val_rmse_target_0': 0.7231916189193726, 'val_mae_target_0': 0.6303751468658447, 'val_r2_target_0': -0.5231963396072388}",COMPLETE
20,0.25809626846738093,2026-02-03 15:32:48.747640,2026-02-03 15:33:31.694053,0 days 00:00:42.946413,16,0.49998273980370683,0.00034692186356264276,2,mean,16,256,16,0.007516815757318224,"{'val_rmse_mean': 0.7324151396751404, 'val_mae_mean': 0.6292850971221924, 'val_r2_mean': -0.5895555019378662, 'val_rmse_target_0': 0.7324151396751404, 'val_mae_target_0': 0.6292850971221924, 'val_r2_target_0': -0.5895555019378662}",COMPLETE
21,0.28039318383498874,2026-02-03 15:33:31.867831,2026-02-03 15:34:13.513546,0 days 00:00:41.645715,16,0.4375129051112174,0.0002853489229807473,2,mean,8,256,16,0.003755232839478341,"{'val_rmse_mean': 0.7667796015739441, 'val_mae_mean': 0.6500211358070374, 'val_r2_mean': -0.6997606754302979, 'val_rmse_target_0': 0.7667796015739441, 'val_mae_target_0': 0.6500211358070374, 'val_r2_target_0': -0.6997606754302979}",COMPLETE
22,0.2374481484638872,2026-02-03 15:34:13.689441,2026-02-03 15:34:54.265557,0 days 00:00:40.576116,16,0.3919208997806445,0.0002636330051260747,2,mean,8,256,16,0.005242343794276826,"{'val_rmse_mean': 0.6975072622299194, 'val_mae_mean': 0.6024666428565979, 'val_r2_mean': -0.5551040172576904, 'val_rmse_target_0': 0.6975072622299194, 'val_mae_target_0': 0.6024666428565979, 'val_r2_target_0': -0.5551040172576904}",COMPLETE
23,0.27585862056110744,2026-02-03 15:34:54.438364,2026-02-03 15:35:32.776987,0 days 00:00:38.338623,16,0.38556550768598014,0.00017962487469435018,2,mean,4,256,16,0.0052455744911249534,"{'val_rmse_mean': 0.7574422955513, 'val_mae_mean': 0.659826397895813, 'val_r2_mean': -1.0969347953796387, 'val_rmse_target_0': 0.7574422955513, 'val_mae_target_0': 0.659826397895813, 'val_r2_target_0': -1.0969347953796387}",COMPLETE
