,mean_weight
0,0.048786514
1,0.050646544
2,0.04936305
3,0.047666147
4,0.050931286
5,0.050490297
6,0.05085314
7,0.051398706
8,0.050848555
9,0.050831072
10,0.05353822
11,0.04772698
12,0.051970355
13,0.052362386
14,0.04709782
15,0.047314756
16,0.051881205
17,0.047319848
18,0.049332194
19,0.049640927
