,mean_weight
0,0.04771759
1,0.04823258
2,0.048838947
3,0.05201284
4,0.048364807
5,0.04875368
6,0.05032415
7,0.052355565
8,0.049926523
9,0.05131886
10,0.049928084
11,0.04974082
12,0.050224576
13,0.049986504
14,0.050296843
15,0.050982583
16,0.051433347
17,0.049550615
18,0.049979635
19,0.050031397
