,mean_weight
0,0.050012954
1,0.049665548
2,0.050025493
3,0.049816936
4,0.050325695
5,0.050158873
6,0.050810598
7,0.050697133
8,0.05027524
9,0.050917674
10,0.050019242
11,0.049215246
12,0.05014018
13,0.04978307
14,0.049442958
15,0.049192574
16,0.049605224
17,0.049311757
18,0.05017961
19,0.050403923
