Folder,Model Class,Target,Config Type,Augmentation Ratio,RMSE,R2,Baseline RMSE
20260201_190853_ElasticNetModel,ElasticNetModel,Hand Grip Right,All Targets,3,0.9836886525154114,0.1394585371017456,1.0604076385498047
20260201_190853_ElasticNetModel,ElasticNetModel,Jump & Reach,All Targets,3,0.9492880702018738,0.21184146404266357,1.069542407989502
20260201_190853_ElasticNetModel,ElasticNetModel,Tandem Walk,All Targets,3,1.2723512649536133,-0.38125383853912354,1.0827763080596924
20260201_190853_ElasticNetModel,ElasticNetModel,Figure 8 Walk,All Targets,3,0.9474846720695496,0.30256444215774536,1.1350740194320679
20260201_190853_ElasticNetModel,ElasticNetModel,Jumping Sideways,All Targets,3,0.9082463979721069,0.2768831253051758,1.0681909322738647
20260201_190853_ElasticNetModel,ElasticNetModel,Throwing Beanbag at Target,All Targets,3,1.0876284837722778,0.0003324151039123535,1.0880591869354248
20260201_190853_ElasticNetModel,ElasticNetModel,Tapping Test,All Targets,3,1.0316153764724731,0.14554667472839355,1.1165939569473267
20260201_190853_ElasticNetModel,ElasticNetModel,Ruler Drop Test,All Targets,3,0.9806354641914368,0.16449087858200073,1.072835922241211
20260201_194021_LinearRegressionModel,LinearRegressionModel,Balance Test,All Targets,3,1.1314475536346436,0.14242184162139893,1.2222121953964233
20260201_194021_LinearRegressionModel,LinearRegressionModel,Single Leg Stance,All Targets,3,1.0715285539627075,0.1313723921775818,1.1504440307617188
20260201_194021_LinearRegressionModel,LinearRegressionModel,Robotrainer Front,All Targets,3,0.7700443863868713,0.4842534065246582,1.0722541809082031
20260201_194021_LinearRegressionModel,LinearRegressionModel,Robotrainer Left,All Targets,3,0.9504029750823975,0.21234625577926636,1.0708796977996826
20260201_194021_LinearRegressionModel,LinearRegressionModel,Robotrainer Right,All Targets,3,0.9267696738243103,0.24004298448562622,1.0631086826324463
20260201_194021_LinearRegressionModel,LinearRegressionModel,Hand Grip Left,All Targets,3,0.9896388649940491,0.15590399503707886,1.077243447303772
20260201_194021_LinearRegressionModel,LinearRegressionModel,Hand Grip Right,All Targets,3,0.9691147804260254,0.1647685170173645,1.0604076385498047
20260201_194021_LinearRegressionModel,LinearRegressionModel,Jump & Reach,All Targets,3,1.030210256576538,0.07174086570739746,1.069542407989502
20260201_194021_LinearRegressionModel,LinearRegressionModel,Tandem Walk,All Targets,3,1.257890224456787,-0.35003459453582764,1.0827763080596924
20260201_194021_LinearRegressionModel,LinearRegressionModel,Figure 8 Walk,All Targets,3,0.9818646907806396,0.2510324716567993,1.1350740194320679
20260201_194021_LinearRegressionModel,LinearRegressionModel,Jumping Sideways,All Targets,3,0.9161600470542908,0.264227032661438,1.0681909322738647
20260201_194021_LinearRegressionModel,LinearRegressionModel,Throwing Beanbag at Target,All Targets,3,1.0648577213287354,0.041752517223358154,1.0880591869354248
20260201_194021_LinearRegressionModel,LinearRegressionModel,Tapping Test,All Targets,3,1.017341136932373,0.16902869939804077,1.1165939569473267
20260201_194021_LinearRegressionModel,LinearRegressionModel,Ruler Drop Test,All Targets,3,0.9356406927108765,0.23940372467041016,1.072835922241211
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Balance Test,All Targets,3,1.1415327787399292,0.1270655393600464,1.2222121953964233
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Single Leg Stance,All Targets,3,1.0875623226165771,0.1051824688911438,1.1504440307617188
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Robotrainer Front,All Targets,3,0.789867103099823,0.45735859870910645,1.0722541809082031
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Robotrainer Left,All Targets,3,1.0016980171203613,0.12502950429916382,1.0708796977996826
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Robotrainer Right,All Targets,3,0.9119208455085754,0.26420027017593384,1.0631086826324463
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Hand Grip Left,All Targets,3,0.8799455761909485,0.33265578746795654,1.077243447303772
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Hand Grip Right,All Targets,3,0.9244757890701294,0.2399405837059021,1.0604076385498047
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Jump & Reach,All Targets,3,0.9491215348243713,0.2121179699897766,1.069542407989502
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Tandem Walk,All Targets,3,1.1640608310699463,-0.1561412811279297,1.0827763080596924
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Figure 8 Walk,All Targets,3,0.9334894418716431,0.32301580905914307,1.1350740194320679
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Jumping Sideways,All Targets,3,0.8945707082748413,0.2984955310821533,1.0681909322738647
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Throwing Beanbag at Target,All Targets,3,1.1149486303329468,-0.05051994323730469,1.0880591869354248
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Tapping Test,All Targets,3,1.0450416803359985,0.12316083908081055,1.1165939569473267
20260201_201208_RandomForestLikeMLP,RandomForestLikeMLP,Ruler Drop Test,All Targets,3,0.8130733966827393,0.4256250262260437,1.072835922241211
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Balance Test,All Targets,3,1.124876618385315,0.15235382318496704,1.2222121953964233
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Single Leg Stance,All Targets,3,1.117026925086975,0.056040287017822266,1.1504440307617188
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Robotrainer Front,All Targets,3,0.7661277651786804,0.4894863963127136,1.0722541809082031
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Robotrainer Left,All Targets,3,0.9565746784210205,0.2020832896232605,1.0708796977996826
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Robotrainer Right,All Targets,3,0.8750497102737427,0.3224976658821106,1.0631086826324463
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Hand Grip Left,All Targets,3,0.8162150382995605,0.42582064867019653,1.077243447303772
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Hand Grip Right,All Targets,3,0.8772358298301697,0.31563282012939453,1.0604076385498047
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Jump & Reach,All Targets,3,0.9303949475288391,0.24290168285369873,1.069542407989502
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Tandem Walk,All Targets,3,1.1980235576629639,-0.22458863258361816,1.0827763080596924
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Figure 8 Walk,All Targets,3,0.915563702583313,0.3487663269042969,1.1350740194320679
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Jumping Sideways,All Targets,3,0.9372361898422241,0.2299850583076477,1.0681909322738647
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Throwing Beanbag at Target,All Targets,3,1.1215579509735107,-0.06301140785217285,1.0880591869354248
