number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.4288467165095898,2026-02-05 01:48:19.420207,2026-02-05 01:48:57.743997,0 days 00:00:38.323790,attention,1,0.09194741472455553,32,0.0006789980705511785,0.00032492547462416007,"{'val_rmse_mean': 1.0372813940048218, 'val_mae_mean': 0.7936510443687439, 'val_r2_mean': -4.194382667541504, 'val_rmse_target_0': 1.0372813940048218, 'val_mae_target_0': 0.7936510443687439, 'val_r2_target_0': -4.194382667541504}",COMPLETE
1,0.37027806472421315,2026-02-05 01:48:58.013066,2026-02-05 01:49:37.592239,0 days 00:00:39.579173,mean,3,0.42276513252581627,64,0.002255285750242669,0.0015528168069105465,"{'val_rmse_mean': 0.9373347163200378, 'val_mae_mean': 0.7169158458709717, 'val_r2_mean': -1.7619478702545166, 'val_rmse_target_0': 0.9373347163200378, 'val_mae_target_0': 0.7169158458709717, 'val_r2_target_0': -1.7619478702545166}",COMPLETE
2,0.3843298972247727,2026-02-05 01:49:37.861572,2026-02-05 01:50:18.224259,0 days 00:00:40.362687,attention,2,0.49483769580296094,128,0.0001152339663916045,0.0012971280848132248,"{'val_rmse_mean': 1.0044276714324951, 'val_mae_mean': 0.7048736214637756, 'val_r2_mean': -81.44674682617188, 'val_rmse_target_0': 1.0044276714324951, 'val_mae_target_0': 0.7048736214637756, 'val_r2_target_0': -81.44674682617188}",COMPLETE
3,0.45616969013051994,2026-02-05 01:50:18.492210,2026-02-05 01:50:54.500073,0 days 00:00:36.007863,attention,1,0.06609315019277501,64,0.0034425767847290835,0.0012333900362740259,"{'val_rmse_mean': 1.0332008600234985, 'val_mae_mean': 0.8293270468711853, 'val_r2_mean': -2.100950002670288, 'val_rmse_target_0': 1.0332008600234985, 'val_mae_target_0': 0.8293270468711853, 'val_r2_target_0': -2.100950002670288}",COMPLETE
4,0.3919204499193088,2026-02-05 01:50:54.770141,2026-02-05 01:51:33.544374,0 days 00:00:38.774233,attention,1,0.2852191292021528,32,0.0011309954540155323,0.004941263103767603,"{'val_rmse_mean': 0.969407856464386, 'val_mae_mean': 0.7584331035614014, 'val_r2_mean': -1.8156795501708984, 'val_rmse_target_0': 0.969407856464386, 'val_mae_target_0': 0.7584331035614014, 'val_r2_target_0': -1.8156795501708984}",COMPLETE
5,0.3752561352987498,2026-02-05 01:51:33.814054,2026-02-05 01:52:13.312895,0 days 00:00:39.498841,mean,2,0.3084594249602639,32,0.00034693767805810697,0.0005051304657301287,"{'val_rmse_mean': 0.9808521866798401, 'val_mae_mean': 0.7023848295211792, 'val_r2_mean': -33.64763259887695, 'val_rmse_target_0': 0.9808521866798401, 'val_mae_target_0': 0.7023848295211792, 'val_r2_target_0': -33.64763259887695}",COMPLETE
6,0.4117626844111968,2026-02-05 01:52:13.582732,2026-02-05 01:52:52.640547,0 days 00:00:39.057815,attention,3,0.13850390940207324,64,0.00023103526693732366,0.002581943145124155,"{'val_rmse_mean': 1.0047580003738403, 'val_mae_mean': 0.7623699903488159, 'val_r2_mean': -5.8094329833984375, 'val_rmse_target_0': 1.0047580003738403, 'val_mae_target_0': 0.7623699903488159, 'val_r2_target_0': -5.8094329833984375}",COMPLETE
7,0.3415801036344082,2026-02-05 01:52:52.909586,2026-02-05 01:53:31.155948,0 days 00:00:38.246362,attention,1,0.375121698125033,32,0.00025225174759103025,0.0004298240299617379,"{'val_rmse_mean': 0.9342626333236694, 'val_mae_mean': 0.6665349006652832, 'val_r2_mean': -16.482519149780273, 'val_rmse_target_0': 0.9342626333236694, 'val_mae_target_0': 0.6665349006652832, 'val_r2_target_0': -16.482519149780273}",COMPLETE
8,0.3545687395747303,2026-02-05 01:53:31.424841,2026-02-05 01:54:10.690423,0 days 00:00:39.265582,mean,3,0.00257063022105003,128,0.0015642003969672427,6.785694200720498e-05,"{'val_rmse_mean': 0.9158273935317993, 'val_mae_mean': 0.6870737671852112, 'val_r2_mean': -1.170753002166748, 'val_rmse_target_0': 0.9158273935317993, 'val_mae_target_0': 0.6870737671852112, 'val_r2_target_0': -1.170753002166748}",COMPLETE
9,0.42656996319311913,2026-02-05 01:54:10.959972,2026-02-05 01:54:49.671745,0 days 00:00:38.711773,attention,1,0.12944366353516945,32,0.0015339620484026264,1.5050299208283707e-05,"{'val_rmse_mean': 0.9908016324043274, 'val_mae_mean': 0.81574547290802, 'val_r2_mean': -1.136448621749878, 'val_rmse_target_0': 0.9908016324043274, 'val_mae_target_0': 0.81574547290802, 'val_r2_target_0': -1.136448621749878}",COMPLETE
10,0.3847341082507261,2026-02-05 01:54:49.940183,2026-02-05 01:55:28.571020,0 days 00:00:38.630837,mean,2,0.36902133848396407,32,0.0001068416455701434,5.7261860024598235e-05,"{'val_rmse_mean': 1.0088236331939697, 'val_mae_mean': 0.7269391417503357, 'val_r2_mean': -123.08039093017578, 'val_rmse_target_0': 1.0088236331939697, 'val_mae_target_0': 0.7269391417503357, 'val_r2_target_0': -123.08039093017578}",COMPLETE
11,0.3508633687832588,2026-02-05 01:55:28.839760,2026-02-05 01:56:08.708891,0 days 00:00:39.869131,mean,3,0.20611490712831487,128,0.0005414305655166351,8.875302832747139e-05,"{'val_rmse_mean': 0.8981402516365051, 'val_mae_mean': 0.6831747889518738, 'val_r2_mean': -0.7499533891677856, 'val_rmse_target_0': 0.8981402516365051, 'val_mae_target_0': 0.6831747889518738, 'val_r2_target_0': -0.7499533891677856}",COMPLETE
12,0.3624471220601764,2026-02-05 01:56:08.977360,2026-02-05 01:56:47.403362,0 days 00:00:38.426002,mean,2,0.2152548740233917,128,0.00044423613587288703,0.0001000754352599738,"{'val_rmse_mean': 0.9416241645812988, 'val_mae_mean': 0.7171486616134644, 'val_r2_mean': -1.7547779083251953, 'val_rmse_target_0': 0.9416241645812988, 'val_mae_target_0': 0.7171486616134644, 'val_r2_target_0': -1.7547779083251953}",COMPLETE
13,0.3831424357248815,2026-02-05 01:56:47.671859,2026-02-05 01:57:25.311420,0 days 00:00:37.639561,mean,3,0.2144698604111674,128,0.00032135649131825444,0.00013919318492553788,"{'val_rmse_mean': 0.9541328549385071, 'val_mae_mean': 0.7500899434089661, 'val_r2_mean': -1.4562923908233643, 'val_rmse_target_0': 0.9541328549385071, 'val_mae_target_0': 0.7500899434089661, 'val_r2_target_0': -1.4562923908233643}",COMPLETE
14,0.3828621204959712,2026-02-05 01:57:25.583259,2026-02-05 01:58:06.186822,0 days 00:00:40.603563,attention,2,0.3693998142698767,128,0.00017594157532770997,2.1059525025091903e-05,"{'val_rmse_mean': 0.9909577369689941, 'val_mae_mean': 0.7196743488311768, 'val_r2_mean': -10.198107719421387, 'val_rmse_target_0': 0.9909577369689941, 'val_mae_target_0': 0.7196743488311768, 'val_r2_target_0': -10.198107719421387}",COMPLETE
15,0.35018680012392533,2026-02-05 01:58:06.454954,2026-02-05 01:58:46.540967,0 days 00:00:40.086013,mean,3,0.2474601570839085,32,0.0007745341679067523,0.00020765277260675086,"{'val_rmse_mean': 0.9079185724258423, 'val_mae_mean': 0.6962711811065674, 'val_r2_mean': -2.1105411052703857, 'val_rmse_target_0': 0.9079185724258423, 'val_mae_target_0': 0.6962711811065674, 'val_r2_target_0': -2.1105411052703857}",COMPLETE
16,0.4050318037280468,2026-02-05 01:58:46.810761,2026-02-05 01:59:25.196866,0 days 00:00:38.386105,attention,1,0.33820387662816365,32,0.0008977531017185547,0.0005779615747100822,"{'val_rmse_mean': 0.9972270131111145, 'val_mae_mean': 0.7656066417694092, 'val_r2_mean': -2.0860884189605713, 'val_rmse_target_0': 0.9972270131111145, 'val_mae_target_0': 0.7656066417694092, 'val_r2_target_0': -2.0860884189605713}",COMPLETE
17,0.3337033525170867,2026-02-05 01:59:25.465169,2026-02-05 02:00:03.873266,0 days 00:00:38.408097,mean,2,0.43164237062667943,32,0.004962272627841676,0.00020394401880546991,"{'val_rmse_mean': 0.8886561393737793, 'val_mae_mean': 0.6623131036758423, 'val_r2_mean': -2.219701051712036, 'val_rmse_target_0': 0.8886561393737793, 'val_mae_target_0': 0.6623131036758423, 'val_r2_target_0': -2.219701051712036}",COMPLETE
18,0.3291188753037541,2026-02-05 02:00:04.142315,2026-02-05 02:00:40.087244,0 days 00:00:35.944929,mean,1,0.46058255951281746,32,0.0046947147943163505,3.735084448047249e-05,"{'val_rmse_mean': 0.8677409291267395, 'val_mae_mean': 0.6733943223953247, 'val_r2_mean': -1.2757954597473145, 'val_rmse_target_0': 0.8677409291267395, 'val_mae_target_0': 0.6733943223953247, 'val_r2_target_0': -1.2757954597473145}",COMPLETE
19,0.3525772016351025,2026-02-05 02:00:40.356208,2026-02-05 02:01:17.956012,0 days 00:00:37.599804,mean,2,0.48987218058402243,32,0.004107470042485068,2.8685500677905182e-05,"{'val_rmse_mean': 0.9145702123641968, 'val_mae_mean': 0.6793074607849121, 'val_r2_mean': -2.0147159099578857, 'val_rmse_target_0': 0.9145702123641968, 'val_mae_target_0': 0.6793074607849121, 'val_r2_target_0': -2.0147159099578857}",COMPLETE
20,0.33630668972101474,2026-02-05 02:01:18.224520,2026-02-05 02:01:55.305614,0 days 00:00:37.081094,mean,1,0.436105490859576,32,0.0028311381670232238,3.228074597345271e-05,"{'val_rmse_mean': 0.8819246888160706, 'val_mae_mean': 0.6623302698135376, 'val_r2_mean': -1.51835298538208, 'val_rmse_target_0': 0.8819246888160706, 'val_mae_target_0': 0.6623302698135376, 'val_r2_target_0': -1.51835298538208}",COMPLETE
21,0.3454674699465546,2026-02-05 02:01:55.574349,2026-02-05 02:02:30.827592,0 days 00:00:35.253243,mean,1,0.44576005902022864,32,0.004952881981050473,1.0145663553821265e-05,"{'val_rmse_mean': 0.8804183602333069, 'val_mae_mean': 0.6743343472480774, 'val_r2_mean': -1.174448013305664, 'val_rmse_target_0': 0.8804183602333069, 'val_mae_target_0': 0.6743343472480774, 'val_r2_target_0': -1.174448013305664}",COMPLETE
22,0.3405944737196141,2026-02-05 02:02:31.096293,2026-02-05 02:03:07.728227,0 days 00:00:36.631934,mean,1,0.4311348757034697,32,0.0030981274715533927,3.4959635987697824e-05,"{'val_rmse_mean': 0.8876249194145203, 'val_mae_mean': 0.6849124431610107, 'val_r2_mean': -1.5083205699920654, 'val_rmse_target_0': 0.8876249194145203, 'val_mae_target_0': 0.6849124431610107, 'val_r2_target_0': -1.5083205699920654}",COMPLETE
23,0.37278284159213027,2026-02-05 02:03:07.997634,2026-02-05 02:03:45.685331,0 days 00:00:37.687697,mean,2,0.45929249055750815,32,0.0026987256394620197,4.246897314448439e-05,"{'val_rmse_mean': 0.9352408051490784, 'val_mae_mean': 0.7309205532073975, 'val_r2_mean': -1.897749662399292, 'val_rmse_target_0': 0.9352408051490784, 'val_mae_target_0': 0.7309205532073975, 'val_r2_target_0': -1.897749662399292}",COMPLETE
24,0.34961261824786627,2026-02-05 02:03:45.953042,2026-02-05 02:04:22.667213,0 days 00:00:36.714171,mean,1,0.4058256313950708,32,0.0020903348896600337,0.000201420541035399,"{'val_rmse_mean': 0.9031508564949036, 'val_mae_mean': 0.7022143006324768, 'val_r2_mean': -1.4807946681976318, 'val_rmse_target_0': 0.9031508564949036, 'val_mae_target_0': 0.7022143006324768, 'val_r2_target_0': -1.4807946681976318}",COMPLETE
25,0.3357502911773433,2026-02-05 02:04:22.934483,2026-02-05 02:04:59.726730,0 days 00:00:36.792247,mean,1,0.3961880134722491,64,0.004859185526707467,1.7832278483851296e-05,"{'val_rmse_mean': 0.877052903175354, 'val_mae_mean': 0.6690480709075928, 'val_r2_mean': -0.895439624786377, 'val_rmse_target_0': 0.877052903175354, 'val_mae_target_0': 0.6690480709075928, 'val_r2_target_0': -0.895439624786377}",COMPLETE
26,0.3293323359609564,2026-02-05 02:04:59.999469,2026-02-05 02:05:37.098130,0 days 00:00:37.098661,mean,1,0.39712275160366345,64,0.004489995970863987,1.1590288162969692e-05,"{'val_rmse_mean': 0.8651429414749146, 'val_mae_mean': 0.660699188709259, 'val_r2_mean': -1.04557204246521, 'val_rmse_target_0': 0.8651429414749146, 'val_mae_target_0': 0.660699188709259, 'val_r2_target_0': -1.04557204246521}",COMPLETE
27,0.3664996963575336,2026-02-05 02:05:37.366950,2026-02-05 02:06:13.610232,0 days 00:00:36.243282,mean,2,0.32148026521481055,64,0.0036942201273989475,1.040086447462931e-05,"{'val_rmse_mean': 0.9296365976333618, 'val_mae_mean': 0.7021755576133728, 'val_r2_mean': -1.4359588623046875, 'val_rmse_target_0': 0.9296365976333618, 'val_mae_target_0': 0.7021755576133728, 'val_r2_target_0': -1.4359588623046875}",COMPLETE
