,mean_weight
0,0.035196617
1,0.03467833
2,0.021345453
3,0.07607012
4,0.025065988
5,0.025188057
6,0.08293966
7,0.034626774
8,0.028859116
9,0.055940207
10,0.10826695
11,0.062465947
12,0.1062039
13,0.04701162
14,0.037459325
15,0.06613108
16,0.0594715
17,0.04073274
18,0.03347166
19,0.018874893
