number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.37462692480120396,2026-02-02 12:52:35.112623,2026-02-02 12:53:00.866512,0 days 00:00:25.753889,mean,1,0.36837805016515174,128,0.00016643164255004237,7.784313729425204e-05,"{'val_rmse_mean': 0.980512261390686, 'val_mae_mean': 0.7060328722000122, 'val_r2_mean': -38.27647399902344, 'val_rmse_target_0': 0.9138465523719788, 'val_mae_target_0': 0.5737362504005432, 'val_r2_target_0': -17.071977615356445, 'val_rmse_target_1': 0.9686381220817566, 'val_mae_target_1': 0.6814903616905212, 'val_r2_target_1': -32.10877227783203, 'val_rmse_target_2': 0.977425217628479, 'val_mae_target_2': 0.8471800684928894, 'val_r2_target_2': -36.83131408691406, 'val_rmse_target_3': 1.0621391534805298, 'val_mae_target_3': 0.7217247486114502, 'val_r2_target_3': -67.09384155273438}",COMPLETE
1,0.3778270668591614,2026-02-02 12:53:00.946287,2026-02-02 12:53:30.424271,0 days 00:00:29.477984,attention,2,0.026912059457790183,32,0.00021648275056898974,3.6925586357296033e-05,"{'val_rmse_mean': 0.9916126728057861, 'val_mae_mean': 0.7150334119796753, 'val_r2_mean': -77.626708984375, 'val_rmse_target_0': 0.9570608735084534, 'val_mae_target_0': 0.5864575505256653, 'val_r2_target_0': -64.58445739746094, 'val_rmse_target_1': 1.0081310272216797, 'val_mae_target_1': 0.7066625952720642, 'val_r2_target_1': -85.38668060302734, 'val_rmse_target_2': 0.9760185480117798, 'val_mae_target_2': 0.848177969455719, 'val_r2_target_2': -75.62553405761719, 'val_rmse_target_3': 1.0252405405044556, 'val_mae_target_3': 0.7188355922698975, 'val_r2_target_3': -84.91015625}",COMPLETE
2,0.37679802667763496,2026-02-02 12:53:30.503826,2026-02-02 12:53:57.716068,0 days 00:00:27.212242,mean,2,0.4440415789273863,32,0.0005587439655435098,1.860447298487071e-05,"{'val_rmse_mean': 0.9882084131240845, 'val_mae_mean': 0.7145939469337463, 'val_r2_mean': -48.086978912353516, 'val_rmse_target_0': 0.9434387683868408, 'val_mae_target_0': 0.6003735065460205, 'val_r2_target_0': -32.545169830322266, 'val_rmse_target_1': 1.0065990686416626, 'val_mae_target_1': 0.7076142430305481, 'val_r2_target_1': -43.21166229248047, 'val_rmse_target_2': 0.9635604023933411, 'val_mae_target_2': 0.831764280796051, 'val_r2_target_2': -38.309513092041016, 'val_rmse_target_3': 1.0392354726791382, 'val_mae_target_3': 0.7186238169670105, 'val_r2_target_3': -78.28155517578125}",COMPLETE
3,0.43639580105189923,2026-02-02 12:53:57.795568,2026-02-02 12:54:29.494576,0 days 00:00:31.699008,attention,3,0.25810752453202856,64,0.001089997405663363,0.001457388663333261,"{'val_rmse_mean': 1.0478135347366333, 'val_mae_mean': 0.800912618637085, 'val_r2_mean': -2.9649105072021484, 'val_rmse_target_0': 1.010484218597412, 'val_mae_target_0': 0.7137585878372192, 'val_r2_target_0': -2.895249843597412, 'val_rmse_target_1': 1.124935507774353, 'val_mae_target_1': 0.8292003870010376, 'val_r2_target_1': -3.350768566131592, 'val_rmse_target_2': 0.9415962100028992, 'val_mae_target_2': 0.7838165163993835, 'val_r2_target_2': -1.4094622135162354, 'val_rmse_target_3': 1.1142380237579346, 'val_mae_target_3': 0.8768748641014099, 'val_r2_target_3': -4.204160690307617}",COMPLETE
4,0.3792418280823363,2026-02-02 12:54:29.577289,2026-02-02 12:54:56.215912,0 days 00:00:26.638623,mean,2,0.4181051532385826,32,0.00012301961503142787,6.904832465584264e-05,"{'val_rmse_mean': 1.0003869533538818, 'val_mae_mean': 0.7161939144134521, 'val_r2_mean': -109.65048217773438, 'val_rmse_target_0': 0.9459303021430969, 'val_mae_target_0': 0.6123877763748169, 'val_r2_target_0': -78.07316589355469, 'val_rmse_target_1': 1.03713059425354, 'val_mae_target_1': 0.7061420679092407, 'val_r2_target_1': -140.7689208984375, 'val_rmse_target_2': 0.9747456908226013, 'val_mae_target_2': 0.8281871676445007, 'val_r2_target_2': -113.14043426513672, 'val_rmse_target_3': 1.04374098777771, 'val_mae_target_3': 0.718058705329895, 'val_r2_target_3': -106.61946105957031}",COMPLETE
5,0.4500555814140373,2026-02-02 12:54:56.296115,2026-02-02 12:55:26.004393,0 days 00:00:29.708278,attention,3,0.10314650816368798,32,0.002418403797017283,2.2902454070810786e-05,"{'val_rmse_mean': 1.072905421257019, 'val_mae_mean': 0.8108931183815002, 'val_r2_mean': -1.989076852798462, 'val_rmse_target_0': 1.1225684881210327, 'val_mae_target_0': 0.7614021301269531, 'val_r2_target_0': -1.360992193222046, 'val_rmse_target_1': 1.0001661777496338, 'val_mae_target_1': 0.7312206029891968, 'val_r2_target_1': -2.009774923324585, 'val_rmse_target_2': 1.0476988554000854, 'val_mae_target_2': 0.9060302376747131, 'val_r2_target_2': -1.183661699295044, 'val_rmse_target_3': 1.1211881637573242, 'val_mae_target_3': 0.8449194431304932, 'val_r2_target_3': -3.401876926422119}",COMPLETE
6,0.38220292026246033,2026-02-02 12:55:26.085003,2026-02-02 12:55:57.706023,0 days 00:00:31.621020,attention,3,0.2859343785188031,128,0.0002707917860786875,1.4217842307279663e-05,"{'val_rmse_mean': 0.9831567406654358, 'val_mae_mean': 0.7232557535171509, 'val_r2_mean': -4.350612163543701, 'val_rmse_target_0': 0.9256070256233215, 'val_mae_target_0': 0.6484664082527161, 'val_r2_target_0': -3.264986991882324, 'val_rmse_target_1': 1.032463788986206, 'val_mae_target_1': 0.7308084964752197, 'val_r2_target_1': -5.899359703063965, 'val_rmse_target_2': 0.81548672914505, 'val_mae_target_2': 0.6837096810340881, 'val_r2_target_2': -0.6734533309936523, 'val_rmse_target_3': 1.159069538116455, 'val_mae_target_3': 0.8300385475158691, 'val_r2_target_3': -7.5646514892578125}",COMPLETE
7,0.3792476829279352,2026-02-02 12:55:57.785956,2026-02-02 12:56:25.069929,0 days 00:00:27.283973,mean,3,0.17434670547144626,32,0.00010282564264238654,0.00017362862133709156,"{'val_rmse_mean': 0.9908111691474915, 'val_mae_mean': 0.714108407497406, 'val_r2_mean': -123.00630187988281, 'val_rmse_target_0': 0.9757586121559143, 'val_mae_target_0': 0.6090322136878967, 'val_r2_target_0': -140.55421447753906, 'val_rmse_target_1': 0.9811307191848755, 'val_mae_target_1': 0.6996304988861084, 'val_r2_target_1': -102.82294464111328, 'val_rmse_target_2': 0.9817429184913635, 'val_mae_target_2': 0.8261796236038208, 'val_r2_target_2': -94.9621810913086, 'val_rmse_target_3': 1.0246124267578125, 'val_mae_target_3': 0.7215912342071533, 'val_r2_target_3': -153.68585205078125}",COMPLETE
8,0.38414727924046693,2026-02-02 12:56:25.150336,2026-02-02 12:56:54.734675,0 days 00:00:29.584339,attention,2,0.43980414228782205,32,0.004270437005666766,2.780030075253376e-05,"{'val_rmse_mean': 0.9870779514312744, 'val_mae_mean': 0.7396669983863831, 'val_r2_mean': -5.0226898193359375, 'val_rmse_target_0': 0.9636087417602539, 'val_mae_target_0': 0.6563978791236877, 'val_r2_target_0': -6.032074451446533, 'val_rmse_target_1': 1.1052778959274292, 'val_mae_target_1': 0.7779869437217712, 'val_r2_target_1': -2.8835949897766113, 'val_rmse_target_2': 0.9126637578010559, 'val_mae_target_2': 0.7944899797439575, 'val_r2_target_2': -2.4941513538360596, 'val_rmse_target_3': 0.9667613506317139, 'val_mae_target_3': 0.7297933101654053, 'val_r2_target_3': -8.680937767028809}",COMPLETE
9,0.4105668572915925,2026-02-02 12:56:54.814361,2026-02-02 12:57:23.143438,0 days 00:00:28.329077,attention,2,0.29180050778080197,64,0.004361824868375934,3.53055364794071e-05,"{'val_rmse_mean': 1.021000623703003, 'val_mae_mean': 0.774658203125, 'val_r2_mean': -3.253274917602539, 'val_rmse_target_0': 0.940876841545105, 'val_mae_target_0': 0.6544738411903381, 'val_r2_target_0': -1.902681827545166, 'val_rmse_target_1': 1.0721288919448853, 'val_mae_target_1': 0.7796165347099304, 'val_r2_target_1': -4.560349464416504, 'val_rmse_target_2': 0.9440300464630127, 'val_mae_target_2': 0.8297144770622253, 'val_r2_target_2': -1.416792869567871, 'val_rmse_target_3': 1.1269665956497192, 'val_mae_target_3': 0.8348277807235718, 'val_r2_target_3': -5.133273601531982}",COMPLETE
