train_loss,val_loss,epoch
0.3893948197364807,0.6476828455924988,1
0.365818127989769,0.6401210427284241,2
0.36385735869407654,0.6328480243682861,3
0.366798534989357,0.6252297163009644,4
0.34814509749412537,0.6176263689994812,5
0.34184812009334564,0.6116430163383484,6
0.3502403050661087,0.6065616011619568,7
0.3147887885570526,0.6007245182991028,8
0.32295285165309906,0.5954908132553101,9
0.29592224210500717,0.5901699662208557,10
0.29341158270835876,0.5849583148956299,11
0.2803432419896126,0.5797052383422852,12
0.29987509548664093,0.5757303833961487,13
0.2905055284500122,0.5717145204544067,14
0.2703261524438858,0.5673673748970032,15
0.26809653639793396,0.5640222430229187,16
0.250526063144207,0.5597647428512573,17
0.26454783231019974,0.555974006652832,18
0.24479613453149796,0.5529868006706238,19
0.2623520568013191,0.5509546995162964,20
0.25635940581560135,0.5484004020690918,21
0.23103689402341843,0.546088695526123,22
0.2249400019645691,0.5443223118782043,23
0.23115528374910355,0.5425055027008057,24
0.23953300714492798,0.5409703254699707,25
0.24663633108139038,0.5398502945899963,26
0.23721985518932343,0.5382927656173706,27
0.21713797003030777,0.5369999408721924,28
0.21262606978416443,0.5349825620651245,29
0.2344978153705597,0.5325207114219666,30
0.22983527183532715,0.5301699638366699,31
0.2100134789943695,0.5282724499702454,32
0.19382179901003838,0.5266002416610718,33
0.20937329530715942,0.5252916216850281,34
0.20859037339687347,0.5241138339042664,35
0.2137354016304016,0.5228018760681152,36
0.2121063843369484,0.5216614603996277,37
0.2185194119811058,0.5208410620689392,38
0.22076167911291122,0.5199694633483887,39
0.2186853438615799,0.5190876722335815,40
0.19134226441383362,0.5183885097503662,41
0.20284642279148102,0.5178713798522949,42
0.19635505974292755,0.5174655914306641,43
0.20930882543325424,0.5172152519226074,44
0.20850224047899246,0.5170334577560425,45
0.21917890757322311,0.5169076919555664,46
0.21397355198860168,0.5168106555938721,47
0.20527608692646027,0.5167644023895264,48
0.17985422536730766,0.516740620136261,49
0.1937166005373001,0.5167335271835327,50
