number,value,datetime_start,datetime_complete,duration,params_aggregation,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.40708592451281017,2026-01-30 16:39:42.764652,2026-01-30 16:39:51.323293,0 days 00:00:08.558641,mean,0.24149494533014326,64,0.002663833131847564,0.00025513894026673965,"{'val_rmse_mean': 1.0118557214736938, 'val_mae_mean': 0.7656615376472473, 'val_r2_mean': -4.029518127441406, 'val_rmse_target_0': 0.94712233543396, 'val_mae_target_0': 0.6186618804931641, 'val_r2_target_0': -5.513399600982666, 'val_rmse_target_1': 1.0917937755584717, 'val_mae_target_1': 0.7884652018547058, 'val_r2_target_1': -3.7453508377075195, 'val_rmse_target_2': 0.9498810768127441, 'val_mae_target_2': 0.8212078213691711, 'val_r2_target_2': -1.6531789302825928, 'val_rmse_target_3': 1.0586258172988892, 'val_mae_target_3': 0.834311306476593, 'val_r2_target_3': -5.206142902374268}",COMPLETE
1,0.381338426636325,2026-01-30 16:39:51.407290,2026-01-30 16:40:00.989410,0 days 00:00:09.582120,attention,0.3611736204381636,128,0.00020478514554664507,1.029328853924218e-05,"{'val_rmse_mean': 1.000541090965271, 'val_mae_mean': 0.7180986404418945, 'val_r2_mean': -111.04759216308594, 'val_rmse_target_0': 1.008462905883789, 'val_mae_target_0': 0.623751699924469, 'val_r2_target_0': -106.13653564453125, 'val_rmse_target_1': 1.0037869215011597, 'val_mae_target_1': 0.7049470543861389, 'val_r2_target_1': -71.08146667480469, 'val_rmse_target_2': 0.9630106091499329, 'val_mae_target_2': 0.8362622261047363, 'val_r2_target_2': -77.11569213867188, 'val_rmse_target_3': 1.026903748512268, 'val_mae_target_3': 0.7074336409568787, 'val_r2_target_3': -189.85667419433594}",COMPLETE
2,0.37487414479255676,2026-01-30 16:40:01.073417,2026-01-30 16:40:10.330145,0 days 00:00:09.256728,mean,0.28169938803929856,128,0.0009862677966264513,0.007891206035553554,"{'val_rmse_mean': 0.9728017449378967, 'val_mae_mean': 0.7166929244995117, 'val_r2_mean': -10.853816986083984, 'val_rmse_target_0': 0.9514631032943726, 'val_mae_target_0': 0.6001313328742981, 'val_r2_target_0': -8.72167682647705, 'val_rmse_target_1': 1.0195056200027466, 'val_mae_target_1': 0.7123993635177612, 'val_r2_target_1': -12.978631973266602, 'val_rmse_target_2': 0.9133262038230896, 'val_mae_target_2': 0.8147978782653809, 'val_r2_target_2': -3.5589332580566406, 'val_rmse_target_3': 1.0069119930267334, 'val_mae_target_3': 0.7394430637359619, 'val_r2_target_3': -18.156024932861328}",COMPLETE
3,0.3971115858466537,2026-01-30 16:40:10.404911,2026-01-30 16:40:19.135826,0 days 00:00:08.730915,mean,0.19126894914941883,64,0.0033536620546962205,0.0005763867820429909,"{'val_rmse_mean': 0.9964364171028137, 'val_mae_mean': 0.7455344200134277, 'val_r2_mean': -3.019836902618408, 'val_rmse_target_0': 0.9278871417045593, 'val_mae_target_0': 0.6199250817298889, 'val_r2_target_0': -3.657139778137207, 'val_rmse_target_1': 1.1010286808013916, 'val_mae_target_1': 0.7469603419303894, 'val_r2_target_1': -2.390061378479004, 'val_rmse_target_2': 0.8917888402938843, 'val_mae_target_2': 0.7660792469978333, 'val_r2_target_2': -1.3209428787231445, 'val_rmse_target_3': 1.0650408267974854, 'val_mae_target_3': 0.8491730690002441, 'val_r2_target_3': -4.711202621459961}",COMPLETE
4,0.4076668934689628,2026-01-30 16:40:19.220343,2026-01-30 16:40:28.517414,0 days 00:00:09.297071,attention,0.3187196419267851,64,0.003355712460904705,0.00011897819106260732,"{'val_rmse_mean': 0.9999673366546631, 'val_mae_mean': 0.7778564691543579, 'val_r2_mean': -3.4827728271484375, 'val_rmse_target_0': 0.9216925501823425, 'val_mae_target_0': 0.6600870490074158, 'val_r2_target_0': -3.1211013793945312, 'val_rmse_target_1': 1.103592038154602, 'val_mae_target_1': 0.808997631072998, 'val_r2_target_1': -2.777059316635132, 'val_rmse_target_2': 0.9217855334281921, 'val_mae_target_2': 0.8146171569824219, 'val_r2_target_2': -1.833542823791504, 'val_rmse_target_3': 1.0527993440628052, 'val_mae_target_3': 0.827724039554596, 'val_r2_target_3': -6.1993889808654785}",COMPLETE
5,0.3835351794820141,2026-01-30 16:40:28.601195,2026-01-30 16:40:37.881945,0 days 00:00:09.280750,attention,0.312725247937834,32,0.0008777415330744672,3.28441935463412e-05,"{'val_rmse_mean': 0.98984694480896, 'val_mae_mean': 0.7350881099700928, 'val_r2_mean': -39.143497467041016, 'val_rmse_target_0': 0.9812361598014832, 'val_mae_target_0': 0.6553017497062683, 'val_r2_target_0': -34.303192138671875, 'val_rmse_target_1': 1.0207648277282715, 'val_mae_target_1': 0.6992546319961548, 'val_r2_target_1': -62.27025604248047, 'val_rmse_target_2': 0.9529366493225098, 'val_mae_target_2': 0.8443214297294617, 'val_r2_target_2': -20.320981979370117, 'val_rmse_target_3': 1.0044502019882202, 'val_mae_target_3': 0.7414746880531311, 'val_r2_target_3': -39.67955780029297}",COMPLETE
6,0.37833405644805346,2026-01-30 16:40:37.965058,2026-01-30 16:40:46.579767,0 days 00:00:08.614709,mean,0.3070167176708547,128,0.00027728676090932943,0.00028407541116112496,"{'val_rmse_mean': 0.9903714060783386, 'val_mae_mean': 0.7174084186553955, 'val_r2_mean': -61.3494873046875, 'val_rmse_target_0': 0.9710423946380615, 'val_mae_target_0': 0.6248926520347595, 'val_r2_target_0': -58.56940460205078, 'val_rmse_target_1': 1.0211150646209717, 'val_mae_target_1': 0.7109125852584839, 'val_r2_target_1': -80.4460678100586, 'val_rmse_target_2': 0.9532210230827332, 'val_mae_target_2': 0.821853756904602, 'val_r2_target_2': -24.237234115600586, 'val_rmse_target_3': 1.0161070823669434, 'val_mae_target_3': 0.7119747400283813, 'val_r2_target_3': -82.14523315429688}",COMPLETE
7,0.37747179896191313,2026-01-30 16:40:46.663343,2026-01-30 16:40:56.146691,0 days 00:00:09.483348,attention,0.18136404878783355,128,0.00024199446110197156,0.00010520637367667713,"{'val_rmse_mean': 0.9932959675788879, 'val_mae_mean': 0.7194133400917053, 'val_r2_mean': -66.66416931152344, 'val_rmse_target_0': 1.0066750049591064, 'val_mae_target_0': 0.640386164188385, 'val_r2_target_0': -63.724037170410156, 'val_rmse_target_1': 1.0010935068130493, 'val_mae_target_1': 0.6888406276702881, 'val_r2_target_1': -90.92562103271484, 'val_rmse_target_2': 0.9403001666069031, 'val_mae_target_2': 0.8311313986778259, 'val_r2_target_2': -26.748685836791992, 'val_rmse_target_3': 1.0251150131225586, 'val_mae_target_3': 0.7172951698303223, 'val_r2_target_3': -85.25833129882812}",COMPLETE
8,0.4062340484449157,2026-01-30 16:40:56.230758,2026-01-30 16:41:05.401228,0 days 00:00:09.170470,mean,0.09892677843171867,32,0.0038620704832005638,0.00033089171960283407,"{'val_rmse_mean': 1.0068433284759521, 'val_mae_mean': 0.7710034847259521, 'val_r2_mean': -3.7556121349334717, 'val_rmse_target_0': 0.9984995722770691, 'val_mae_target_0': 0.681168794631958, 'val_r2_target_0': -3.4627766609191895, 'val_rmse_target_1': 1.0993095636367798, 'val_mae_target_1': 0.7580482959747314, 'val_r2_target_1': -3.6271018981933594, 'val_rmse_target_2': 0.8796409964561462, 'val_mae_target_2': 0.8107119202613831, 'val_r2_target_2': -1.5642673969268799, 'val_rmse_target_3': 1.0499234199523926, 'val_mae_target_3': 0.8340850472450256, 'val_r2_target_3': -6.368302345275879}",COMPLETE
9,0.3818376558246436,2026-01-30 16:41:05.485908,2026-01-30 16:41:14.242958,0 days 00:00:08.757050,mean,0.18609113685199663,32,0.0007577009164065881,0.0024331407700648013,"{'val_rmse_mean': 0.9931386709213257, 'val_mae_mean': 0.7186205387115479, 'val_r2_mean': -43.10617446899414, 'val_rmse_target_0': 0.9907899498939514, 'val_mae_target_0': 0.6502296924591064, 'val_r2_target_0': -36.32635498046875, 'val_rmse_target_1': 0.9834489822387695, 'val_mae_target_1': 0.7006476521492004, 'val_r2_target_1': -65.47779846191406, 'val_rmse_target_2': 0.9588353633880615, 'val_mae_target_2': 0.8170771598815918, 'val_r2_target_2': -17.943405151367188, 'val_rmse_target_3': 1.039480447769165, 'val_mae_target_3': 0.7065277695655823, 'val_r2_target_3': -52.67713928222656}",COMPLETE
