,mean_weight
0,0.050056554
1,0.050923117
2,0.050606553
3,0.050165042
4,0.049673133
5,0.049288336
6,0.050087128
7,0.04869993
8,0.049358428
9,0.0490309
10,0.050758585
11,0.049138177
12,0.05117857
13,0.04811588
14,0.051783547
15,0.05032084
16,0.05065036
17,0.050904214
18,0.04920603
19,0.05005458
