,mean_weight
0,0.049642436
1,0.05031843
2,0.049985122
3,0.049732264
4,0.050533727
5,0.05037868
6,0.049870454
7,0.049640503
8,0.050556216
9,0.049669106
10,0.050277475
11,0.049674425
12,0.049952764
13,0.049970493
14,0.050295874
15,0.049775973
16,0.04961059
17,0.050028045
18,0.0500084
19,0.050079007
