number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_lstm,params_dropout_path,params_dropout_reg,params_lr,params_lstm_hidden_dim,params_lstm_layers,params_path_aggregation,params_path_dim,params_regressor_dim,params_weight_decay,user_attrs_val_metrics,state
0,0.4352349576247097,2026-02-04 17:01:21.708837,2026-02-04 17:02:13.263979,0 days 00:00:51.555142,16,False,0.10325662933722529,0.27779066007859865,0.27103653036553976,0.00018083985982931094,8,2,static,8,256,0.006386034587557417,"{'val_rmse_mean': 1.0609005689620972, 'val_mae_mean': 0.7786290049552917, 'val_r2_mean': -31.005382537841797, 'val_rmse_target_0': 1.0609005689620972, 'val_mae_target_0': 0.7786290049552917, 'val_r2_target_0': -31.005382537841797}",COMPLETE
1,0.44553558624142575,2026-02-04 17:02:13.514720,2026-02-04 17:03:08.888386,0 days 00:00:55.373666,16,False,0.23416169386133442,0.3094580545893601,0.383381102468586,0.00017842866529410746,32,2,static,16,256,0.00018538110581178957,"{'val_rmse_mean': 1.0712873935699463, 'val_mae_mean': 0.7952585816383362, 'val_r2_mean': -22.835214614868164, 'val_rmse_target_0': 1.0712873935699463, 'val_mae_target_0': 0.7952585816383362, 'val_r2_target_0': -22.835214614868164}",COMPLETE
2,0.4228205297502562,2026-02-04 17:03:09.136192,2026-02-04 17:04:04.441711,0 days 00:00:55.305519,16,False,0.2530958554771038,0.3836517249236999,0.3572663891932325,9.65458693555086e-05,8,2,static,8,128,0.00017717176209884155,"{'val_rmse_mean': 1.0460666418075562, 'val_mae_mean': 0.7425225377082825, 'val_r2_mean': -62.38566207885742, 'val_rmse_target_0': 1.0460666418075562, 'val_mae_target_0': 0.7425225377082825, 'val_r2_target_0': -62.38566207885742}",COMPLETE
3,0.5010565490541652,2026-02-04 17:04:04.695861,2026-02-04 17:04:59.730899,0 days 00:00:55.035038,16,False,0.23669376168699804,0.25294021012040274,0.22155717364084826,0.00042777516718600167,32,2,static,16,512,0.0001320770242388037,"{'val_rmse_mean': 1.0875072479248047, 'val_mae_mean': 0.910186231136322, 'val_r2_mean': -3.4546008110046387, 'val_rmse_target_0': 1.0875072479248047, 'val_mae_target_0': 0.910186231136322, 'val_r2_target_0': -3.4546008110046387}",COMPLETE
4,0.48068541155576155,2026-02-04 17:04:59.979631,2026-02-04 17:05:55.074983,0 days 00:00:55.095352,16,False,0.11183478092240223,0.2536563159078966,0.39797185867111884,0.00042952161302672176,16,2,static,16,256,2.0074702488458806e-05,"{'val_rmse_mean': 1.0928341150283813, 'val_mae_mean': 0.8422402739524841, 'val_r2_mean': -5.113694667816162, 'val_rmse_target_0': 1.0928341150283813, 'val_mae_target_0': 0.8422402739524841, 'val_r2_target_0': -5.113694667816162}",COMPLETE
5,0.44696194270660206,2026-02-04 17:05:55.324631,2026-02-04 17:06:49.460606,0 days 00:00:54.135975,16,False,0.15060231575098923,0.3847966641543817,0.3541948059833032,0.00027402771445386964,8,2,static,8,256,5.828919986145131e-05,"{'val_rmse_mean': 1.0732314586639404, 'val_mae_mean': 0.7963795065879822, 'val_r2_mean': -14.60476303100586, 'val_rmse_target_0': 1.0732314586639404, 'val_mae_target_0': 0.7963795065879822, 'val_r2_target_0': -14.60476303100586}",COMPLETE
6,0.4306574185590122,2026-02-04 17:06:49.709440,2026-02-04 17:07:44.046657,0 days 00:00:54.337217,16,False,0.21630849794248602,0.2872344187907178,0.2583868710753009,0.0002167863129762671,8,2,static,8,128,1.0222398345250775e-05,"{'val_rmse_mean': 1.0562365055084229, 'val_mae_mean': 0.7645947933197021, 'val_r2_mean': -35.1385612487793, 'val_rmse_target_0': 1.0562365055084229, 'val_mae_target_0': 0.7645947933197021, 'val_r2_target_0': -35.1385612487793}",COMPLETE
7,0.4086998142884113,2026-02-04 17:07:44.296618,2026-02-04 17:08:36.934647,0 days 00:00:52.638029,16,False,0.13982803199490806,0.261392199383371,0.3834635387640374,5.248079643241876e-05,8,2,static,8,512,0.0030685432133001848,"{'val_rmse_mean': 1.0258156061172485, 'val_mae_mean': 0.725364625453949, 'val_r2_mean': -85.9267349243164, 'val_rmse_target_0': 1.0258156061172485, 'val_mae_target_0': 0.725364625453949, 'val_r2_target_0': -85.9267349243164}",COMPLETE
8,0.45266155906332034,2026-02-04 17:08:37.184488,2026-02-04 17:09:32.770834,0 days 00:00:55.586346,16,False,0.23674254626523566,0.3284187776126957,0.31809577496110364,0.00018056890668005453,32,2,static,8,256,0.0011926884684465434,"{'val_rmse_mean': 1.0813591480255127, 'val_mae_mean': 0.7968398928642273, 'val_r2_mean': -20.724550247192383, 'val_rmse_target_0': 1.0813591480255127, 'val_mae_target_0': 0.7968398928642273, 'val_r2_target_0': -20.724550247192383}",COMPLETE
9,0.45620532834436744,2026-02-04 17:09:33.022271,2026-02-04 17:10:26.993220,0 days 00:00:53.970949,16,False,0.24850814852045006,0.3779502316876131,0.33158033013341304,0.000251645369624295,16,2,static,16,256,0.00020944817100060993,"{'val_rmse_mean': 1.069701075553894, 'val_mae_mean': 0.8186615705490112, 'val_r2_mean': -12.906611442565918, 'val_rmse_target_0': 1.069701075553894, 'val_mae_target_0': 0.8186615705490112, 'val_r2_target_0': -12.906611442565918}",COMPLETE
10,0.4291951595331301,2026-02-04 17:10:27.244115,2026-02-04 17:11:20.851347,0 days 00:00:53.607232,16,False,0.2936033297870543,0.21085770186085642,0.28542455775551656,5.357820850402995e-05,8,2,static,8,512,0.00966221869016843,"{'val_rmse_mean': 1.0562223196029663, 'val_mae_mean': 0.7634780406951904, 'val_r2_mean': -44.85026168823242, 'val_rmse_target_0': 1.0562223196029663, 'val_mae_target_0': 0.7634780406951904, 'val_r2_target_0': -44.85026168823242}",COMPLETE
11,0.41368831700593645,2026-02-04 17:11:21.102832,2026-02-04 17:12:15.608713,0 days 00:00:54.505881,16,False,0.1700590584569922,0.32931925864025885,0.3609189745603719,6.701268426898859e-05,8,2,static,8,128,0.0011942940663803962,"{'val_rmse_mean': 1.0281414985656738, 'val_mae_mean': 0.7252647280693054, 'val_r2_mean': -60.58845901489258, 'val_rmse_target_0': 1.0281414985656738, 'val_mae_target_0': 0.7252647280693054, 'val_r2_target_0': -60.58845901489258}",COMPLETE
