,mean_weight
0,0.035811104
1,0.027493184
2,0.034917302
3,0.016229337
4,0.031185882
5,0.031418968
6,0.037306275
7,0.05372715
8,0.027880633
9,0.028262053
10,0.09313299
11,0.032648593
12,0.018971248
13,0.021264346
14,0.050706673
15,0.10036754
16,0.07049071
17,0.0878717
18,0.09367498
19,0.10663933
