,mean_weight
0,0.050025523
1,0.051554825
2,0.051117938
3,0.05005356
4,0.05455203
5,0.049242526
6,0.048832275
7,0.053604223
8,0.053926677
9,0.051791783
10,0.04823741
11,0.048327737
12,0.047914766
13,0.048022196
14,0.04665794
15,0.04707197
16,0.04822008
17,0.047435842
18,0.052353054
19,0.05105771
