,mean_weight
0,0.020261118
1,0.02187725
2,0.06301446
3,0.017589735
4,0.07340721
5,0.085843824
6,0.06506733
7,0.028510341
8,0.04851208
9,0.081454985
10,0.0151106175
11,0.022987401
12,0.09714446
13,0.016306115
14,0.066577405
15,0.04599683
16,0.05724284
17,0.028164553
18,0.051422443
19,0.09350899
