,mean_weight
0,0.037545342
1,0.06515718
2,0.13217011
3,0.041622482
4,0.037330307
5,0.02463364
6,0.022154318
7,0.042656522
8,0.06188286
9,0.0377217
10,0.03204235
11,0.025595425
12,0.025948972
13,0.023536038
14,0.05822353
15,0.07526766
16,0.07801874
17,0.040780853
18,0.04486497
19,0.09284703
