number,value,datetime_start,datetime_complete,duration,params_aggregation,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.39292228470246,2026-01-31 01:27:00.488682,2026-01-31 01:27:28.251776,0 days 00:00:27.763094,mean,0.20184806892315643,128,0.004383580200427981,0.004221644823548314,"{'val_rmse_mean': 0.9843916893005371, 'val_mae_mean': 0.7494334578514099, 'val_r2_mean': -1.4071216583251953, 'val_rmse_target_0': 0.9851270914077759, 'val_mae_target_0': 0.7028822302818298, 'val_r2_target_0': -0.8651620149612427, 'val_rmse_target_1': 1.0509235858917236, 'val_mae_target_1': 0.7478228211402893, 'val_r2_target_1': -2.0536656379699707, 'val_rmse_target_2': 0.9323536157608032, 'val_mae_target_2': 0.7639085054397583, 'val_r2_target_2': -0.8207627534866333, 'val_rmse_target_3': 0.9691623449325562, 'val_mae_target_3': 0.7831203937530518, 'val_r2_target_3': -1.8888967037200928}",COMPLETE
1,0.3688274072828116,2026-01-31 01:27:28.380451,2026-01-31 01:27:57.227736,0 days 00:00:28.847285,mean,0.3931671012911801,64,0.00020591804219184524,2.6648079676724192e-05,"{'val_rmse_mean': 0.9711911082267761, 'val_mae_mean': 0.6987362504005432, 'val_r2_mean': -44.80678176879883, 'val_rmse_target_0': 0.9353405833244324, 'val_mae_target_0': 0.585258960723877, 'val_r2_target_0': -21.75972557067871, 'val_rmse_target_1': 0.9594531059265137, 'val_mae_target_1': 0.6552285552024841, 'val_r2_target_1': -45.43708801269531, 'val_rmse_target_2': 0.9697740077972412, 'val_mae_target_2': 0.8446388244628906, 'val_r2_target_2': -35.02432632446289, 'val_rmse_target_3': 1.0201966762542725, 'val_mae_target_3': 0.7098186016082764, 'val_r2_target_3': -77.00601196289062}",COMPLETE
2,0.3912852554133645,2026-01-31 01:27:57.346018,2026-01-31 01:28:28.202494,0 days 00:00:30.856476,attention,0.03991535487167078,128,0.0010247003336120253,0.0015285732018679996,"{'val_rmse_mean': 0.9637255072593689, 'val_mae_mean': 0.7608160972595215, 'val_r2_mean': -1.8505373001098633, 'val_rmse_target_0': 0.9813264012336731, 'val_mae_target_0': 0.7591901421546936, 'val_r2_target_0': -0.7615411281585693, 'val_rmse_target_1': 0.961082398891449, 'val_mae_target_1': 0.706153392791748, 'val_r2_target_1': -1.7524640560150146, 'val_rmse_target_2': 0.9334662556648254, 'val_mae_target_2': 0.788467288017273, 'val_r2_target_2': -1.4714813232421875, 'val_rmse_target_3': 0.9790269732475281, 'val_mae_target_3': 0.789453387260437, 'val_r2_target_3': -3.4166617393493652}",COMPLETE
3,0.36646531739582616,2026-01-31 01:28:28.320518,2026-01-31 01:28:55.633335,0 days 00:00:27.312817,attention,0.08412334087352376,128,0.00022267146349594935,1.707828287157004e-05,"{'val_rmse_mean': 0.9571149349212646, 'val_mae_mean': 0.6952245235443115, 'val_r2_mean': -8.766533851623535, 'val_rmse_target_0': 0.8895931839942932, 'val_mae_target_0': 0.5690619349479675, 'val_r2_target_0': -5.092743396759033, 'val_rmse_target_1': 0.989738941192627, 'val_mae_target_1': 0.6538678407669067, 'val_r2_target_1': -9.762799263000488, 'val_rmse_target_2': 0.9557532668113708, 'val_mae_target_2': 0.8496583104133606, 'val_r2_target_2': -5.827271938323975, 'val_rmse_target_3': 0.9933742880821228, 'val_mae_target_3': 0.708310067653656, 'val_r2_target_3': -14.383322715759277}",COMPLETE
4,0.3970114658414214,2026-01-31 01:28:55.751707,2026-01-31 01:29:22.812246,0 days 00:00:27.060539,mean,0.09034994920582383,64,0.0027463288059467734,0.0013063425811102208,"{'val_rmse_mean': 0.9954025745391846, 'val_mae_mean': 0.7449096441268921, 'val_r2_mean': -1.5295090675354004, 'val_rmse_target_0': 1.021912932395935, 'val_mae_target_0': 0.734764039516449, 'val_r2_target_0': -0.8915435075759888, 'val_rmse_target_1': 1.0612211227416992, 'val_mae_target_1': 0.7408337593078613, 'val_r2_target_1': -1.8439619541168213, 'val_rmse_target_2': 0.9556854963302612, 'val_mae_target_2': 0.7820424437522888, 'val_r2_target_2': -1.1928391456604004, 'val_rmse_target_3': 0.9427905678749084, 'val_mae_target_3': 0.7219980955123901, 'val_r2_target_3': -2.1896917819976807}",COMPLETE
5,0.37573228196965325,2026-01-31 01:29:22.929891,2026-01-31 01:29:49.934788,0 days 00:00:27.004897,mean,0.28667840602176575,64,0.00010401853632759524,3.295550450125881e-05,"{'val_rmse_mean': 0.9880645871162415, 'val_mae_mean': 0.7092257142066956, 'val_r2_mean': -75.6128158569336, 'val_rmse_target_0': 0.9697355031967163, 'val_mae_target_0': 0.5854353904724121, 'val_r2_target_0': -46.99930191040039, 'val_rmse_target_1': 0.9926697611808777, 'val_mae_target_1': 0.7030948400497437, 'val_r2_target_1': -77.55646514892578, 'val_rmse_target_2': 1.0043367147445679, 'val_mae_target_2': 0.8570061922073364, 'val_r2_target_2': -61.93076705932617, 'val_rmse_target_3': 0.985516369342804, 'val_mae_target_3': 0.6913664937019348, 'val_r2_target_3': -115.96472930908203}",COMPLETE
6,0.3880458414830543,2026-01-31 01:29:50.052627,2026-01-31 01:30:18.426867,0 days 00:00:28.374240,mean,0.23232286879361666,64,0.002290655639821398,0.0003513869753459479,"{'val_rmse_mean': 0.9768774509429932, 'val_mae_mean': 0.738996148109436, 'val_r2_mean': -1.796953558921814, 'val_rmse_target_0': 0.9623208045959473, 'val_mae_target_0': 0.6835533976554871, 'val_r2_target_0': -1.2167956829071045, 'val_rmse_target_1': 1.0624245405197144, 'val_mae_target_1': 0.7237083315849304, 'val_r2_target_1': -2.5033087730407715, 'val_rmse_target_2': 0.9235342144966125, 'val_mae_target_2': 0.7763020396232605, 'val_r2_target_2': -1.0887165069580078, 'val_rmse_target_3': 0.9592302441596985, 'val_mae_target_3': 0.7724209427833557, 'val_r2_target_3': -2.3789939880371094}",COMPLETE
7,0.37406801653129085,2026-01-31 01:30:18.544104,2026-01-31 01:30:45.063605,0 days 00:00:26.519501,mean,0.055683216761687374,128,0.0008919880989887396,4.6289980639451746e-05,"{'val_rmse_mean': 0.9567024111747742, 'val_mae_mean': 0.7235619425773621, 'val_r2_mean': -1.9183746576309204, 'val_rmse_target_0': 0.9895723462104797, 'val_mae_target_0': 0.726721465587616, 'val_r2_target_0': -1.0592260360717773, 'val_rmse_target_1': 1.0326732397079468, 'val_mae_target_1': 0.7104843854904175, 'val_r2_target_1': -2.099712371826172, 'val_rmse_target_2': 0.8491542339324951, 'val_mae_target_2': 0.7092330455780029, 'val_r2_target_2': -0.7409653663635254, 'val_rmse_target_3': 0.955409824848175, 'val_mae_target_3': 0.7478089332580566, 'val_r2_target_3': -3.773594379425049}",COMPLETE
8,0.38269393477174973,2026-01-31 01:30:45.182322,2026-01-31 01:31:13.658088,0 days 00:00:28.475766,mean,0.2919649384906757,64,0.0001448290784956483,0.0009907515422190674,"{'val_rmse_mean': 0.9994423985481262, 'val_mae_mean': 0.720221757888794, 'val_r2_mean': -48.3125, 'val_rmse_target_0': 0.9857919216156006, 'val_mae_target_0': 0.5970637202262878, 'val_r2_target_0': -35.385032653808594, 'val_rmse_target_1': 0.9850775003433228, 'val_mae_target_1': 0.691222608089447, 'val_r2_target_1': -58.3099479675293, 'val_rmse_target_2': 1.0033565759658813, 'val_mae_target_2': 0.8788127303123474, 'val_r2_target_2': -33.70396423339844, 'val_rmse_target_3': 1.0235435962677002, 'val_mae_target_3': 0.7137881517410278, 'val_r2_target_3': -65.85105895996094}",COMPLETE
9,0.3765429297669066,2026-01-31 01:31:13.776958,2026-01-31 01:31:43.685913,0 days 00:00:29.908955,attention,0.2996192580379879,128,0.00035656908238345953,0.0013779349039248607,"{'val_rmse_mean': 0.9725834131240845, 'val_mae_mean': 0.7184741497039795, 'val_r2_mean': -7.268709182739258, 'val_rmse_target_0': 0.9241710901260376, 'val_mae_target_0': 0.6100857257843018, 'val_r2_target_0': -4.089367389678955, 'val_rmse_target_1': 0.9769509434700012, 'val_mae_target_1': 0.6907159090042114, 'val_r2_target_1': -8.495878219604492, 'val_rmse_target_2': 0.9212501645088196, 'val_mae_target_2': 0.8192837834358215, 'val_r2_target_2': -3.762139320373535, 'val_rmse_target_3': 1.0679614543914795, 'val_mae_target_3': 0.7538110017776489, 'val_r2_target_3': -12.727449417114258}",COMPLETE
10,0.3752284762966964,2026-01-31 01:31:43.803375,2026-01-31 01:32:12.317035,0 days 00:00:28.513660,attention,0.12665459744124738,32,0.0003848417929118376,1.1028394320541909e-05,"{'val_rmse_mean': 0.975415050983429, 'val_mae_mean': 0.7134617567062378, 'val_r2_mean': -9.3036470413208, 'val_rmse_target_0': 1.0004792213439941, 'val_mae_target_0': 0.6236762404441833, 'val_r2_target_0': -6.423738479614258, 'val_rmse_target_1': 0.9302068948745728, 'val_mae_target_1': 0.6581822633743286, 'val_r2_target_1': -8.387491226196289, 'val_rmse_target_2': 0.971246063709259, 'val_mae_target_2': 0.8569372892379761, 'val_r2_target_2': -7.316847801208496, 'val_rmse_target_3': 0.9997279644012451, 'val_mae_target_3': 0.7150512337684631, 'val_r2_target_3': -15.086511611938477}",COMPLETE
11,0.37591115619849275,2026-01-31 01:32:12.436299,2026-01-31 01:32:42.291869,0 days 00:00:29.855570,attention,0.3728906392579168,32,0.00022945324586603637,7.103410451344469e-05,"{'val_rmse_mean': 0.9881404638290405, 'val_mae_mean': 0.7008633017539978, 'val_r2_mean': -44.56974792480469, 'val_rmse_target_0': 0.9976381063461304, 'val_mae_target_0': 0.6098229885101318, 'val_r2_target_0': -31.508655548095703, 'val_rmse_target_1': 0.980525016784668, 'val_mae_target_1': 0.6511133909225464, 'val_r2_target_1': -51.131900787353516, 'val_rmse_target_2': 0.9477096796035767, 'val_mae_target_2': 0.8120772242546082, 'val_r2_target_2': -26.440080642700195, 'val_rmse_target_3': 1.026689052581787, 'val_mae_target_3': 0.7304397225379944, 'val_r2_target_3': -69.19834899902344}",COMPLETE
12,0.36178230370084447,2026-01-31 01:32:42.410555,2026-01-31 01:33:13.521100,0 days 00:00:31.110545,attention,0.14519004355266532,128,0.0002384203204251431,1.0059526483161234e-05,"{'val_rmse_mean': 0.9460335969924927, 'val_mae_mean': 0.6864534616470337, 'val_r2_mean': -13.384242057800293, 'val_rmse_target_0': 0.8869613409042358, 'val_mae_target_0': 0.5685799717903137, 'val_r2_target_0': -5.005314826965332, 'val_rmse_target_1': 0.9583470821380615, 'val_mae_target_1': 0.6530928015708923, 'val_r2_target_1': -13.825700759887695, 'val_rmse_target_2': 0.9387046694755554, 'val_mae_target_2': 0.8305801749229431, 'val_r2_target_2': -7.736032485961914, 'val_rmse_target_3': 1.0001212358474731, 'val_mae_target_3': 0.6935607194900513, 'val_r2_target_3': -26.969921112060547}",COMPLETE
