,mean_weight
0,0.03527666
1,0.019704891
2,0.07484297
3,0.038372293
4,0.020691544
5,0.07968967
6,0.059151467
7,0.09531792
8,0.050974786
9,0.019224603
10,0.11265617
11,0.076870516
12,0.023706805
13,0.063218266
14,0.03489909
15,0.029206915
16,0.049652092
17,0.024711654
18,0.022197085
19,0.06963465
