number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.5350804779230168,2026-02-04 05:07:23.711975,2026-02-04 05:07:55.659593,0 days 00:00:31.947618,mean,1,0.11866353857092027,64,0.0036931308489607253,5.316393567363664e-05,"{'val_rmse_mean': 1.1150473356246948, 'val_mae_mean': 0.9289394021034241, 'val_r2_mean': -5.518167972564697, 'val_rmse_target_0': 1.1150473356246948, 'val_mae_target_0': 0.9289394021034241, 'val_r2_target_0': -5.518167972564697}",COMPLETE
1,0.5353600251374128,2026-02-04 05:07:55.869749,2026-02-04 05:08:31.010180,0 days 00:00:35.140431,mean,2,0.3862999162170552,32,0.0011265070762134447,0.007120998321265363,"{'val_rmse_mean': 1.1115717887878418, 'val_mae_mean': 0.9254603981971741, 'val_r2_mean': -7.114604949951172, 'val_rmse_target_0': 1.1115717887878418, 'val_mae_target_0': 0.9254603981971741, 'val_r2_target_0': -7.114604949951172}",COMPLETE
2,0.4650577298444087,2026-02-04 05:08:31.219764,2026-02-04 05:09:06.654952,0 days 00:00:35.435188,attention,1,0.2633081829459662,64,0.0001441928423396493,0.00033217649955070863,"{'val_rmse_mean': 1.028701663017273, 'val_mae_mean': 0.8561758399009705, 'val_r2_mean': -37.684410095214844, 'val_rmse_target_0': 1.028701663017273, 'val_mae_target_0': 0.8561758399009705, 'val_r2_target_0': -37.684410095214844}",COMPLETE
3,0.4949363848044649,2026-02-04 05:09:06.866338,2026-02-04 05:09:42.629660,0 days 00:00:35.763322,attention,1,0.23729675541367523,64,0.001693670985386468,2.9749329911111274e-05,"{'val_rmse_mean': 1.084216833114624, 'val_mae_mean': 0.8551979660987854, 'val_r2_mean': -6.279983043670654, 'val_rmse_target_0': 1.084216833114624, 'val_mae_target_0': 0.8551979660987854, 'val_r2_target_0': -6.279983043670654}",COMPLETE
4,0.45965022441103226,2026-02-04 05:09:42.840374,2026-02-04 05:10:21.088890,0 days 00:00:38.248516,attention,2,0.36852880599475624,128,0.00019132326649819588,0.005007335535067279,"{'val_rmse_mean': 1.0086296796798706, 'val_mae_mean': 0.8459045886993408, 'val_r2_mean': -18.445646286010742, 'val_rmse_target_0': 1.0086296796798706, 'val_mae_target_0': 0.8459045886993408, 'val_r2_target_0': -18.445646286010742}",COMPLETE
5,0.462893877695832,2026-02-04 05:10:21.300339,2026-02-04 05:10:54.636674,0 days 00:00:33.336335,mean,1,0.16703050555523824,32,0.00034211028225110353,0.00010723808822388733,"{'val_rmse_mean': 1.018009901046753, 'val_mae_mean': 0.856596052646637, 'val_r2_mean': -32.64234161376953, 'val_rmse_target_0': 1.018009901046753, 'val_mae_target_0': 0.856596052646637, 'val_r2_target_0': -32.64234161376953}",COMPLETE
6,0.5264473802095314,2026-02-04 05:10:54.846731,2026-02-04 05:11:30.371388,0 days 00:00:35.524657,attention,2,0.2500105684188216,128,0.0005652916132823727,0.0018623169977339316,"{'val_rmse_mean': 1.1007941961288452, 'val_mae_mean': 0.9115059971809387, 'val_r2_mean': -5.266831398010254, 'val_rmse_target_0': 1.1007941961288452, 'val_mae_target_0': 0.9115059971809387, 'val_r2_target_0': -5.266831398010254}",COMPLETE
7,0.5311178047586173,2026-02-04 05:11:30.584842,2026-02-04 05:12:06.299685,0 days 00:00:35.714843,attention,3,0.37972258934146624,64,0.00409021999281449,0.00028238021150423333,"{'val_rmse_mean': 1.103176236152649, 'val_mae_mean': 0.9220433831214905, 'val_r2_mean': -6.672218322753906, 'val_rmse_target_0': 1.103176236152649, 'val_mae_target_0': 0.9220433831214905, 'val_r2_target_0': -6.672218322753906}",COMPLETE
8,0.5556767564517368,2026-02-04 05:12:06.511034,2026-02-04 05:12:44.923313,0 days 00:00:38.412279,attention,3,0.15558338362455704,32,0.0010679275970779975,0.0003657684670806826,"{'val_rmse_mean': 1.1475683450698853, 'val_mae_mean': 0.9387392997741699, 'val_r2_mean': -3.544257164001465, 'val_rmse_target_0': 1.1475683450698853, 'val_mae_target_0': 0.9387392997741699, 'val_r2_target_0': -3.544257164001465}",COMPLETE
9,0.43588720580036927,2026-02-04 05:12:45.134540,2026-02-04 05:13:22.564480,0 days 00:00:37.429940,attention,2,0.21092537023088698,32,0.00011164613248576958,0.008132818057669331,"{'val_rmse_mean': 1.0032012462615967, 'val_mae_mean': 0.8225283622741699, 'val_r2_mean': -168.9957275390625, 'val_rmse_target_0': 1.0032012462615967, 'val_mae_target_0': 0.8225283622741699, 'val_r2_target_0': -168.9957275390625}",COMPLETE
