number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.19700944796905215,2026-02-04 08:39:21.760803,2026-02-04 08:39:55.762662,0 days 00:00:34.001859,attention,0.001228195354913281,0.00834729427505094,"{'val_rmse_mean': 0.6700607538223267, 'val_mae_mean': 0.4826882779598236, 'val_r2_mean': 0.35130512714385986, 'val_rmse_target_0': 0.6700607538223267, 'val_mae_target_0': 0.4826882779598236, 'val_r2_target_0': 0.35130512714385986}",COMPLETE
1,0.23401421947511591,2026-02-04 08:39:55.982449,2026-02-04 08:40:27.194735,0 days 00:00:31.212286,mean,0.003181412885032988,1.197308248720792e-05,"{'val_rmse_mean': 0.7034698128700256, 'val_mae_mean': 0.5650128126144409, 'val_r2_mean': 0.17795675992965698, 'val_rmse_target_0': 0.7034698128700256, 'val_mae_target_0': 0.5650128126144409, 'val_r2_target_0': 0.17795675992965698}",COMPLETE
2,0.2197296462521384,2026-02-04 08:40:27.414344,2026-02-04 08:40:58.568033,0 days 00:00:31.153689,mean,0.0013133475893363639,3.144644384682739e-05,"{'val_rmse_mean': 0.6952555775642395, 'val_mae_mean': 0.5438225269317627, 'val_r2_mean': 0.009589970111846924, 'val_rmse_target_0': 0.6952555775642395, 'val_mae_target_0': 0.5438225269317627, 'val_r2_target_0': 0.009589970111846924}",COMPLETE
3,0.2717552014165213,2026-02-04 08:40:58.788644,2026-02-04 08:41:31.292465,0 days 00:00:32.503821,attention,0.00037834689684549793,0.0019855619759903223,"{'val_rmse_mean': 0.8142943382263184, 'val_mae_mean': 0.5710856318473816, 'val_r2_mean': -3.9382128715515137, 'val_rmse_target_0': 0.8142943382263184, 'val_mae_target_0': 0.5710856318473816, 'val_r2_target_0': -3.9382128715515137}",COMPLETE
4,0.35682903878698735,2026-02-04 08:41:31.513356,2026-02-04 08:42:02.713002,0 days 00:00:31.199646,mean,0.00011398352454189852,1.1884790341419048e-05,"{'val_rmse_mean': 0.9368925094604492, 'val_mae_mean': 0.7256735563278198, 'val_r2_mean': -36.633365631103516, 'val_rmse_target_0': 0.9368925094604492, 'val_mae_target_0': 0.7256735563278198, 'val_r2_target_0': -36.633365631103516}",COMPLETE
5,0.21411367071387186,2026-02-04 08:42:02.933082,2026-02-04 08:42:34.247782,0 days 00:00:31.314700,mean,0.0020663950816523285,1.3375310200875335e-05,"{'val_rmse_mean': 0.6889292001724243, 'val_mae_mean': 0.522307813167572, 'val_r2_mean': 0.16384536027908325, 'val_rmse_target_0': 0.6889292001724243, 'val_mae_target_0': 0.522307813167572, 'val_r2_target_0': 0.16384536027908325}",COMPLETE
6,0.2337093688108022,2026-02-04 08:42:34.468099,2026-02-04 08:43:05.363051,0 days 00:00:30.894952,mean,0.0013745865690941302,4.6059903776691764e-05,"{'val_rmse_mean': 0.7162837982177734, 'val_mae_mean': 0.5708374977111816, 'val_r2_mean': 0.0024229884147644043, 'val_rmse_target_0': 0.7162837982177734, 'val_mae_target_0': 0.5708374977111816, 'val_r2_target_0': 0.0024229884147644043}",COMPLETE
7,0.30213665386933525,2026-02-04 08:43:05.583840,2026-02-04 08:43:36.213926,0 days 00:00:30.630086,mean,0.0067176090791538235,2.2591105095782033e-06,"{'val_rmse_mean': 0.8057700991630554, 'val_mae_mean': 0.643679141998291, 'val_r2_mean': 0.029276669025421143, 'val_rmse_target_0': 0.8057700991630554, 'val_mae_target_0': 0.643679141998291, 'val_r2_target_0': 0.029276669025421143}",COMPLETE
8,0.24254913891760493,2026-02-04 08:43:36.435385,2026-02-04 08:44:09.618812,0 days 00:00:33.183427,attention,0.0021009768537612397,0.0001666932396715981,"{'val_rmse_mean': 0.7318407297134399, 'val_mae_mean': 0.5514476299285889, 'val_r2_mean': 0.10227704048156738, 'val_rmse_target_0': 0.7318407297134399, 'val_mae_target_0': 0.5514476299285889, 'val_r2_target_0': 0.10227704048156738}",COMPLETE
9,0.23559168302583405,2026-02-04 08:44:09.840161,2026-02-04 08:44:40.540270,0 days 00:00:30.700109,mean,0.0032122045748411198,4.693657185768087e-05,"{'val_rmse_mean': 0.723941445350647, 'val_mae_mean': 0.5703577995300293, 'val_r2_mean': 0.14411401748657227, 'val_rmse_target_0': 0.723941445350647, 'val_mae_target_0': 0.5703577995300293, 'val_r2_target_0': 0.14411401748657227}",COMPLETE
10,0.24123216827138094,2026-02-04 08:44:40.761724,2026-02-04 08:45:13.804669,0 days 00:00:33.042945,attention,0.000470020215548497,0.008319041446632992,"{'val_rmse_mean': 0.7383358478546143, 'val_mae_mean': 0.5629270672798157, 'val_r2_mean': -1.4834389686584473, 'val_rmse_target_0': 0.7383358478546143, 'val_mae_target_0': 0.5629270672798157, 'val_r2_target_0': -1.4834389686584473}",COMPLETE
11,0.24759229191544432,2026-02-04 08:45:14.025087,2026-02-04 08:45:47.814986,0 days 00:00:33.789899,attention,0.0005562632531374721,0.0005075914612406705,"{'val_rmse_mean': 0.7412007451057434, 'val_mae_mean': 0.5689222812652588, 'val_r2_mean': -1.0588021278381348, 'val_rmse_target_0': 0.7412007451057434, 'val_mae_target_0': 0.5689222812652588, 'val_r2_target_0': -1.0588021278381348}",COMPLETE
12,0.28960814380035216,2026-02-04 08:45:48.034303,2026-02-04 08:46:22.478828,0 days 00:00:34.444525,attention,0.009389350008833555,1.9409610977964006e-06,"{'val_rmse_mean': 0.8003070950508118, 'val_mae_mean': 0.6142054796218872, 'val_r2_mean': -0.21601617336273193, 'val_rmse_target_0': 0.8003070950508118, 'val_mae_target_0': 0.6142054796218872, 'val_r2_target_0': -0.21601617336273193}",COMPLETE
