train_loss,val_loss,epoch
0.35221512083496365,0.059396710246801376,1
0.3542371668985912,0.06070191040635109,2
0.3568817100354603,0.061499789357185364,3
0.34947425925305914,0.06178902089595795,4
0.35970493086746763,0.06201537698507309,5
0.3448850193193981,0.061582889407873154,6
0.35701028257608414,0.061372630298137665,7
0.3472721555403301,0.060822341591119766,8
0.34962983642305645,0.06035056710243225,9
0.35539915944848743,0.05965806543827057,10
0.3529240254844938,0.059069450944662094,11
0.3588048070669174,0.05845562741160393,12
0.3549229864563261,0.05784238502383232,13
0.35100058359759195,0.05736449733376503,14
0.35127648285457064,0.05713064223527908,15
0.3421483870063509,0.056721869856119156,16
0.3360001402241843,0.05630272626876831,17
0.3582344331911632,0.05601419508457184,18
0.3484109214373997,0.05573829635977745,19
0.3393557092973164,0.05561896786093712,20
0.34775338641234804,0.05534032732248306,21
0.3303463820900236,0.05515553057193756,22
0.34385210062776295,0.0549747571349144,23
0.3527201179947172,0.05490461736917496,24
0.3641658680779593,0.05471808463335037,25
0.3294688654797418,0.054565753787755966,26
0.34263340277331217,0.05443952977657318,27
0.33769380673766136,0.05431561544537544,28
0.3482839656727655,0.05416019633412361,29
0.32910050451755524,0.05399753525853157,30
0.33747651108673643,0.053936850279569626,31
0.3275981353861945,0.05384217947721481,32
0.3536707269293921,0.053752802312374115,33
0.3452040616955076,0.053663965314626694,34
0.3405790094818388,0.05356977880001068,35
0.3368469221251352,0.05350999906659126,36
0.3376715289694922,0.05344478413462639,37
0.3335280902683735,0.05337480828166008,38
0.3415460352386747,0.053312595933675766,39
0.33762591651507784,0.05330038443207741,40
0.35137962230614256,0.053260836750268936,41
0.3426300606557301,0.053228579461574554,42
0.3351453090352671,0.05321488901972771,43
0.3251781335898808,0.05319054797291756,44
0.31674649459975107,0.05319247022271156,45
0.32777764541762217,0.05318450182676315,46
0.3363136670419148,0.0531705841422081,47
0.3708685721669878,0.05316321551799774,48
0.34690992747034344,0.05316733568906784,49
0.342671411378043,0.053169865161180496,50
