number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.35530168264328194,2026-02-02 13:30:13.070901,2026-02-02 13:30:47.803944,0 days 00:00:34.733043,16,0.324843971757736,0.00023010781445499695,2,mean,4,64,16,0.0037680563772689037,"{'val_rmse_mean': 1.0465526580810547, 'val_mae_mean': 0.6611374616622925, 'val_r2_mean': -86.86543273925781, 'val_rmse_target_0': 1.0465526580810547, 'val_mae_target_0': 0.6611374616622925, 'val_r2_target_0': -86.86543273925781}",COMPLETE
1,0.3503424792485869,2026-02-02 13:30:47.885809,2026-02-02 13:31:24.498832,0 days 00:00:36.613023,16,0.4467104220589042,0.00019107338620418158,2,mean,16,64,16,0.0023050472379557998,"{'val_rmse_mean': 1.033173680305481, 'val_mae_mean': 0.6532355546951294, 'val_r2_mean': -139.94277954101562, 'val_rmse_target_0': 1.033173680305481, 'val_mae_target_0': 0.6532355546951294, 'val_r2_target_0': -139.94277954101562}",COMPLETE
2,0.36511373997631447,2026-02-02 13:31:24.581667,2026-02-02 13:32:01.177244,0 days 00:00:36.595577,16,0.2237371792524165,7.469055803382647e-05,2,mean,8,32,16,0.007239334655889801,"{'val_rmse_mean': 1.052025318145752, 'val_mae_mean': 0.6849160194396973, 'val_r2_mean': -63.86225891113281, 'val_rmse_target_0': 1.052025318145752, 'val_mae_target_0': 0.6849160194396973, 'val_r2_target_0': -63.86225891113281}",COMPLETE
3,0.34040201679454185,2026-02-02 13:32:01.259166,2026-02-02 13:32:37.938244,0 days 00:00:36.679078,16,0.23926300964674127,0.0002228235781708224,2,mean,8,32,16,0.0029547980352022983,"{'val_rmse_mean': 1.0024843215942383, 'val_mae_mean': 0.6351315975189209, 'val_r2_mean': -71.11322784423828, 'val_rmse_target_0': 1.0024843215942383, 'val_mae_target_0': 0.6351315975189209, 'val_r2_target_0': -71.11322784423828}",COMPLETE
4,0.3693124853026112,2026-02-02 13:32:38.021223,2026-02-02 13:33:12.408183,0 days 00:00:34.386960,16,0.20968799168965752,0.000219527190965625,2,mean,4,256,16,0.0011294913182212402,"{'val_rmse_mean': 1.0378973484039307, 'val_mae_mean': 0.6867684721946716, 'val_r2_mean': -15.971158981323242, 'val_rmse_target_0': 1.0378973484039307, 'val_mae_target_0': 0.6867684721946716, 'val_r2_target_0': -15.971158981323242}",COMPLETE
5,0.36780631698719746,2026-02-02 13:33:12.490118,2026-02-02 13:33:49.078455,0 days 00:00:36.588337,16,0.28184042579189217,0.00017086214242187408,2,mean,4,256,16,0.005919686458565856,"{'val_rmse_mean': 1.053658127784729, 'val_mae_mean': 0.6788749694824219, 'val_r2_mean': -36.98440170288086, 'val_rmse_target_0': 1.053658127784729, 'val_mae_target_0': 0.6788749694824219, 'val_r2_target_0': -36.98440170288086}",COMPLETE
6,0.3430431783840672,2026-02-02 13:33:49.161460,2026-02-02 13:34:25.300576,0 days 00:00:36.139116,16,0.27990067270129465,0.0002796284822015556,2,mean,16,64,16,0.0010167213962331116,"{'val_rmse_mean': 1.0016746520996094, 'val_mae_mean': 0.6518142819404602, 'val_r2_mean': -16.48665428161621, 'val_rmse_target_0': 1.0016746520996094, 'val_mae_target_0': 0.6518142819404602, 'val_r2_target_0': -16.48665428161621}",COMPLETE
7,0.3589482905970524,2026-02-02 13:34:25.382548,2026-02-02 13:35:01.999786,0 days 00:00:36.617238,16,0.2666999891050623,0.00012196317406788487,2,mean,16,128,16,0.001937822550612336,"{'val_rmse_mean': 1.0456013679504395, 'val_mae_mean': 0.6705706119537354, 'val_r2_mean': -72.92140197753906, 'val_rmse_target_0': 1.0456013679504395, 'val_mae_target_0': 0.6705706119537354, 'val_r2_target_0': -72.92140197753906}",COMPLETE
8,0.36028648445089523,2026-02-02 13:35:02.085056,2026-02-02 13:35:39.272308,0 days 00:00:37.187252,16,0.20280889533830518,7.850038702213076e-05,2,mean,4,128,16,0.0010125612685870844,"{'val_rmse_mean': 1.05543053150177, 'val_mae_mean': 0.6557446122169495, 'val_r2_mean': -91.38750457763672, 'val_rmse_target_0': 1.05543053150177, 'val_mae_target_0': 0.6557446122169495, 'val_r2_target_0': -91.38750457763672}",COMPLETE
9,0.3530609473336544,2026-02-02 13:35:39.356481,2026-02-02 13:36:14.740229,0 days 00:00:35.383748,16,0.32726878430056416,0.00038484562608885576,2,mean,8,128,16,0.0038442761906456405,"{'val_rmse_mean': 1.0211695432662964, 'val_mae_mean': 0.646557092666626, 'val_r2_mean': -9.106067657470703, 'val_rmse_target_0': 1.0211695432662964, 'val_mae_target_0': 0.646557092666626, 'val_r2_target_0': -9.106067657470703}",COMPLETE
10,0.3608292493434554,2026-02-02 13:36:14.823020,2026-02-02 13:36:51.968952,0 days 00:00:37.145932,16,0.41084028727176397,0.0004945104778708196,2,mean,8,32,16,0.0020553339566257087,"{'val_rmse_mean': 1.0133665800094604, 'val_mae_mean': 0.6735327243804932, 'val_r2_mean': -26.632707595825195, 'val_rmse_target_0': 1.0133665800094604, 'val_mae_target_0': 0.6735327243804932, 'val_r2_target_0': -26.632707595825195}",COMPLETE
11,0.3315660060012912,2026-02-02 13:36:52.051020,2026-02-02 13:37:26.622678,0 days 00:00:34.571658,16,0.2851487786609754,0.00034599084471145515,2,mean,16,64,16,0.005128245568963702,"{'val_rmse_mean': 0.9527525305747986, 'val_mae_mean': 0.637985348701477, 'val_r2_mean': -7.306023597717285, 'val_rmse_target_0': 0.9527525305747986, 'val_mae_target_0': 0.637985348701477, 'val_r2_target_0': -7.306023597717285}",COMPLETE
12,0.34720575903434564,2026-02-02 13:37:26.706624,2026-02-02 13:38:03.170186,0 days 00:00:36.463562,16,0.36696028188392227,0.00030442807441890987,2,mean,16,32,16,0.005125309603160675,"{'val_rmse_mean': 1.0167791843414307, 'val_mae_mean': 0.627919614315033, 'val_r2_mean': -35.73994445800781, 'val_rmse_target_0': 1.0167791843414307, 'val_mae_target_0': 0.627919614315033, 'val_r2_target_0': -35.73994445800781}",COMPLETE
13,0.32944659563859374,2026-02-02 13:38:03.255308,2026-02-02 13:38:40.020132,0 days 00:00:36.764824,16,0.4967579150309691,0.00011272086982637613,2,mean,8,32,16,0.009139595378697268,"{'val_rmse_mean': 1.0030357837677002, 'val_mae_mean': 0.6189232468605042, 'val_r2_mean': -83.18490600585938, 'val_rmse_target_0': 1.0030357837677002, 'val_mae_target_0': 0.6189232468605042, 'val_r2_target_0': -83.18490600585938}",COMPLETE
14,0.34739057662901124,2026-02-02 13:38:40.101938,2026-02-02 13:39:15.735247,0 days 00:00:35.633309,16,0.4684372661335578,0.0001261104332743193,2,mean,16,64,16,0.009676498385332502,"{'val_rmse_mean': 1.0215044021606445, 'val_mae_mean': 0.6560787558555603, 'val_r2_mean': -262.2626647949219, 'val_rmse_target_0': 1.0215044021606445, 'val_mae_target_0': 0.6560787558555603, 'val_r2_target_0': -262.2626647949219}",COMPLETE
15,0.3642063121908534,2026-02-02 13:39:15.819431,2026-02-02 13:39:52.707190,0 days 00:00:36.887759,16,0.38475205236324694,0.000106244877130069,2,mean,8,32,16,0.009607658525263418,"{'val_rmse_mean': 1.0409743785858154, 'val_mae_mean': 0.6898133754730225, 'val_r2_mean': -96.22886657714844, 'val_rmse_target_0': 1.0409743785858154, 'val_mae_target_0': 0.6898133754730225, 'val_r2_target_0': -96.22886657714844}",COMPLETE
16,0.34399890664671723,2026-02-02 13:39:52.789906,2026-02-02 13:40:30.141471,0 days 00:00:37.351565,16,0.49791499204662065,5.703011557262315e-05,2,mean,16,64,16,0.007093607292833802,"{'val_rmse_mean': 1.0131953954696655, 'val_mae_mean': 0.646554708480835, 'val_r2_mean': -83.26457214355469, 'val_rmse_target_0': 1.0131953954696655, 'val_mae_target_0': 0.646554708480835, 'val_r2_target_0': -83.26457214355469}",COMPLETE
17,0.3784682041861945,2026-02-02 13:40:30.225703,2026-02-02 13:41:06.955835,0 days 00:00:36.730132,16,0.32090642965899674,0.0001499449437193159,2,mean,8,256,16,0.004968663892554359,"{'val_rmse_mean': 1.0704151391983032, 'val_mae_mean': 0.6958186030387878, 'val_r2_mean': -38.20648193359375, 'val_rmse_target_0': 1.0704151391983032, 'val_mae_target_0': 0.6958186030387878, 'val_r2_target_0': -38.20648193359375}",COMPLETE
