,mean_weight
0,0.050006203
1,0.050142087
2,0.04982537
3,0.049811963
4,0.049867593
5,0.049897615
6,0.049737826
7,0.050156992
8,0.04994664
9,0.050318692
10,0.049744364
11,0.050097894
12,0.049673542
13,0.049868226
14,0.050076462
15,0.050124183
16,0.050150413
17,0.050155345
18,0.050187297
19,0.05021133
