,mean_weight
0,0.051305175
1,0.052210778
2,0.049365435
3,0.04796146
4,0.04958141
5,0.04837725
6,0.048684232
7,0.0498484
8,0.049596276
9,0.050392587
10,0.04905108
11,0.048216097
12,0.04918958
13,0.049034957
14,0.048295032
15,0.05046051
16,0.053035203
17,0.05171327
18,0.051387504
19,0.052293744
