number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.46505052656195606,2026-02-03 22:49:02.514255,2026-02-03 22:49:35.287147,0 days 00:00:32.772892,attention,0.0018151203307617881,0.0002601485232851757,"{'val_rmse_mean': 1.0446327924728394, 'val_mae_mean': 0.8195726871490479, 'val_r2_mean': -1.8650968074798584, 'val_rmse_target_0': 1.0446327924728394, 'val_mae_target_0': 0.8195726871490479, 'val_r2_target_0': -1.8650968074798584}",COMPLETE
1,0.43612340446540016,2026-02-03 22:49:35.478722,2026-02-03 22:50:07.478254,0 days 00:00:31.999532,attention,0.0005873234433034154,0.0015478696402565185,"{'val_rmse_mean': 1.0055402517318726, 'val_mae_mean': 0.8026458024978638, 'val_r2_mean': -5.466686725616455, 'val_rmse_target_0': 1.0055402517318726, 'val_mae_target_0': 0.8026458024978638, 'val_r2_target_0': -5.466686725616455}",COMPLETE
2,0.38786829331958733,2026-02-03 22:50:07.669132,2026-02-03 22:50:41.219830,0 days 00:00:33.550698,attention,0.00010486868479354118,0.004918574470128861,"{'val_rmse_mean': 0.9321011900901794, 'val_mae_mean': 0.7669501304626465, 'val_r2_mean': -6.406533718109131, 'val_rmse_target_0': 0.9321011900901794, 'val_mae_target_0': 0.7669501304626465, 'val_r2_target_0': -6.406533718109131}",COMPLETE
3,0.3940180817929407,2026-02-03 22:50:41.410923,2026-02-03 22:51:13.413729,0 days 00:00:32.002806,attention,0.0007165531082238811,5.226198112833726e-06,"{'val_rmse_mean': 0.9307704567909241, 'val_mae_mean': 0.7509785890579224, 'val_r2_mean': -2.565385103225708, 'val_rmse_target_0': 0.9307704567909241, 'val_mae_target_0': 0.7509785890579224, 'val_r2_target_0': -2.565385103225708}",COMPLETE
4,0.37683474504026687,2026-02-03 22:51:13.604293,2026-02-03 22:51:45.181722,0 days 00:00:31.577429,mean,0.00040052216870917103,0.0004992664778936716,"{'val_rmse_mean': 0.9171899557113647, 'val_mae_mean': 0.743157684803009, 'val_r2_mean': -8.996773719787598, 'val_rmse_target_0': 0.9171899557113647, 'val_mae_target_0': 0.743157684803009, 'val_r2_target_0': -8.996773719787598}",COMPLETE
5,0.40217538232940975,2026-02-03 22:51:45.374045,2026-02-03 22:52:17.099782,0 days 00:00:31.725737,attention,0.00039208084272177393,0.004400676758516277,"{'val_rmse_mean': 0.9518585801124573, 'val_mae_mean': 0.7608857154846191, 'val_r2_mean': -9.083974838256836, 'val_rmse_target_0': 0.9518585801124573, 'val_mae_target_0': 0.7608857154846191, 'val_r2_target_0': -9.083974838256836}",COMPLETE
6,0.35478010396063503,2026-02-03 22:52:17.289842,2026-02-03 22:52:46.631588,0 days 00:00:29.341746,mean,0.0012129633207912216,0.00012358435414328427,"{'val_rmse_mean': 0.8810638785362244, 'val_mae_mean': 0.7033003568649292, 'val_r2_mean': -2.4963626861572266, 'val_rmse_target_0': 0.8810638785362244, 'val_mae_target_0': 0.7033003568649292, 'val_r2_target_0': -2.4963626861572266}",COMPLETE
7,0.42534571599982746,2026-02-03 22:52:46.822964,2026-02-03 22:53:19.417062,0 days 00:00:32.594098,attention,0.00023300815150625306,1.2984906513628727e-05,"{'val_rmse_mean': 0.9916081428527832, 'val_mae_mean': 0.7866817116737366, 'val_r2_mean': -11.18230152130127, 'val_rmse_target_0': 0.9916081428527832, 'val_mae_target_0': 0.7866817116737366, 'val_r2_target_0': -11.18230152130127}",COMPLETE
8,0.3687028936282904,2026-02-03 22:53:19.609280,2026-02-03 22:53:49.572447,0 days 00:00:29.963167,mean,0.001540255583538461,2.3271986618728313e-05,"{'val_rmse_mean': 0.8900851011276245, 'val_mae_mean': 0.7289151549339294, 'val_r2_mean': -1.3488974571228027, 'val_rmse_target_0': 0.8900851011276245, 'val_mae_target_0': 0.7289151549339294, 'val_r2_target_0': -1.3488974571228027}",COMPLETE
9,0.44611854541020607,2026-02-03 22:53:49.762999,2026-02-03 22:54:22.517801,0 days 00:00:32.754802,attention,0.0003794310370036191,1.6755819728025318e-05,"{'val_rmse_mean': 1.017290711402893, 'val_mae_mean': 0.8281143307685852, 'val_r2_mean': -9.13341236114502, 'val_rmse_target_0': 1.017290711402893, 'val_mae_target_0': 0.8281143307685852, 'val_r2_target_0': -9.13341236114502}",COMPLETE
