,mean_weight
0,0.06172242
1,0.029581862
2,0.06863818
3,0.07407631
4,0.019779993
5,0.022082144
6,0.020312196
7,0.02422193
8,0.024068948
9,0.020159401
10,0.13488957
11,0.020450046
12,0.13614812
13,0.13677754
14,0.041201662
15,0.024624972
16,0.04756295
17,0.026242545
18,0.029630331
19,0.03782884
