number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.3292251554429876,2026-02-02 15:12:43.512826,2026-02-02 15:13:09.144503,0 days 00:00:25.631677,attention,0.00017160817597454813,0.23567280161424123,0.0020150582668865538,"{'val_rmse_mean': 0.8605573773384094, 'val_mae_mean': 0.6798297166824341, 'val_r2_mean': -0.5430067777633667, 'val_rmse_target_0': 0.8605573773384094, 'val_mae_target_0': 0.6798297166824341, 'val_r2_target_0': -0.5430067777633667}",COMPLETE
1,0.3735098007298937,2026-02-02 15:13:09.229485,2026-02-02 15:13:34.753503,0 days 00:00:25.524018,attention,0.00021732669645263433,0.2352409773642613,0.00033009982262518746,"{'val_rmse_mean': 1.0400183200836182, 'val_mae_mean': 0.7123386859893799, 'val_r2_mean': -9.272215843200684, 'val_rmse_target_0': 1.0400183200836182, 'val_mae_target_0': 0.7123386859893799, 'val_r2_target_0': -9.272215843200684}",COMPLETE
2,0.3450115051517194,2026-02-02 15:13:34.839226,2026-02-02 15:13:57.647868,0 days 00:00:22.808642,mean,0.013381632896456826,0.3719284242226838,0.00030549958232281484,"{'val_rmse_mean': 1.043365716934204, 'val_mae_mean': 0.6297463178634644, 'val_r2_mean': -10.037178993225098, 'val_rmse_target_0': 1.043365716934204, 'val_mae_target_0': 0.6297463178634644, 'val_r2_target_0': -10.037178993225098}",COMPLETE
3,0.342335712592844,2026-02-02 15:13:57.733289,2026-02-02 15:14:22.630295,0 days 00:00:24.897006,attention,0.7126968927725253,0.6275690951929424,0.002693570366695823,"{'val_rmse_mean': 0.8732640743255615, 'val_mae_mean': 0.7136771082878113, 'val_r2_mean': -0.19487500190734863, 'val_rmse_target_0': 0.8732640743255615, 'val_mae_target_0': 0.7136771082878113, 'val_r2_target_0': -0.19487500190734863}",COMPLETE
4,0.3120547035661595,2026-02-02 15:14:22.713979,2026-02-02 15:14:45.016862,0 days 00:00:22.302883,mean,0.4483160793534089,0.45915412845343717,0.0004954313380732445,"{'val_rmse_mean': 0.9150508642196655, 'val_mae_mean': 0.6167550683021545, 'val_r2_mean': -5.680002689361572, 'val_rmse_target_0': 0.9150508642196655, 'val_mae_target_0': 0.6167550683021545, 'val_r2_target_0': -5.680002689361572}",COMPLETE
5,0.30922243256285314,2026-02-02 15:14:45.101498,2026-02-02 15:15:09.979370,0 days 00:00:24.877872,attention,0.14419985129543791,0.42224042436990106,0.0005012003908617515,"{'val_rmse_mean': 0.9420440793037415, 'val_mae_mean': 0.6057167053222656, 'val_r2_mean': -8.918478012084961, 'val_rmse_target_0': 0.9420440793037415, 'val_mae_target_0': 0.6057167053222656, 'val_r2_target_0': -8.918478012084961}",COMPLETE
6,0.34130683648011956,2026-02-02 15:15:10.062923,2026-02-02 15:15:33.818924,0 days 00:00:23.756001,attention,0.0005576565280603486,0.1891261360760865,0.0002511811535986173,"{'val_rmse_mean': 1.002954125404358, 'val_mae_mean': 0.6631897687911987, 'val_r2_mean': -7.33231258392334, 'val_rmse_target_0': 1.002954125404358, 'val_mae_target_0': 0.6631897687911987, 'val_r2_target_0': -7.33231258392334}",COMPLETE
7,0.3637940480408293,2026-02-02 15:15:33.903945,2026-02-02 15:15:58.922033,0 days 00:00:25.018088,attention,0.01038588123401904,0.26506094948721454,0.0001590531072332481,"{'val_rmse_mean': 1.031065821647644, 'val_mae_mean': 0.6950611472129822, 'val_r2_mean': -29.722942352294922, 'val_rmse_target_0': 1.031065821647644, 'val_mae_target_0': 0.6950611472129822, 'val_r2_target_0': -29.722942352294922}",COMPLETE
8,0.2789572730263764,2026-02-02 15:15:59.006475,2026-02-02 15:16:20.801671,0 days 00:00:21.795196,mean,0.0006401349405426155,0.7653297169119344,0.0008141164033218058,"{'val_rmse_mean': 0.8511431217193604, 'val_mae_mean': 0.5829169750213623, 'val_r2_mean': -1.7340350151062012, 'val_rmse_target_0': 0.8511431217193604, 'val_mae_target_0': 0.5829169750213623, 'val_r2_target_0': -1.7340350151062012}",COMPLETE
9,0.2919777884294658,2026-02-02 15:16:20.886408,2026-02-02 15:16:45.805353,0 days 00:00:24.918945,attention,0.021875557901309427,0.7144782306516774,0.0027487359822794435,"{'val_rmse_mean': 0.8430740237236023, 'val_mae_mean': 0.621187150478363, 'val_r2_mean': -0.5805128812789917, 'val_rmse_target_0': 0.8430740237236023, 'val_mae_target_0': 0.621187150478363, 'val_r2_target_0': -0.5805128812789917}",COMPLETE
10,0.3050633845643326,2026-02-02 15:16:45.892832,2026-02-02 15:17:08.783393,0 days 00:00:22.890561,mean,0.0013394839278959474,0.8354942743047725,0.001192375474256841,"{'val_rmse_mean': 0.8677569627761841, 'val_mae_mean': 0.6226581931114197, 'val_r2_mean': -1.3341867923736572, 'val_rmse_target_0': 0.8677569627761841, 'val_mae_target_0': 0.6226581931114197, 'val_r2_target_0': -1.3341867923736572}",COMPLETE
11,0.33503834894223783,2026-02-02 15:17:08.867818,2026-02-02 15:17:32.276664,0 days 00:00:23.408846,mean,0.00251451876172936,0.7376373641687386,0.004717611032698425,"{'val_rmse_mean': 0.8844331502914429, 'val_mae_mean': 0.6793307662010193, 'val_r2_mean': -0.22673344612121582, 'val_rmse_target_0': 0.8844331502914429, 'val_mae_target_0': 0.6793307662010193, 'val_r2_target_0': -0.22673344612121582}",COMPLETE
12,0.2740131039701265,2026-02-02 15:17:32.360996,2026-02-02 15:17:55.732913,0 days 00:00:23.371917,mean,0.05957823886169069,0.6218591045842567,0.0010917568654192759,"{'val_rmse_mean': 0.8192101716995239, 'val_mae_mean': 0.5912144184112549, 'val_r2_mean': -1.49538254737854, 'val_rmse_target_0': 0.8192101716995239, 'val_mae_target_0': 0.5912144184112549, 'val_r2_target_0': -1.49538254737854}",COMPLETE
13,0.30644006226039316,2026-02-02 15:17:55.817031,2026-02-02 15:18:19.295636,0 days 00:00:23.478605,mean,0.060491048376613746,0.5839681277709554,0.0011048374563438633,"{'val_rmse_mean': 0.858096718788147, 'val_mae_mean': 0.6392739415168762, 'val_r2_mean': -1.328329086303711, 'val_rmse_target_0': 0.858096718788147, 'val_mae_target_0': 0.6392739415168762, 'val_r2_target_0': -1.328329086303711}",COMPLETE
14,0.28118630846681,2026-02-02 15:18:19.379749,2026-02-02 15:18:43.086596,0 days 00:00:23.706847,mean,0.0030573663774899314,0.89889063144955,0.0009414281922808757,"{'val_rmse_mean': 0.8475220203399658, 'val_mae_mean': 0.5869584679603577, 'val_r2_mean': -1.6664323806762695, 'val_rmse_target_0': 0.8475220203399658, 'val_mae_target_0': 0.5869584679603577, 'val_r2_target_0': -1.6664323806762695}",COMPLETE
15,0.315599603681457,2026-02-02 15:18:43.171142,2026-02-02 15:19:05.553076,0 days 00:00:22.381934,mean,0.06641875751925645,0.5593977890974472,0.001647658331287184,"{'val_rmse_mean': 0.8585871458053589, 'val_mae_mean': 0.6564955711364746, 'val_r2_mean': -0.6769124269485474, 'val_rmse_target_0': 0.8585871458053589, 'val_mae_target_0': 0.6564955711364746, 'val_r2_target_0': -0.6769124269485474}",COMPLETE
16,0.2871983668452163,2026-02-02 15:19:05.637979,2026-02-02 15:19:28.775212,0 days 00:00:23.137233,mean,0.004230883040656183,0.7381549231747387,0.0006397903186383888,"{'val_rmse_mean': 0.8268162608146667, 'val_mae_mean': 0.5965553522109985, 'val_r2_mean': -1.7199018001556396, 'val_rmse_target_0': 0.8268162608146667, 'val_mae_target_0': 0.5965553522109985, 'val_r2_target_0': -1.7199018001556396}",COMPLETE
17,0.3762188219772927,2026-02-02 15:19:28.858909,2026-02-02 15:19:52.302747,0 days 00:00:23.443838,mean,0.000691199252454557,0.6525421796618505,0.0001270514087396508,"{'val_rmse_mean': 1.0695149898529053, 'val_mae_mean': 0.6883318424224854, 'val_r2_mean': -28.27726173400879, 'val_rmse_target_0': 1.0695149898529053, 'val_mae_target_0': 0.6883318424224854, 'val_r2_target_0': -28.27726173400879}",COMPLETE
18,0.2997902643587117,2026-02-02 15:19:52.388007,2026-02-02 15:20:15.151936,0 days 00:00:22.763929,mean,0.040290680941824815,0.8306139762020781,0.0007350641936351627,"{'val_rmse_mean': 0.8820546269416809, 'val_mae_mean': 0.6042637825012207, 'val_r2_mean': -2.4421730041503906, 'val_rmse_target_0': 0.8820546269416809, 'val_mae_target_0': 0.6042637825012207, 'val_r2_target_0': -2.4421730041503906}",COMPLETE
19,0.3299449476584144,2026-02-02 15:20:15.236430,2026-02-02 15:20:38.282514,0 days 00:00:23.046084,mean,0.22863285023847033,0.6693551197496372,0.0015459617721472628,"{'val_rmse_mean': 0.889142632484436, 'val_mae_mean': 0.6565341949462891, 'val_r2_mean': -1.1515910625457764, 'val_rmse_target_0': 0.889142632484436, 'val_mae_target_0': 0.6565341949462891, 'val_r2_target_0': -1.1515910625457764}",COMPLETE
20,0.3200513219754039,2026-02-02 15:20:38.367033,2026-02-02 15:21:00.410128,0 days 00:00:22.043095,mean,0.00011083761480376695,0.53559241489379,0.004955805824420964,"{'val_rmse_mean': 0.8605897426605225, 'val_mae_mean': 0.6968029737472534, 'val_r2_mean': -0.3147408962249756, 'val_rmse_target_0': 0.8605897426605225, 'val_mae_target_0': 0.6968029737472534, 'val_r2_target_0': -0.3147408962249756}",COMPLETE
21,0.30299533648347415,2026-02-02 15:21:00.494232,2026-02-02 15:21:23.597491,0 days 00:00:23.103259,mean,0.0026798627199137387,0.8576650376380308,0.0009093007143290386,"{'val_rmse_mean': 0.8629291653633118, 'val_mae_mean': 0.6318808794021606, 'val_r2_mean': -2.4985463619232178, 'val_rmse_target_0': 0.8629291653633118, 'val_mae_target_0': 0.6318808794021606, 'val_r2_target_0': -2.4985463619232178}",COMPLETE
22,0.27574364667492757,2026-02-02 15:21:23.682103,2026-02-02 15:21:46.355919,0 days 00:00:22.673816,mean,0.00063208684860556,0.8933795333883182,0.000858267944552706,"{'val_rmse_mean': 0.8078058362007141, 'val_mae_mean': 0.5732822418212891, 'val_r2_mean': -1.0933046340942383, 'val_rmse_target_0': 0.8078058362007141, 'val_mae_target_0': 0.5732822418212891, 'val_r2_target_0': -1.0933046340942383}",COMPLETE
23,0.2983528876815129,2026-02-02 15:21:46.440263,2026-02-02 15:22:09.165394,0 days 00:00:22.725131,mean,0.0005294720611765513,0.7821853938121232,0.0005059378086617191,"{'val_rmse_mean': 0.8873342275619507, 'val_mae_mean': 0.6048502326011658, 'val_r2_mean': -6.591034412384033, 'val_rmse_target_0': 0.8873342275619507, 'val_mae_target_0': 0.6048502326011658, 'val_r2_target_0': -6.591034412384033}",COMPLETE
24,0.27134814053446193,2026-02-02 15:22:09.250984,2026-02-02 15:22:32.133385,0 days 00:00:22.882401,mean,0.0003407367702656957,0.782739778670842,0.0007660920696229666,"{'val_rmse_mean': 0.8260142207145691, 'val_mae_mean': 0.5711185932159424, 'val_r2_mean': -1.7883169651031494, 'val_rmse_target_0': 0.8260142207145691, 'val_mae_target_0': 0.5711185932159424, 'val_r2_target_0': -1.7883169651031494}",COMPLETE
25,0.3005083297137861,2026-02-02 15:22:32.216710,2026-02-02 15:22:55.416827,0 days 00:00:23.200117,mean,0.005134063471163888,0.8937770331955902,0.0006309040083984161,"{'val_rmse_mean': 0.8796984553337097, 'val_mae_mean': 0.6254951357841492, 'val_r2_mean': -3.361142635345459, 'val_rmse_target_0': 0.8796984553337097, 'val_mae_target_0': 0.6254951357841492, 'val_r2_target_0': -3.361142635345459}",COMPLETE
26,0.3024259996869929,2026-02-02 15:22:55.500999,2026-02-02 15:23:19.146423,0 days 00:00:23.645424,mean,0.00034129564254799916,0.8145592542581712,0.0013196307579929165,"{'val_rmse_mean': 0.866676390171051, 'val_mae_mean': 0.6143931150436401, 'val_r2_mean': -1.2770230770111084, 'val_rmse_target_0': 0.866676390171051, 'val_mae_target_0': 0.6143931150436401, 'val_r2_target_0': -1.2770230770111084}",COMPLETE
27,0.3224069045671193,2026-02-02 15:23:19.231310,2026-02-02 15:23:42.760807,0 days 00:00:23.529497,mean,0.0011823998248564407,0.10050703627010615,0.00219464602082183,"{'val_rmse_mean': 0.8833689093589783, 'val_mae_mean': 0.6651096343994141, 'val_r2_mean': -0.772411584854126, 'val_rmse_target_0': 0.8833689093589783, 'val_mae_target_0': 0.6651096343994141, 'val_r2_target_0': -0.772411584854126}",COMPLETE
28,0.3080364911993793,2026-02-02 15:23:42.846419,2026-02-02 15:24:05.678618,0 days 00:00:22.832199,mean,0.0001003969569898524,0.6771121187341599,0.0004007524077406346,"{'val_rmse_mean': 0.9439910650253296, 'val_mae_mean': 0.6142695546150208, 'val_r2_mean': -10.012275695800781, 'val_rmse_target_0': 0.9439910650253296, 'val_mae_target_0': 0.6142695546150208, 'val_r2_target_0': -10.012275695800781}",COMPLETE
29,0.32924112557709495,2026-02-02 15:24:05.762665,2026-02-02 15:24:28.809954,0 days 00:00:23.047289,mean,0.00024237210388307177,0.5971969947724525,0.00021132761971779269,"{'val_rmse_mean': 0.9407625794410706, 'val_mae_mean': 0.6554731726646423, 'val_r2_mean': -12.919339179992676, 'val_rmse_target_0': 0.9407625794410706, 'val_mae_target_0': 0.6554731726646423, 'val_r2_target_0': -12.919339179992676}",COMPLETE
