number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.454416442011414,2026-02-04 02:59:42.115853,2026-02-04 03:00:13.641471,0 days 00:00:31.525618,mean,0.011875640423449838,0.5839817808030774,0.00028831050531447506,"{'val_rmse_mean': 1.0022194385528564, 'val_mae_mean': 0.8158264756202698, 'val_r2_mean': -21.510488510131836, 'val_rmse_target_0': 1.0022194385528564, 'val_mae_target_0': 0.8158264756202698, 'val_r2_target_0': -21.510488510131836}",COMPLETE
1,0.44922121516342656,2026-02-04 03:00:13.863888,2026-02-04 03:00:45.202978,0 days 00:00:31.339090,mean,0.06484406023904915,0.40575408203550556,0.00026031523587860105,"{'val_rmse_mean': 1.0026588439941406, 'val_mae_mean': 0.8400359153747559, 'val_r2_mean': -23.341808319091797, 'val_rmse_target_0': 1.0026588439941406, 'val_mae_target_0': 0.8400359153747559, 'val_r2_target_0': -23.341808319091797}",COMPLETE
2,0.46376414379618064,2026-02-04 03:00:45.406300,2026-02-04 03:01:18.977343,0 days 00:00:33.571043,attention,0.09035203415611187,0.509393529388906,0.002279787720679426,"{'val_rmse_mean': 1.0241191387176514, 'val_mae_mean': 0.8335955142974854, 'val_r2_mean': -1.768876552581787, 'val_rmse_target_0': 1.0241191387176514, 'val_mae_target_0': 0.8335955142974854, 'val_r2_target_0': -1.768876552581787}",COMPLETE
3,0.48181071009538656,2026-02-04 03:01:19.181913,2026-02-04 03:01:50.588670,0 days 00:00:31.406757,mean,0.0004161547800805624,0.21985927881566678,0.0014706170085937475,"{'val_rmse_mean': 1.0470764636993408, 'val_mae_mean': 0.8523285984992981, 'val_r2_mean': -6.873637676239014, 'val_rmse_target_0': 1.0470764636993408, 'val_mae_target_0': 0.8523285984992981, 'val_r2_target_0': -6.873637676239014}",COMPLETE
4,0.40762151230915655,2026-02-04 03:01:50.792374,2026-02-04 03:02:22.677168,0 days 00:00:31.884794,mean,0.21245824571498217,0.7244123072829517,0.0003386279170078885,"{'val_rmse_mean': 0.9410815238952637, 'val_mae_mean': 0.7998740673065186, 'val_r2_mean': -23.39101219177246, 'val_rmse_target_0': 0.9410815238952637, 'val_mae_target_0': 0.7998740673065186, 'val_r2_target_0': -23.39101219177246}",COMPLETE
5,0.6401475553262841,2026-02-04 03:02:22.880435,2026-02-04 03:02:57.156071,0 days 00:00:34.275636,attention,0.0005052376506418829,0.36307175067029307,0.0044759121645747465,"{'val_rmse_mean': 1.2059214115142822, 'val_mae_mean': 1.0674753189086914, 'val_r2_mean': -2.6251564025878906, 'val_rmse_target_0': 1.2059214115142822, 'val_mae_target_0': 1.0674753189086914, 'val_r2_target_0': -2.6251564025878906}",COMPLETE
6,0.45988709677476436,2026-02-04 03:02:57.364621,2026-02-04 03:03:28.400978,0 days 00:00:31.036357,mean,0.10667244562599947,0.7947163024280463,0.0005625768125395898,"{'val_rmse_mean': 1.0259380340576172, 'val_mae_mean': 0.833340048789978, 'val_r2_mean': -18.406639099121094, 'val_rmse_target_0': 1.0259380340576172, 'val_mae_target_0': 0.833340048789978, 'val_r2_target_0': -18.406639099121094}",COMPLETE
7,0.4200691677052183,2026-02-04 03:03:28.604513,2026-02-04 03:04:00.498257,0 days 00:00:31.893744,attention,0.01881831043218428,0.44935416468043676,0.0001589384430300376,"{'val_rmse_mean': 0.9855248928070068, 'val_mae_mean': 0.7999206185340881, 'val_r2_mean': -20.69767951965332, 'val_rmse_target_0': 0.9855248928070068, 'val_mae_target_0': 0.7999206185340881, 'val_r2_target_0': -20.69767951965332}",COMPLETE
8,0.5769149699723736,2026-02-04 03:04:00.701209,2026-02-04 03:04:33.804001,0 days 00:00:33.102792,attention,0.008448883156244109,0.6133602493101401,0.00043201084043947597,"{'val_rmse_mean': 1.1747952699661255, 'val_mae_mean': 0.9531945586204529, 'val_r2_mean': -15.669488906860352, 'val_rmse_target_0': 1.1747952699661255, 'val_mae_target_0': 0.9531945586204529, 'val_r2_target_0': -15.669488906860352}",COMPLETE
9,0.45186137198174103,2026-02-04 03:04:34.008690,2026-02-04 03:05:05.505561,0 days 00:00:31.496871,mean,0.0003133086764807739,0.22158718170516228,0.0012263795256377866,"{'val_rmse_mean': 1.0198473930358887, 'val_mae_mean': 0.8335259556770325, 'val_r2_mean': -5.470981121063232, 'val_rmse_target_0': 1.0198473930358887, 'val_mae_target_0': 0.8335259556770325, 'val_r2_target_0': -5.470981121063232}",COMPLETE
10,0.4555445228704937,2026-02-04 03:05:05.707724,2026-02-04 03:05:37.369980,0 days 00:00:31.662256,mean,0.7936746569377796,0.8944068109926961,0.00012015829009027561,"{'val_rmse_mean': 1.0372624397277832, 'val_mae_mean': 0.8463081121444702, 'val_r2_mean': -28.078506469726562, 'val_rmse_target_0': 1.0372624397277832, 'val_mae_target_0': 0.8463081121444702, 'val_r2_target_0': -28.078506469726562}",COMPLETE
