,mean_weight
0,0.038864452
1,0.05165282
2,0.058387946
3,0.09701515
4,0.085392274
5,0.032953065
6,0.031331778
7,0.04891465
8,0.04255087
9,0.024230035
10,0.060865983
11,0.0870528
12,0.017476024
13,0.015611909
14,0.046895638
15,0.03857762
16,0.044147
17,0.07464121
18,0.04661408
19,0.05682477
