,mean_weight
0,0.028424693
1,0.06791793
2,0.04185596
3,0.0715552
4,0.12630552
5,0.067276396
6,0.025956176
7,0.07659627
8,0.068886705
9,0.1294576
10,0.019811997
11,0.047985714
12,0.019571634
13,0.019549578
14,0.022915263
15,0.048152987
16,0.020343855
17,0.041031465
18,0.03389173
19,0.022513397
